pi_rx_time_ns,address,name,rssi,company_id,version,node_num,exp_code,seq,t_local_us,raw_hex,pipeline_version,pi_time_us,raw_delay_ms,norm_delay_ms
1774944499432739000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-64,4660,2,1,W1BL,1,93262331,02015731424c01000000fb118f05,0.1.1,1774944499432739.0,1774944406170.408,-100.09814453125
1774944503661092000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-69,4660,2,1,W1BL,2,97250915,02015731424c0200000063eecb05,0.1.1,1774944503661092.0,1774944406410.177,139.6708984375
1774944510556570000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-64,4660,2,1,W1BL,3,104289371,02015731424c030000005b543706,0.1.1,1774944510556570.0,1774944406267.199,-3.30712890625
1774944515353848000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-67,4660,2,1,W1BL,4,108994057,02015731424c04000000091e7f06,0.1.1,1774944515353848.0,1774944406359.791,89.284912109375
1774944519573114000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-66,4660,2,1,W1BL,5,113216442,02015731424c05000000ba8bbf06,0.1.1,1774944519573114.0,1774944406356.672,86.166015625
1774944523769814000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-61,4660,2,1,W1BL,6,117595152,02015731424c06000000105c0207,0.1.1,1774944523769814.0,1774944406174.662,-95.843994140625
1774944527388033000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-63,4660,2,1,W1BL,7,121215136,02015731424c07000000a0983907,0.1.1,1774944527388033.0,1774944406172.897,-97.609130859375
1774944531251065000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-67,4660,2,1,W1BL,8,124947907,02015731424c08000000c38d7207,0.1.1,1774944531251065.0,1774944406303.158,32.65185546875
1774944534255579000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-63,4660,2,1,W1BL,9,128124726,02015731424c090000003607a307,0.1.1,1774944534255579.0,1774944406130.853,-139.653076171875
1774944537863984000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-62,4660,2,1,W1BL,10,131592725,02015731424c0a00000015f2d707,0.1.1,1774944537863984.2,1774944406271.2593,0.753173828125
1774944542042810000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-66,4660,2,1,W1BL,11,135773573,02015731424c0b00000085bd1708,0.1.1,1774944542042810.0,1774944406269.237,-1.26904296875
1774944545986851000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-62,4660,2,1,W1BL,12,139857152,02015731424c0c000000000d5608,0.1.1,1774944545986851.0,1774944406129.699,-140.80712890625
1774944549531192000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-62,4660,2,1,W1BL,13,143227363,02015731424c0d000000e3798908,0.1.1,1774944549531192.0,1774944406303.829,33.322998046875
1774944552893431000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-61,4660,2,1,W1BL,14,146760997,02015731424c0e0000002565bf08,0.1.1,1774944552893431.0,1774944406132.434,-138.072021484375
1774944556477765000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-66,4660,2,1,W1BL,15,150206719,02015731424c0f000000fff8f308,0.1.1,1774944556477765.0,1774944406271.046,0.539794921875
1774944559756023000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-60,4660,2,1,W1BL,16,153484318,02015731424c100000001efc2509,0.1.1,1774944559756023.0,1774944406271.705,1.198974609375
1774944563627344000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-68,4660,2,1,W1BL,17,157361825,02015731424c11000000a1266109,0.1.1,1774944563627343.8,1774944406265.5188,-4.9873046875
1774944568165896000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-66,4660,2,1,W1BL,18,162031077,02015731424c12000000e565a809,0.1.1,1774944568165896.0,1774944406134.819,-135.68701171875
1774944572336183000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-62,4660,2,1,W1BL,19,166019462,02015731424c130000008641e509,0.1.1,1774944572336183.0,1774944406316.721,46.21484375
1774944576249265000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-66,4660,2,1,W1BL,20,170068389,02015731424c14000000a509230a,0.1.1,1774944576249265.0,1774944406180.876,-89.630126953125
1774944580434175000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-61,4660,2,1,W1BL,21,174172042,02015731424c150000008aa7610a,0.1.1,1774944580434175.0,1774944406262.133,-8.373046875
1774944584388197000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-62,4660,2,1,W1BL,22,178083732,02015731424c1600000094579d0a,0.1.1,1774944584388197.0,1774944406304.465,33.958984375
1774944589149212000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-65,4660,2,1,W1BL,23,182803755,02015731424c170000002b5de50a,0.1.1,1774944589149212.0,1774944406345.457,74.950927734375
