pi_rx_time_ns,topic,type,node,protocol,exp,seq,trigger,t_local_us,wifi_rssi,rtt_us,old_state,new_state,ha_time,event_id,ha_context_id,mqtt_retain,pipeline_version,rtt_ms
1774801858383648000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,69,,,,14486.0,,,,,,0,0.1.1,14.486
1774801860406109000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,70,,,,20442.0,,,,,,0,0.1.1,20.442
1774801862487990000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,71,,,,12004.0,,,,,,0,0.1.1,12.004
1774801863863619000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,72,,,,22032.0,,,,,,0,0.1.1,22.032
1774801864719768000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,73,,,,16561.0,,,,,,0,0.1.1,16.561
1774801865725725000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,74,,,,52361.0,,,,,,0,0.1.1,52.361
1774801869272493000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,75,,,,280372.0,,,,,,0,0.1.1,280.372
1774801870759138000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,76,,,,14000.0,,,,,,0,0.1.1,14.0
1774801871958087000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,77,,,,15291.0,,,,,,0,0.1.1,15.291
1774801873741097000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,78,,,,38283.0,,,,,,0,0.1.1,38.283
1774801875002405000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,79,,,,13353.0,,,,,,0,0.1.1,13.353
1774801876084898000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,80,,,,13752.0,,,,,,0,0.1.1,13.752
1774801879285603000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,81,,,,707858.0,,,,,,0,0.1.1,707.858
1774801882471722000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,82,,,,1700882.0,,,,,,0,0.1.1,1700.882
1774801884001349000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,83,,,,340720.0,,,,,,0,0.1.1,340.72
1774801884909679000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,84,,,,43032.0,,,,,,0,0.1.1,43.032
1774801886427500000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,85,,,,13874.0,,,,,,0,0.1.1,13.874
1774801888294727000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,86,,,,489336.0,,,,,,0,0.1.1,489.336
1774801889406538000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,87,,,,12883.0,,,,,,0,0.1.1,12.883
1774801891189803000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,88,,,,13199.0,,,,,,0,0.1.1,13.199
1774801893526327000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,89,,,,530951.0,,,,,,0,0.1.1,530.951
1774801894624331000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,90,,,,16478.0,,,,,,0,0.1.1,16.478
1774801896489765000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,91,,,,53162.0,,,,,,0,0.1.1,53.162
1774801898779735000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,92,,,,19542.0,,,,,,0,0.1.1,19.542
1774801899019854000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,93,,,,24517.0,,,,,,0,0.1.1,24.517
1774801901286979000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,94,,,,12032.0,,,,,,0,0.1.1,12.032
1774801903503281000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,95,,,,13144.0,,,,,,0,0.1.1,13.144
1774801906126811000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,96,,,,467488.0,,,,,,0,0.1.1,467.488
1774801908584364000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,97,,,,177476.0,,,,,,0,0.1.1,177.476
1774801911044088000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,98,,,,121372.0,,,,,,0,0.1.1,121.372
1774801913616041000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,99,,,,14898.0,,,,,,0,0.1.1,14.898
1774801916566035000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,100,,,,447838.0,,,,,,0,0.1.1,447.838
