pi_rx_time_ns,topic,type,node,protocol,exp,seq,trigger,t_local_us,wifi_rssi,rtt_us,old_state,new_state,ha_time,event_id,ha_context_id,mqtt_retain,pipeline_version,rtt_ms
1774808564068522000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,15,,,,17932.0,,,,,,0,0.1.1,17.932
1774808568432178000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,16,,,,48524.0,,,,,,0,0.1.1,48.524
1774808575195185000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,17,,,,163578.0,,,,,,0,0.1.1,163.578
1774808584130410000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,19,,,,26566.0,,,,,,0,0.1.1,26.566
1774808599500365000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,21,,,,24528.0,,,,,,0,0.1.1,24.528
1774808607170387000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,22,,,,175739.0,,,,,,0,0.1.1,175.739
1774808614937777000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,23,,,,15667.0,,,,,,0,0.1.1,15.667
1774808620594272000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,24,,,,28663.0,,,,,,0,0.1.1,28.663
1774808627217517000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,25,,,,12259.0,,,,,,0,0.1.1,12.259
1774808634097931000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,26,,,,22510.0,,,,,,0,0.1.1,22.51
1774808651786491000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,28,,,,31447.0,,,,,,0,0.1.1,31.447
1774808669220108000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,30,,,,46000.0,,,,,,0,0.1.1,46.0
1774808677274889000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,31,,,,21383.0,,,,,,0,0.1.1,21.383
1774808692360970000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,33,,,,16989.0,,,,,,0,0.1.1,16.989
1774808700222179000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,34,,,,35527.0,,,,,,0,0.1.1,35.527
1774808711201579000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,36,,,,29599.0,,,,,,0,0.1.1,29.599
1774808720702049000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,37,,,,52300.0,,,,,,0,0.1.1,52.3
1774808725707555000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,38,,,,12397.0,,,,,,0,0.1.1,12.397
1774808732123497000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,39,,,,16454.0,,,,,,0,0.1.1,16.454
1774808737843268000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,40,,,,14513.0,,,,,,0,0.1.1,14.513
1774808743158863000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,41,,,,21337.0,,,,,,0,0.1.1,21.337
1774808749598417000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,42,,,,16024.0,,,,,,0,0.1.1,16.024
1774808763615463000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,44,,,,59323.0,,,,,,0,0.1.1,59.323
1774808770434710000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,45,,,,18354.0,,,,,,0,0.1.1,18.354
1774808778130574000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,46,,,,51816.0,,,,,,0,0.1.1,51.816
1774808785031908000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,47,,,,54561.0,,,,,,0,0.1.1,54.561
1774808789038313000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,48,,,,29458.0,,,,,,0,0.1.1,29.458
1774808798456540000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,50,,,,15059.0,,,,,,0,0.1.1,15.059
1774808805388330000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,51,,,,32698.0,,,,,,0,0.1.1,32.698
1774808811926081000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,52,,,,32799.0,,,,,,0,0.1.1,32.799
1774808842124187000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,57,,,,11637.0,,,,,,0,0.1.1,11.637
1774808847887565000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,58,,,,23811.0,,,,,,0,0.1.1,23.811
1774808860305591000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,60,,,,15656.0,,,,,,0,0.1.1,15.656
1774808871442179000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,62,,,,16870.0,,,,,,0,0.1.1,16.87
1774808874948607000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,63,,,,14804.0,,,,,,0,0.1.1,14.804
1774808880958449000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,64,,,,35745.0,,,,,,0,0.1.1,35.745
1774808893314594000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,66,,,,14784.0,,,,,,0,0.1.1,14.784
1774808897261461000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,67,,,,24247.0,,,,,,0,0.1.1,24.247
1774808907278884000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,69,,,,168972.0,,,,,,0,0.1.1,168.972
1774808911959141000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,70,,,,12715.0,,,,,,0,0.1.1,12.715
1774808917140532000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,71,,,,23296.0,,,,,,0,0.1.1,23.296
1774808924177457000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,72,,,,164534.0,,,,,,0,0.1.1,164.534
1774808929522843000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,73,,,,15438.0,,,,,,0,0.1.1,15.438
1774808939661338000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,75,,,,38380.0,,,,,,0,0.1.1,38.38
1774808946066292000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,76,,,,176928.0,,,,,,0,0.1.1,176.928
1774808949845093000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,77,,,,17397.0,,,,,,0,0.1.1,17.397
1774808955465866000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,78,,,,15707.0,,,,,,0,0.1.1,15.707
1774808960864254000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,79,,,,11642.0,,,,,,0,0.1.1,11.642
1774808972171539000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,81,,,,11830.0,,,,,,0,0.1.1,11.83
1774808985078713000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,83,,,,12725.0,,,,,,0,0.1.1,12.725
1774808990142205000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,84,,,,28643.0,,,,,,0,0.1.1,28.643
1774808994379464000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,85,,,,11762.0,,,,,,0,0.1.1,11.762
1774809007142106000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,87,,,,32067.0,,,,,,0,0.1.1,32.067
1774809013501350000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,88,,,,15752.0,,,,,,0,0.1.1,15.752
1774809019995155000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,89,,,,14539.0,,,,,,0,0.1.1,14.539
1774809026166219000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,90,,,,169030.0,,,,,,0,0.1.1,169.03
1774809030690522000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,91,,,,26789.0,,,,,,0,0.1.1,26.789
1774809035373397000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,92,,,,164458.0,,,,,,0,0.1.1,164.458
1774809049203040000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,95,,,,58986.0,,,,,,0,0.1.1,58.986
1774809054038378000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,96,,,,48285.0,,,,,,0,0.1.1,48.285
1774809059929629000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,97,,,,15160.0,,,,,,0,0.1.1,15.16
1774809068986208000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,99,,,,15710.0,,,,,,0,0.1.1,15.71
1774809073173381000,iotbench/wifi/wifi01/rtt,rtt,wifi01,wifi,W1_wifi_near_quiet,100,,,,32014.0,,,,,,0,0.1.1,32.014
