pi_rx_time_ns,topic,type,node,protocol,exp,t_local_us,bus_v,current_mA,power_mW,wifi_rssi,mqtt_retain,pipeline_version
1776142893092079000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,8651488,5.04,64.68397,327.3282,-29,0,0.2.1
1776142893986551000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,9551437,5.04,65.27023,324.8855,-30,0,0.2.1
1776142894088945000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,9651555,5.04,65.07481,327.3282,-29,0,0.2.1
1776142894186442000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,9751555,5.04,65.27023,327.3282,-29,0,0.2.1
1776142894386497000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,9951494,5.04,65.07481,327.3282,-30,0,0.2.1
1776142895986396000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,11551501,5.0425,64.9771,320,-29,0,0.2.1
1776142903386640000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,18951530,5.0425,64.19542,320,-28,0,0.2.1
1776142904086546000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,19651517,5.0425,64,327.3282,-29,0,0.2.1
1776142905386736000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,20951550,5.0425,64,312.6718,-28,0,0.2.1
1776142905986663000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,21551521,5.04375,64,324.8855,-29,0,0.2.1
1776142906586619000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,22151444,5.04625,64,324.8855,-29,0,0.2.1
1776142906686854000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,22251524,5.04125,63.90229,320,-29,0,0.2.1
1776142907288220000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,22851513,5.0425,64,324.8855,-35,0,0.2.1
1776142907386905000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,22951517,5.0425,64,324.8855,-29,0,0.2.1
1776142907588555000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,23151468,5.04625,64,324.8855,-29,0,0.2.1
1776142907686672000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,23251492,5.0425,64,324.8855,-29,0,0.2.1
1776142908286827000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,23851456,5.04375,64,324.8855,-29,0,0.2.1
1776142908786800000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,24351479,5.0425,63.80457,320,-35,0,0.2.1
1776142909186708000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,24751457,4.95375,64,324.8855,-29,0,0.2.1
1776142909286958000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,24851549,5.0425,63.80457,320,-28,0,0.2.1
1776142909786732000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,25351511,5.045,63.80457,320,-29,0,0.2.1
1776142909886821000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,25451555,5.04375,64,324.8855,-29,0,0.2.1
1776142909988197000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,25551543,5.04125,64,324.8855,-28,0,0.2.1
1776142911087915000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,26651500,5.04375,63.80457,320,-29,0,0.2.1
1776142911186793000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,26751521,5.04125,64,324.8855,-28,0,0.2.1
1776142911288381000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,26851521,5.0475,64,324.8855,-28,0,0.2.1
1776142911386863000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,26951517,5.04375,64,324.8855,-29,0,0.2.1
1776142911586691000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,27151477,5.04375,64,324.8855,-28,0,0.2.1
1776142911686961000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,27251486,5.0425,64,324.8855,-28,0,0.2.1
1776142911886731000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,27451518,5.04125,64,324.8855,-29,0,0.2.1
1776142911987000000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,27551566,5.0425,64,324.8855,-29,0,0.2.1
1776142912088293000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,27651506,5.0425,64,324.8855,-29,0,0.2.1
1776142912188414000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,27751549,5.0425,64,324.8855,-28,0,0.2.1
1776142912286478000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,27851533,5.0475,64,324.8855,-28,0,0.2.1
1776142912986961000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,28551492,5.045,63.70687,320,-35,0,0.2.1
1776142913588038000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,29151511,5.0425,64,324.8855,-29,0,0.2.1
1776142913988847000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,29551479,5.04625,63.80457,320,-28,0,0.2.1
1776142914392987000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,29951559,5.04375,64,324.8855,-29,0,0.2.1
1776142914786810000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,30351443,4.91625,64,315.1145,-28,0,0.2.1
1776142914886748000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,30451492,5.0425,64,324.8855,-28,0,0.2.1
1776142916186826000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,31751546,5.04375,63.90229,320,-29,0,0.2.1
1776142916686614000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,32251494,5.045,63.70687,320,-28,0,0.2.1
1776142918489021000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,34051444,5.0425,64,324.8855,-28,0,0.2.1
1776142918590090000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,34151493,5.04375,64,324.8855,-28,0,0.2.1
1776142918693529000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,34251557,5.0475,64,324.8855,-28,0,0.2.1
1776142918886919000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,34451478,5.04375,64,324.8855,-29,0,0.2.1
1776142919086952000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,34651515,4.9625,64,315.1145,-35,0,0.2.1
1776142919288179000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,34851441,5.0425,64,324.8855,-28,0,0.2.1
1776142919386805000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,34951492,5.04375,64,324.8855,-29,0,0.2.1
1776142919686482000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,35251434,5.0425,64,324.8855,-29,0,0.2.1
1776142919986687000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,35551459,5.04125,64,324.8855,-29,0,0.2.1
1776142920288356000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,35851472,5.0425,64,324.8855,-29,0,0.2.1
1776142920392339000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,35951526,5.045,63.80457,320,-28,0,0.2.1
1776142920688011000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,36251472,5.0425,64,324.8855,-28,0,0.2.1
1776142922586548000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,38151457,5.0425,64.78167,320,-28,0,0.2.1
1776142938288630000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,53851517,4.97125,64.29312,320,-30,0,0.2.1
1776142939387008000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,54951549,5.0425,64.19542,320,-31,0,0.2.1
1776142940387085000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,55951494,5.0425,64,307.7863,-36,0,0.2.1
1776142941087016000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,56651440,5.0425,64.09771,320,-36,0,0.2.1
1776142941586916000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,57151458,5.04625,64,324.8855,-37,0,0.2.1
1776142942587126000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,58151451,5.02125,64.09771,320,-37,0,0.2.1
1776142943787427000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,59351460,5.0425,64,324.8855,-37,0,0.2.1
1776142944088719000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,59651514,5.0425,64,307.7863,-30,0,0.2.1
1776142944487133000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,60051444,5.0425,64,324.8855,-37,0,0.2.1
1776142945787223000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,61351471,5.04375,64,312.6718,-30,0,0.2.1
1776142947487030000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,63051478,5.0425,64,324.8855,-36,0,0.2.1
1776142948089338000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,63651514,5.0425,64,324.8855,-30,0,0.2.1
1776142948491892000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,64051478,5.04125,64.09771,320,-37,0,0.2.1
1776142950486499000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,66051498,5.0425,64,312.6718,-30,0,0.2.1
1776142951187556000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,66751548,5.0425,64,324.8855,-30,0,0.2.1
1776142953087508000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,68651477,5.0425,64,324.8855,-30,0,0.2.1
1776142954087909000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,69651472,5.04125,64,324.8855,-30,0,0.2.1
1776142956289563000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,71851507,5.0425,64,324.8855,-30,0,0.2.1
1776142957487541000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,73051489,4.98375,64.09771,320,-35,0,0.2.1
1776142957887611000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,73451477,5.0425,64,307.7863,-36,0,0.2.1
1776142958587445000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,74151442,5.04375,64.48855,320,-30,0,0.2.1
1776142959589421000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,75151501,5.0425,64.68397,320,-30,0,0.2.1
1776142963288688000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,78851443,5.04,65.85648,320,-36,0,0.2.1
1776142968987391000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,84551467,5.04125,64,312.6718,-30,0,0.2.1
1776142971188103000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,86751447,5.04625,64,324.8855,-36,0,0.2.1
1776142974887681000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,90451517,5.045,64,324.8855,-36,0,0.2.1
1776142976688063000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,92251509,4.995,64.19542,320,-36,0,0.2.1
1776142977087591000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,92651443,5.0425,64.19542,320,-30,0,0.2.1
1776142980787679000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,96351459,5.0425,64.09771,320,-30,0,0.2.1
1776142981787775000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,97351501,5.04375,64.19542,320,-30,0,0.2.1
1776142984487644000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,100051468,5.0425,64.19542,320,-36,0,0.2.1
1776143015588036000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,131151490,5.045,64,324.8855,-30,0,0.2.1
1776143019288348000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,134851467,5.045,64,324.8855,-30,0,0.2.1
1776143034088374000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,149651443,5.04,65.66106,320,-36,0,0.2.1
1776143051491537000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,167051528,5.04,64.87939,320,-30,0,0.2.1
1776143063794721000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,179351501,5.04,64.29312,320,-37,0,0.2.1
1776143132389912000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,247951567,5.04,65.66106,320,-30,0,0.2.1
1776143144692639000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,260251507,5.04,64.78167,320,-31,0,0.2.1
1776143152890784000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,268451466,5.04,65.46564,320,-37,0,0.2.1
1776143160392248000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,275951533,5.04,65.66106,320,-37,0,0.2.1
1776143176793935000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,292351469,5.04,65.36794,320,-30,0,0.2.1
1776143184290571000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_periodic_1s_quiet_v1,299851516,5.04,64.39084,320,-36,0,0.2.1
