command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777562252439981000,2026-04-30T18:17:32.522+03:00,200,,0.4.5
2,off,2965,1777562255405877000,2026-04-30T18:17:35.490+03:00,200,,0.4.5
3,on,5835,1777562258280055000,2026-04-30T18:17:38.357+03:00,200,,0.4.5
4,off,9084,1777562261524465000,2026-04-30T18:17:41.602+03:00,200,,0.4.5
5,on,11859,1777562264304029000,2026-04-30T18:17:44.391+03:00,200,,0.4.5
6,off,14787,1777562267227207000,2026-04-30T18:17:47.309+03:00,200,,0.4.5
7,on,17696,1777562270139629000,2026-04-30T18:17:50.230+03:00,200,,0.4.5
8,off,20492,1777562272935319000,2026-04-30T18:17:53.024+03:00,200,,0.4.5
9,on,23390,1777562275831862000,2026-04-30T18:17:55.914+03:00,200,,0.4.5
10,off,26351,1777562278796006000,2026-04-30T18:17:58.892+03:00,200,,0.4.5
11,on,29164,1777562281607689000,2026-04-30T18:18:01.694+03:00,200,,0.4.5
12,off,31950,1777562284393879000,2026-04-30T18:18:04.480+03:00,200,,0.4.5
13,on,35033,1777562287478015000,2026-04-30T18:18:07.595+03:00,200,,0.4.5
14,off,37997,1777562290439937000,2026-04-30T18:18:10.522+03:00,200,,0.4.5
15,on,40987,1777562293431664000,2026-04-30T18:18:13.519+03:00,200,,0.4.5
16,off,43763,1777562296204969000,2026-04-30T18:18:16.299+03:00,200,,0.4.5
17,on,46979,1777562299423239000,2026-04-30T18:18:19.509+03:00,200,,0.4.5
18,off,50193,1777562302636968000,2026-04-30T18:18:22.719+03:00,200,,0.4.5
19,on,53216,1777562305660967000,2026-04-30T18:18:25.776+03:00,200,,0.4.5
20,off,56425,1777562308869960000,2026-04-30T18:18:28.959+03:00,200,,0.4.5
21,on,59218,1777562311662970000,2026-04-30T18:18:31.753+03:00,200,,0.4.5
22,off,62319,1777562314760416000,2026-04-30T18:18:34.857+03:00,200,,0.4.5
23,on,65244,1777562317688948000,2026-04-30T18:18:37.774+03:00,200,,0.4.5
24,off,68001,1777562320445564000,2026-04-30T18:18:40.530+03:00,200,,0.4.5
25,on,71239,1777562323683896000,2026-04-30T18:18:43.767+03:00,200,,0.4.5
26,off,74348,1777562326790872000,2026-04-30T18:18:46.887+03:00,200,,0.4.5
27,on,77373,1777562329814794000,2026-04-30T18:18:49.928+03:00,200,,0.4.5
28,off,80435,1777562332879941000,2026-04-30T18:18:52.976+03:00,200,,0.4.5
29,on,83310,1777562335751820000,2026-04-30T18:18:55.839+03:00,200,,0.4.5
30,off,86279,1777562338723836000,2026-04-30T18:18:58.810+03:00,200,,0.4.5
31,on,89518,1777562341957927000,2026-04-30T18:19:02.039+03:00,200,,0.4.5
32,off,92684,1777562345126857000,2026-04-30T18:19:05.204+03:00,200,,0.4.5
33,on,95434,1777562347875330000,2026-04-30T18:19:07.957+03:00,200,,0.4.5
34,off,98336,1777562350780909000,2026-04-30T18:19:10.867+03:00,200,,0.4.5
35,on,101446,1777562353889695000,2026-04-30T18:19:13.984+03:00,200,,0.4.5
36,off,104306,1777562356749528000,2026-04-30T18:19:16.837+03:00,200,,0.4.5
37,on,107340,1777562359784925000,2026-04-30T18:19:19.875+03:00,200,,0.4.5
38,off,110363,1777562362807388000,2026-04-30T18:19:22.919+03:00,200,,0.4.5
39,on,113503,1777562365947878000,2026-04-30T18:19:26.039+03:00,200,,0.4.5
40,off,116393,1777562368833249000,2026-04-30T18:19:28.924+03:00,200,,0.4.5
41,on,119215,1777562371656290000,2026-04-30T18:19:31.741+03:00,200,,0.4.5
42,off,122280,1777562374724901000,2026-04-30T18:19:34.853+03:00,200,,0.4.5
43,on,125043,1777562377487887000,2026-04-30T18:19:37.574+03:00,200,,0.4.5
44,off,128137,1777562380581869000,2026-04-30T18:19:40.665+03:00,200,,0.4.5
45,on,130944,1777562383386010000,2026-04-30T18:19:43.479+03:00,200,,0.4.5
46,off,133791,1777562386235065000,2026-04-30T18:19:46.321+03:00,200,,0.4.5
47,on,136561,1777562389001144000,2026-04-30T18:19:49.094+03:00,200,,0.4.5
48,off,139323,1777562391765644000,2026-04-30T18:19:51.871+03:00,200,,0.4.5
49,on,142562,1777562395005395000,2026-04-30T18:19:55.139+03:00,200,,0.4.5
50,off,145319,1777562397759208000,2026-04-30T18:19:57.849+03:00,200,,0.4.5
51,on,148350,1777562400792786000,2026-04-30T18:20:00.881+03:00,200,,0.4.5
52,off,151472,1777562403916423000,2026-04-30T18:20:04.005+03:00,200,,0.4.5
53,on,154656,1777562407100850000,2026-04-30T18:20:07.185+03:00,200,,0.4.5
54,off,157646,1777562410089991000,2026-04-30T18:20:10.173+03:00,200,,0.4.5
55,on,160692,1777562413136819000,2026-04-30T18:20:13.229+03:00,200,,0.4.5
56,off,163759,1777562416203512000,2026-04-30T18:20:16.315+03:00,200,,0.4.5
57,on,166629,1777562419073813000,2026-04-30T18:20:19.159+03:00,200,,0.4.5
58,off,169726,1777562422170805000,2026-04-30T18:20:22.256+03:00,200,,0.4.5
59,on,172848,1777562425290888000,2026-04-30T18:20:25.381+03:00,200,,0.4.5
60,off,175848,1777562428289406000,2026-04-30T18:20:28.376+03:00,200,,0.4.5
61,on,178634,1777562431074347000,2026-04-30T18:20:31.157+03:00,200,,0.4.5
62,off,181760,1777562434200902000,2026-04-30T18:20:34.281+03:00,200,,0.4.5
63,on,184791,1777562437235798000,2026-04-30T18:20:37.350+03:00,200,,0.4.5
64,off,187987,1777562440431089000,2026-04-30T18:20:40.513+03:00,200,,0.4.5
65,on,190872,1777562443315205000,2026-04-30T18:20:43.405+03:00,200,,0.4.5
66,off,193743,1777562446184715000,2026-04-30T18:20:46.269+03:00,200,,0.4.5
67,on,196683,1777562449123454000,2026-04-30T18:20:49.218+03:00,200,,0.4.5
68,off,199762,1777562452206483000,2026-04-30T18:20:52.291+03:00,200,,0.4.5
69,on,202561,1777562455005571000,2026-04-30T18:20:55.092+03:00,200,,0.4.5
70,off,205744,1777562458188731000,2026-04-30T18:20:58.278+03:00,200,,0.4.5
71,on,208708,1777562461152746000,2026-04-30T18:21:01.237+03:00,200,,0.4.5
72,off,211555,1777562463997663000,2026-04-30T18:21:04.083+03:00,200,,0.4.5
73,on,214471,1777562466915737000,2026-04-30T18:21:07.010+03:00,200,,0.4.5
74,off,217390,1777562469830615000,2026-04-30T18:21:09.914+03:00,200,,0.4.5
75,on,220381,1777562472822583000,2026-04-30T18:21:12.908+03:00,200,,0.4.5
76,off,223585,1777562476029071000,2026-04-30T18:21:16.118+03:00,200,,0.4.5
77,on,226575,1777562479018750000,2026-04-30T18:21:19.112+03:00,200,,0.4.5
78,off,229683,1777562482124069000,2026-04-30T18:21:22.208+03:00,200,,0.4.5
79,on,232669,1777562485113774000,2026-04-30T18:21:25.198+03:00,200,,0.4.5
80,off,235724,1777562488164255000,2026-04-30T18:21:28.246+03:00,200,,0.4.5
81,on,238477,1777562490921700000,2026-04-30T18:21:31.005+03:00,200,,0.4.5
82,off,241524,1777562493964334000,2026-04-30T18:21:34.064+03:00,200,,0.4.5
83,on,244674,1777562497115680000,2026-04-30T18:21:37.198+03:00,200,,0.4.5
84,off,247726,1777562500167202000,2026-04-30T18:21:40.274+03:00,200,,0.4.5
85,on,250882,1777562503323669000,2026-04-30T18:21:43.407+03:00,200,,0.4.5
86,off,253772,1777562506216681000,2026-04-30T18:21:46.301+03:00,200,,0.4.5
87,on,256887,1777562509331724000,2026-04-30T18:21:49.416+03:00,200,,0.4.5
88,off,259830,1777562512272694000,2026-04-30T18:21:52.354+03:00,200,,0.4.5
89,on,262615,1777562515059668000,2026-04-30T18:21:55.137+03:00,200,,0.4.5
90,off,265680,1777562518124223000,2026-04-30T18:21:58.269+03:00,200,,0.4.5
91,on,268625,1777562521066189000,2026-04-30T18:22:01.152+03:00,200,,0.4.5
92,off,271689,1777562524130245000,2026-04-30T18:22:04.221+03:00,200,,0.4.5
93,on,274600,1777562527041493000,2026-04-30T18:22:07.124+03:00,200,,0.4.5
94,off,277505,1777562529949635000,2026-04-30T18:22:10.034+03:00,200,,0.4.5
95,on,280678,1777562533122636000,2026-04-30T18:22:13.215+03:00,200,,0.4.5
96,off,283782,1777562536226641000,2026-04-30T18:22:16.329+03:00,200,,0.4.5
97,on,286892,1777562539332212000,2026-04-30T18:22:19.456+03:00,200,,0.4.5
98,off,289696,1777562542140054000,2026-04-30T18:22:22.235+03:00,200,,0.4.5
99,on,292771,1777562545213952000,2026-04-30T18:22:25.303+03:00,200,,0.4.5
100,off,295852,1777562548292678000,2026-04-30T18:22:28.430+03:00,200,,0.4.5
