command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777561290146093000,2026-04-30T18:01:30.220+03:00,200,,0.4.5
2,off,3136,1777561293284419000,2026-04-30T18:01:33.365+03:00,200,,0.4.5
3,on,6194,1777561296345169000,2026-04-30T18:01:36.461+03:00,200,,0.4.5
4,off,9333,1777561299484138000,2026-04-30T18:01:39.573+03:00,200,,0.4.5
5,on,12408,1777561302559132000,2026-04-30T18:01:42.713+03:00,200,,0.4.5
6,off,15332,1777561305481306000,2026-04-30T18:01:45.567+03:00,200,,0.4.5
7,on,18140,1777561308286118000,2026-04-30T18:01:48.379+03:00,200,,0.4.5
8,off,20942,1777561311090911000,2026-04-30T18:01:51.183+03:00,200,,0.4.5
9,on,23883,1777561314034109000,2026-04-30T18:01:54.123+03:00,200,,0.4.5
10,off,26716,1777561316865696000,2026-04-30T18:01:56.948+03:00,200,,0.4.5
11,on,29661,1777561319812130000,2026-04-30T18:01:59.896+03:00,200,,0.4.5
12,off,32794,1777561322940593000,2026-04-30T18:02:03.020+03:00,200,,0.4.5
13,on,35843,1777561325994108000,2026-04-30T18:02:06.143+03:00,200,,0.4.5
14,off,38637,1777561328788103000,2026-04-30T18:02:08.890+03:00,200,,0.4.5
15,on,41819,1777561331970094000,2026-04-30T18:02:12.072+03:00,200,,0.4.5
16,off,44870,1777561335020010000,2026-04-30T18:02:15.126+03:00,200,,0.4.5
17,on,47911,1777561338062093000,2026-04-30T18:02:18.160+03:00,200,,0.4.5
18,off,50900,1777561341050688000,2026-04-30T18:02:21.144+03:00,200,,0.4.5
19,on,53792,1777561343938682000,2026-04-30T18:02:24.018+03:00,200,,0.4.5
20,off,56656,1777561346805351000,2026-04-30T18:02:32.039+03:00,200,,0.4.5
21,on,59746,1777561352040464000,2026-04-30T18:02:32.132+03:00,200,,0.4.5
22,off,62535,1777561352686052000,2026-04-30T18:02:32.772+03:00,200,,0.4.5
23,on,65388,1777561355534648000,2026-04-30T18:02:35.614+03:00,200,,0.4.5
24,off,68166,1777561358317040000,2026-04-30T18:02:38.399+03:00,200,,0.4.5
25,on,70965,1777561361113640000,2026-04-30T18:02:41.194+03:00,200,,0.4.5
26,off,74146,1777561364297046000,2026-04-30T18:02:44.378+03:00,200,,0.4.5
27,on,76960,1777561367111044000,2026-04-30T18:02:47.192+03:00,200,,0.4.5
28,off,79930,1777561370081048000,2026-04-30T18:02:55.311+03:00,200,,0.4.5
29,on,82900,1777561375312388000,2026-04-30T18:03:00.525+03:00,200,,0.4.5
30,off,85811,1777561380526359000,2026-04-30T18:03:00.626+03:00,200,,0.4.5
31,on,88820,1777561380626683000,2026-04-30T18:03:00.717+03:00,200,,0.4.5
32,off,91877,1777561382028008000,2026-04-30T18:03:02.118+03:00,200,,0.4.5
33,on,94895,1777561385042817000,2026-04-30T18:03:05.126+03:00,200,,0.4.5
34,off,98055,1777561388205998000,2026-04-30T18:03:08.286+03:00,200,,0.4.5
35,on,101004,1777561391153211000,2026-04-30T18:03:11.241+03:00,200,,0.4.5
36,off,103806,1777561393957012000,2026-04-30T18:03:14.044+03:00,200,,0.4.5
37,on,106632,1777561396782986000,2026-04-30T18:03:16.874+03:00,200,,0.4.5
38,off,109400,1777561399546799000,2026-04-30T18:03:19.640+03:00,200,,0.4.5
39,on,112420,1777561402570979000,2026-04-30T18:03:23.079+03:00,200,,0.4.5
40,off,115611,1777561405761968000,2026-04-30T18:03:25.839+03:00,200,,0.4.5
41,on,118788,1777561408938438000,2026-04-30T18:03:29.020+03:00,200,,0.4.5
42,off,121770,1777561411917003000,2026-04-30T18:03:32.004+03:00,200,,0.4.5
43,on,124814,1777561414964754000,2026-04-30T18:03:35.061+03:00,200,,0.4.5
44,off,127841,1777561417991108000,2026-04-30T18:03:38.082+03:00,200,,0.4.5
45,on,130674,1777561420824878000,2026-04-30T18:03:40.930+03:00,200,,0.4.5
46,off,133891,1777561424038378000,2026-04-30T18:03:44.124+03:00,200,,0.4.5
47,on,136672,1777561426819197000,2026-04-30T18:03:46.900+03:00,200,,0.4.5
48,off,139505,1777561429654973000,2026-04-30T18:03:49.758+03:00,200,,0.4.5
49,on,142409,1777561432558446000,2026-04-30T18:03:52.653+03:00,200,,0.4.5
50,off,145163,1777561435310438000,2026-04-30T18:03:55.401+03:00,200,,0.4.5
51,on,148326,1777561438476678000,2026-04-30T18:03:58.557+03:00,200,,0.4.5
52,off,151347,1777561441496590000,2026-04-30T18:04:01.612+03:00,200,,0.4.5
53,on,154331,1777561444478797000,2026-04-30T18:04:04.565+03:00,200,,0.4.5
54,off,157194,1777561447342097000,2026-04-30T18:04:07.424+03:00,200,,0.4.5
55,on,160376,1777561450526406000,2026-04-30T18:04:10.615+03:00,200,,0.4.5
56,off,163556,1777561453704760000,2026-04-30T18:04:13.792+03:00,200,,0.4.5
57,on,166398,1777561456546528000,2026-04-30T18:04:16.633+03:00,200,,0.4.5
58,off,169597,1777561459747582000,2026-04-30T18:04:19.836+03:00,200,,0.4.5
59,on,172534,1777561462684883000,2026-04-30T18:04:22.774+03:00,200,,0.4.5
60,off,175703,1777561465850139000,2026-04-30T18:04:25.940+03:00,200,,0.4.5
61,on,178542,1777561468692885000,2026-04-30T18:04:28.779+03:00,200,,0.4.5
62,off,181619,1777561471767034000,2026-04-30T18:04:31.859+03:00,200,,0.4.5
63,on,184417,1777561474567022000,2026-04-30T18:04:34.659+03:00,200,,0.4.5
64,off,187413,1777561477563887000,2026-04-30T18:04:37.648+03:00,200,,0.4.5
65,on,190411,1777561480558715000,2026-04-30T18:04:40.654+03:00,200,,0.4.5
66,off,193294,1777561483444010000,2026-04-30T18:04:43.535+03:00,200,,0.4.5
67,on,196142,1777561486292866000,2026-04-30T18:04:46.395+03:00,200,,0.4.5
68,off,199097,1777561489245731000,2026-04-30T18:04:49.330+03:00,200,,0.4.5
69,on,202288,1777561492438115000,2026-04-30T18:04:52.523+03:00,200,,0.4.5
70,off,205399,1777561495549862000,2026-04-30T18:04:55.643+03:00,200,,0.4.5
71,on,208307,1777561498456515000,2026-04-30T18:04:58.540+03:00,200,,0.4.5
72,off,211184,1777561501330653000,2026-04-30T18:05:01.408+03:00,200,,0.4.5
73,on,214379,1777561504529247000,2026-04-30T18:05:04.620+03:00,200,,0.4.5
74,off,217314,1777561507464864000,2026-04-30T18:05:07.552+03:00,200,,0.4.5
75,on,220292,1777561510441199000,2026-04-30T18:05:10.531+03:00,200,,0.4.5
76,off,223358,1777561513508446000,2026-04-30T18:05:13.613+03:00,200,,0.4.5
77,on,226472,1777561516622826000,2026-04-30T18:05:16.728+03:00,200,,0.4.5
78,off,229394,1777561519540722000,2026-04-30T18:05:19.642+03:00,200,,0.4.5
79,on,232395,1777561522542334000,2026-04-30T18:05:22.632+03:00,200,,0.4.5
80,off,235586,1777561525736794000,2026-04-30T18:05:25.828+03:00,200,,0.4.5
81,on,238596,1777561528745975000,2026-04-30T18:05:28.854+03:00,200,,0.4.5
82,off,241786,1777561531936787000,2026-04-30T18:05:32.022+03:00,200,,0.4.5
83,on,244544,1777561534690727000,2026-04-30T18:05:34.779+03:00,200,,0.4.5
84,off,247739,1777561537886666000,2026-04-30T18:05:37.968+03:00,200,,0.4.5
85,on,250855,1777561541004259000,2026-04-30T18:05:41.087+03:00,200,,0.4.5
86,off,253913,1777561544063781000,2026-04-30T18:05:44.160+03:00,200,,0.4.5
87,on,257086,1777561547233297000,2026-04-30T18:05:47.314+03:00,200,,0.4.5
88,off,260023,1777561550173759000,2026-04-30T18:05:50.254+03:00,200,,0.4.5
89,on,262873,1777561553021165000,2026-04-30T18:05:53.103+03:00,200,,0.4.5
90,off,265917,1777561556063913000,2026-04-30T18:05:56.168+03:00,200,,0.4.5
91,on,269049,1777561559198853000,2026-04-30T18:05:59.290+03:00,200,,0.4.5
92,off,272126,1777561562276862000,2026-04-30T18:06:02.411+03:00,200,,0.4.5
93,on,275295,1777561565445711000,2026-04-30T18:06:05.537+03:00,200,,0.4.5
94,off,278145,1777561568295697000,2026-04-30T18:06:08.378+03:00,200,,0.4.5
95,on,281004,1777561571150535000,2026-04-30T18:06:11.250+03:00,200,,0.4.5
96,off,284210,1777561574360262000,2026-04-30T18:06:14.452+03:00,200,,0.4.5
97,on,287147,1777561577297723000,2026-04-30T18:06:17.386+03:00,200,,0.4.5
98,off,290164,1777561580314726000,2026-04-30T18:06:20.407+03:00,200,,0.4.5
99,on,292963,1777561583112444000,2026-04-30T18:06:23.203+03:00,200,,0.4.5
100,off,296128,1777561586280437000,2026-04-30T18:06:26.366+03:00,200,,0.4.5
