command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777783021997304000,2026-05-03T07:37:02.106+03:00,200,,0.4.7
2,off,3063,1777783025065410000,2026-05-03T07:37:05.192+03:00,200,,0.4.7
3,on,6155,1777783028157363000,2026-05-03T07:37:08.254+03:00,200,,0.4.7
4,off,9272,1777783031274345000,2026-05-03T07:37:11.346+03:00,200,,0.4.7
5,on,12123,1777783034121296000,2026-05-03T07:37:14.199+03:00,200,,0.4.7
6,off,15343,1777783037345331000,2026-05-03T07:37:17.434+03:00,200,,0.4.7
7,on,18503,1777783040505301000,2026-05-03T07:37:20.582+03:00,200,,0.4.7
8,off,21497,1777783043499300000,2026-05-03T07:37:23.580+03:00,200,,0.4.7
9,on,24683,1777783046680460000,2026-05-03T07:37:26.765+03:00,200,,0.4.7
10,off,27906,1777783049908282000,2026-05-03T07:37:29.989+03:00,200,,0.4.7
11,on,30923,1777783052923119000,2026-05-03T07:37:33.020+03:00,200,,0.4.7
12,off,34145,1777783056147265000,2026-05-03T07:37:36.238+03:00,200,,0.4.7
13,on,36906,1777783058903597000,2026-05-03T07:37:38.980+03:00,200,,0.4.7
14,off,40018,1777783062020262000,2026-05-03T07:37:42.107+03:00,200,,0.4.7
15,on,43242,1777783065244208000,2026-05-03T07:37:45.334+03:00,200,,0.4.7
16,off,46083,1777783068085220000,2026-05-03T07:37:48.162+03:00,200,,0.4.7
17,on,48956,1777783070955012000,2026-05-03T07:37:51.039+03:00,200,,0.4.7
18,off,51769,1777783073771191000,2026-05-03T07:37:53.848+03:00,200,,0.4.7
19,on,54896,1777783076898206000,2026-05-03T07:37:56.976+03:00,200,,0.4.7
20,off,58119,1777783080121138000,2026-05-03T07:38:00.209+03:00,200,,0.4.7
21,on,61017,1777783083016370000,2026-05-03T07:38:03.091+03:00,200,,0.4.7
22,off,63838,1777783085840167000,2026-05-03T07:38:05.917+03:00,200,,0.4.7
