pi_rx_time_ns,topic,type,node,protocol,exp,seq,trigger,t_local_us,wifi_rssi,rtt_us,old_state,new_state,ha_time,event_id,ha_context_id,mqtt_retain,pipeline_version
1774941035292586000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,90,button,1238580238.0,-51.0,,,,,,,0,0.1.1
1774941037906456000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,91,button,1241190226.0,-51.0,,,,,,,0,0.1.1
1774941039812163000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,92,button,1243099947.0,-51.0,,,,,,,0,0.1.1
1774941041978599000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,93,button,1245265897.0,-45.0,,,,,,,0,0.1.1
1774941044255992000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,94,button,1247541752.0,-51.0,,,,,,,0,0.1.1
1774941047096587000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,95,button,1250383965.0,-51.0,,,,,,,0,0.1.1
1774941049468066000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,96,button,1252751412.0,-51.0,,,,,,,0,0.1.1
1774941051796288000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,97,button,1255083704.0,-45.0,,,,,,,0,0.1.1
1774941053860003000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,98,button,1257146981.0,-51.0,,,,,,,0,0.1.1
1774941056167186000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,99,button,1259454669.0,-51.0,,,,,,,0,0.1.1
1774941058722024000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,100,button,1262009191.0,-51.0,,,,,,,0,0.1.1
