command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777547799759245000,2026-04-30T14:16:39.855+03:00,200,,0.4.1
2,off,3000,1777547802760327000,2026-04-30T14:16:42.860+03:00,200,,0.4.1
3,on,6000,1777547805763769000,2026-04-30T14:16:45.846+03:00,200,,0.4.1
4,off,9000,1777547808763687000,2026-04-30T14:16:48.853+03:00,200,,0.4.1
