command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,off,0,1777550800232953000,2026-04-30T15:06:40.295+03:00,200,,0.4.3
2,on,2907,1777550803144765000,2026-04-30T15:06:43.219+03:00,200,,0.4.3
3,off,5995,1777550806233027000,2026-04-30T15:06:46.306+03:00,200,,0.4.3
4,on,8978,1777550809214743000,2026-04-30T15:06:49.295+03:00,200,,0.4.3
5,off,11864,1777550812099436000,2026-04-30T15:06:52.177+03:00,200,,0.4.3
6,on,14688,1777550814923101000,2026-04-30T15:06:55.009+03:00,200,,0.4.3
7,off,17509,1777550817747009000,2026-04-30T15:06:57.833+03:00,200,,0.4.3
8,on,20453,1777550820690993000,2026-04-30T15:07:00.768+03:00,200,,0.4.3
9,off,23446,1777550823681572000,2026-04-30T15:07:03.758+03:00,200,,0.4.3
10,on,26384,1777550826618859000,2026-04-30T15:07:06.704+03:00,200,,0.4.3
11,off,29368,1777550829605989000,2026-04-30T15:07:09.685+03:00,200,,0.4.3
12,on,32615,1777550832851650000,2026-04-30T15:07:12.933+03:00,200,,0.4.3
13,off,35513,1777550835749888000,2026-04-30T15:07:15.839+03:00,200,,0.4.3
14,on,38526,1777550838763981000,2026-04-30T15:07:18.846+03:00,200,,0.4.3
15,off,41664,1777550841897958000,2026-04-30T15:07:21.979+03:00,200,,0.4.3
16,on,44593,1777550844830975000,2026-04-30T15:07:24.912+03:00,200,,0.4.3
17,off,47621,1777550847858947000,2026-04-30T15:07:27.939+03:00,200,,0.4.3
18,on,50691,1777550850925199000,2026-04-30T15:07:31.047+03:00,200,,0.4.3
19,off,53769,1777550854002757000,2026-04-30T15:07:34.114+03:00,200,,0.4.3
20,on,56766,1777550857002112000,2026-04-30T15:07:37.078+03:00,200,,0.4.3
21,off,59958,1777550860195925000,2026-04-30T15:07:40.274+03:00,200,,0.4.3
22,on,62910,1777550863147014000,2026-04-30T15:07:43.225+03:00,200,,0.4.3
23,off,66084,1777550866319911000,2026-04-30T15:07:46.400+03:00,200,,0.4.3
24,on,69061,1777550869297877000,2026-04-30T15:07:49.374+03:00,200,,0.4.3
