pi_rx_time_ns,topic,type,node,protocol,exp,seq,trigger,t_local_us,wifi_rssi,rtt_us,old_state,new_state,ha_time,event_id,ha_context_id,mqtt_retain,pipeline_version
1774807296642935000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,1,button,1243713844.0,-46.0,,,,,,,0,0.1.1
1774807303271486000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,2,button,1250343754.0,-38.0,,,,,,,0,0.1.1
1774807308166724000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,3,button,1255238307.0,-37.0,,,,,,,0,0.1.1
1774807312997519000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,4,button,1260068945.0,-39.0,,,,,,,0,0.1.1
1774807317585627000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,5,button,1264652756.0,-39.0,,,,,,,0,0.1.1
1774807321851948000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,6,button,1268924436.0,-39.0,,,,,,,0,0.1.1
1774807327603896000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,7,button,1274677221.0,-40.0,,,,,,,0,0.1.1
1774807336296167000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,8,button,1283350521.0,-39.0,,,,,,,0,0.1.1
1774807343638102000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,9,button,1290630224.0,-38.0,,,,,,,0,0.1.1
1774807350976574000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,10,button,1297998125.0,-43.0,,,,,,,0,0.1.1
1774807356887155000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,11,button,1303959077.0,-39.0,,,,,,,0,0.1.1
1774807362778608000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,12,button,1309847791.0,-39.0,,,,,,,0,0.1.1
1774807367751469000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,13,button,1314814704.0,-43.0,,,,,,,0,0.1.1
1774807367952180000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,14,button,1315026007.0,-39.0,,,,,,,0,0.1.1
1774807372859763000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,15,button,1319931626.0,-38.0,,,,,,,0,0.1.1
1774807374350863000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,16,button,1320151894.0,-38.0,,,,,,,0,0.1.1
1774807378697888000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,17,button,1325769823.0,-38.0,,,,,,,0,0.1.1
1774807383512608000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,18,button,1330583299.0,-40.0,,,,,,,0,0.1.1
1774807388213150000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,19,button,1335274524.0,-39.0,,,,,,,0,0.1.1
1774807392749066000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,20,button,1339719756.0,-38.0,,,,,,,0,0.1.1
1774807397459885000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,21,button,1344509594.0,-38.0,,,,,,,0,0.1.1
