pi_rx_time_ns,topic,type,node,protocol,exp,seq,trigger,t_local_us,wifi_rssi,rtt_us,old_state,new_state,ha_time,event_id,ha_context_id,mqtt_retain,pipeline_version
1774801669050813000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,1,button,105469950.0,-49.0,,,,,,,0,0.1.1
1774801679103484000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,2,button,115525728.0,-48.0,,,,,,,0,0.1.1
1774801682852279000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,3,button,119271600.0,-57.0,,,,,,,0,0.1.1
1774801687400282000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,4,button,123809060.0,-57.0,,,,,,,0,0.1.1
1774801691083745000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,5,button,127506786.0,-58.0,,,,,,,0,0.1.1
1774801725372569000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,6,button,161763550.0,-57.0,,,,,,,0,0.1.1
1774801729316639000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,7,button,165738696.0,-56.0,,,,,,,0,0.1.1
1774801732587766000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,8,button,169009815.0,-56.0,,,,,,,0,0.1.1
1774801732794718000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,9,button,169194557.0,-58.0,,,,,,,0,0.1.1
1774801735756991000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,10,button,172176762.0,-54.0,,,,,,,0,0.1.1
1774801738251103000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,11,button,174672411.0,-53.0,,,,,,,0,0.1.1
1774801740495138000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,12,button,176916478.0,-56.0,,,,,,,0,0.1.1
1774801742440683000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,13,button,177088166.0,-56.0,,,,,,,0,0.1.1
1774801742687928000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,14,button,179109563.0,-56.0,,,,,,,0,0.1.1
1774801744712124000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,15,button,181133803.0,-54.0,,,,,,,0,0.1.1
1774801746748350000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,16,button,183169992.0,-54.0,,,,,,,0,0.1.1
1774801748913865000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,17,button,185335538.0,-53.0,,,,,,,0,0.1.1
1774801751821351000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,18,button,188235474.0,-55.0,,,,,,,0,0.1.1
1774801754843900000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,19,button,191266445.0,-58.0,,,,,,,0,0.1.1
1774801756000236000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,20,button,191460939.0,-57.0,,,,,,,0,0.1.1
1774801757049916000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,21,button,193471630.0,-55.0,,,,,,,0,0.1.1
1774801759146766000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,22,button,195566675.0,-55.0,,,,,,,0,0.1.1
1774801761300228000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,23,button,197721988.0,-57.0,,,,,,,0,0.1.1
1774801764192097000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,24,button,199515974.0,-56.0,,,,,,,0,0.1.1
1774801767170352000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,25,button,203591423.0,-54.0,,,,,,,0,0.1.1
1774801769414441000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,26,button,205802765.0,-55.0,,,,,,,0,0.1.1
1774801771509555000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,27,button,207878099.0,-53.0,,,,,,,0,0.1.1
1774801773984635000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,28,button,210405243.0,-54.0,,,,,,,0,0.1.1
1774801775958879000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,29,button,212275842.0,-54.0,,,,,,,0,0.1.1
1774801777959902000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,30,button,214369409.0,-55.0,,,,,,,0,0.1.1
1774801780147837000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,31,button,216110675.0,-55.0,,,,,,,0,0.1.1
1774801781524941000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,32,button,217947216.0,-56.0,,,,,,,0,0.1.1
1774801783535427000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,33,button,219941939.0,-56.0,,,,,,,0,0.1.1
1774801785226682000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,34,button,221548498.0,-57.0,,,,,,,0,0.1.1
1774801786821565000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,35,button,223108630.0,-56.0,,,,,,,0,0.1.1
1774801788736025000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,36,button,225141705.0,-55.0,,,,,,,0,0.1.1
1774801791428802000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,37,button,227820308.0,-54.0,,,,,,,0,0.1.1
1774801793016080000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,38,button,229435518.0,-56.0,,,,,,,0,0.1.1
1774801794584558000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,39,button,230873803.0,-57.0,,,,,,,0,0.1.1
1774801796346507000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,40,button,232700675.0,-56.0,,,,,,,0,0.1.1
1774801798046000000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,41,button,234465746.0,-57.0,,,,,,,0,0.1.1
1774801800158922000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,42,button,236578373.0,-55.0,,,,,,,0,0.1.1
1774801802238628000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,43,button,238657444.0,-55.0,,,,,,,0,0.1.1
1774801804477279000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,44,button,240895845.0,-55.0,,,,,,,0,0.1.1
1774801806361180000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,45,button,242781427.0,-56.0,,,,,,,0,0.1.1
1774801808450425000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,46,button,244871371.0,-55.0,,,,,,,0,0.1.1
1774801810886804000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,47,button,247223196.0,-56.0,,,,,,,0,0.1.1
1774801813128773000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,48,button,249545514.0,-55.0,,,,,,,0,0.1.1
1774801815032502000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,49,button,251436217.0,-56.0,,,,,,,0,0.1.1
1774801816999135000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,50,button,253420039.0,-55.0,,,,,,,0,0.1.1
1774801819141447000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,51,button,255562731.0,-54.0,,,,,,,0,0.1.1
1774801821077676000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,52,button,257498665.0,-55.0,,,,,,,0,0.1.1
1774801823372084000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,53,button,259791696.0,-57.0,,,,,,,0,0.1.1
