command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777555382313665000,2026-04-30T16:23:02.398+03:00,200,,0.4.4
2,off,2907,1777555385225737000,2026-04-30T16:23:05.305+03:00,200,,0.4.4
3,on,5995,1777555388311765000,2026-04-30T16:23:08.400+03:00,200,,0.4.4
4,off,8978,1777555391296739000,2026-04-30T16:23:11.402+03:00,200,,0.4.4
5,on,11864,1777555394182716000,2026-04-30T16:23:14.267+03:00,200,,0.4.4
6,off,14688,1777555397006648000,2026-04-30T16:23:17.089+03:00,200,,0.4.4
7,on,17509,1777555399825767000,2026-04-30T16:23:19.905+03:00,200,,0.4.4
8,off,20453,1777555402767079000,2026-04-30T16:23:22.855+03:00,200,,0.4.4
9,on,23446,1777555405761405000,2026-04-30T16:23:25.854+03:00,200,,0.4.4
10,off,26384,1777555408698791000,2026-04-30T16:23:28.793+03:00,200,,0.4.4
11,on,29368,1777555411686685000,2026-04-30T16:23:31.769+03:00,200,,0.4.4
12,off,32615,1777555414931769000,2026-04-30T16:23:35.022+03:00,200,,0.4.4
13,on,35513,1777555417828388000,2026-04-30T16:23:37.930+03:00,200,,0.4.4
14,off,38526,1777555420844447000,2026-04-30T16:23:40.923+03:00,200,,0.4.4
15,on,41664,1777555423979329000,2026-04-30T16:23:44.063+03:00,200,,0.4.4
16,off,44593,1777555426909708000,2026-04-30T16:23:46.994+03:00,200,,0.4.4
17,on,47621,1777555429939333000,2026-04-30T16:23:50.026+03:00,200,,0.4.4
18,off,50691,1777555433009655000,2026-04-30T16:23:53.142+03:00,200,,0.4.4
19,on,53769,1777555436083785000,2026-04-30T16:23:56.201+03:00,200,,0.4.4
20,off,56766,1777555439080256000,2026-04-30T16:23:59.164+03:00,200,,0.4.4
21,on,59958,1777555442276664000,2026-04-30T16:24:02.361+03:00,200,,0.4.4
22,off,62910,1777555445228682000,2026-04-30T16:24:05.308+03:00,200,,0.4.4
23,on,66084,1777555448402627000,2026-04-30T16:24:08.494+03:00,200,,0.4.4
24,off,69061,1777555451379627000,2026-04-30T16:24:11.468+03:00,200,,0.4.4
25,on,72259,1777555454573518000,2026-04-30T16:24:14.656+03:00,200,,0.4.4
26,off,75043,1777555457361619000,2026-04-30T16:24:17.443+03:00,200,,0.4.4
27,on,78267,1777555460585609000,2026-04-30T16:24:20.666+03:00,200,,0.4.4
28,off,81329,1777555463644802000,2026-04-30T16:24:23.756+03:00,200,,0.4.4
29,on,84456,1777555466770589000,2026-04-30T16:24:26.861+03:00,200,,0.4.4
30,off,87644,1777555469959109000,2026-04-30T16:24:30.040+03:00,200,,0.4.4
31,on,90877,1777555473192701000,2026-04-30T16:24:33.295+03:00,200,,0.4.4
32,off,93729,1777555476047121000,2026-04-30T16:24:36.131+03:00,200,,0.4.4
33,on,96752,1777555479067662000,2026-04-30T16:24:39.165+03:00,200,,0.4.4
34,off,99603,1777555481917638000,2026-04-30T16:24:42.005+03:00,200,,0.4.4
35,on,102603,1777555484919663000,2026-04-30T16:24:45.001+03:00,200,,0.4.4
36,off,105654,1777555487971753000,2026-04-30T16:24:48.067+03:00,200,,0.4.4
37,on,108872,1777555491190568000,2026-04-30T16:24:51.282+03:00,200,,0.4.4
38,off,112019,1777555494333811000,2026-04-30T16:24:54.421+03:00,200,,0.4.4
39,on,114989,1777555497307560000,2026-04-30T16:24:57.404+03:00,200,,0.4.4
40,off,118089,1777555500405793000,2026-04-30T16:25:00.490+03:00,200,,0.4.4
41,on,120852,1777555503170540000,2026-04-30T16:25:03.247+03:00,200,,0.4.4
42,off,123641,1777555505955804000,2026-04-30T16:25:06.038+03:00,200,,0.4.4
43,on,126554,1777555508871596000,2026-04-30T16:25:08.964+03:00,200,,0.4.4
44,off,129341,1777555511659552000,2026-04-30T16:25:11.744+03:00,200,,0.4.4
45,on,132154,1777555514468076000,2026-04-30T16:25:14.554+03:00,200,,0.4.4
46,off,135130,1777555517448424000,2026-04-30T16:25:17.552+03:00,200,,0.4.4
47,on,138205,1777555520518741000,2026-04-30T16:25:20.621+03:00,200,,0.4.4
48,off,141031,1777555523348487000,2026-04-30T16:25:23.430+03:00,200,,0.4.4
49,on,143878,1777555526192586000,2026-04-30T16:25:26.272+03:00,200,,0.4.4
50,off,146931,1777555529247559000,2026-04-30T16:25:34.473+03:00,200,,0.4.4
51,on,150017,1777555534474736000,2026-04-30T16:25:34.557+03:00,200,,0.4.4
52,off,153232,1777555535550508000,2026-04-30T16:25:35.633+03:00,200,,0.4.4
53,on,156121,1777555538439147000,2026-04-30T16:25:38.546+03:00,200,,0.4.4
54,off,159158,1777555541476509000,2026-04-30T16:25:41.582+03:00,200,,0.4.4
55,on,162059,1777555544372566000,2026-04-30T16:25:44.457+03:00,200,,0.4.4
56,off,165127,1777555547445222000,2026-04-30T16:25:47.528+03:00,200,,0.4.4
57,on,168091,1777555550409488000,2026-04-30T16:25:50.498+03:00,200,,0.4.4
58,off,171128,1777555553444501000,2026-04-30T16:25:53.525+03:00,200,,0.4.4
59,on,174170,1777555556484963000,2026-04-30T16:25:56.584+03:00,200,,0.4.4
60,off,177335,1777555559652340000,2026-04-30T16:25:59.744+03:00,200,,0.4.4
61,on,180253,1777555562567038000,2026-04-30T16:26:02.649+03:00,200,,0.4.4
62,off,183450,1777555565768463000,2026-04-30T16:26:05.851+03:00,200,,0.4.4
63,on,186385,1777555568702269000,2026-04-30T16:26:08.785+03:00,200,,0.4.4
64,off,189478,1777555571796458000,2026-04-30T16:26:11.881+03:00,200,,0.4.4
65,on,192423,1777555574738382000,2026-04-30T16:26:14.827+03:00,200,,0.4.4
66,off,195203,1777555577517992000,2026-04-30T16:26:17.609+03:00,200,,0.4.4
67,on,197963,1777555580281431000,2026-04-30T16:26:20.362+03:00,200,,0.4.4
68,off,201079,1777555583396765000,2026-04-30T16:26:23.491+03:00,200,,0.4.4
69,on,204207,1777555586525440000,2026-04-30T16:26:26.609+03:00,200,,0.4.4
70,off,207027,1777555589345436000,2026-04-30T16:26:29.427+03:00,200,,0.4.4
71,on,209777,1777555592091799000,2026-04-30T16:26:32.177+03:00,200,,0.4.4
72,off,212920,1777555595237671000,2026-04-30T16:26:35.319+03:00,200,,0.4.4
73,on,215857,1777555598173048000,2026-04-30T16:26:38.264+03:00,200,,0.4.4
74,off,219088,1777555601406411000,2026-04-30T16:26:41.502+03:00,200,,0.4.4
75,on,222273,1777555604591389000,2026-04-30T16:26:44.674+03:00,200,,0.4.4
76,off,225123,1777555607441414000,2026-04-30T16:26:47.532+03:00,200,,0.4.4
77,on,228304,1777555610618386000,2026-04-30T16:26:50.704+03:00,200,,0.4.4
78,off,231412,1777555613730443000,2026-04-30T16:26:53.817+03:00,200,,0.4.4
79,on,234166,1777555616481354000,2026-04-30T16:26:56.564+03:00,200,,0.4.4
80,off,236919,1777555619232752000,2026-04-30T16:26:59.314+03:00,200,,0.4.4
81,on,239840,1777555622153636000,2026-04-30T16:27:02.235+03:00,200,,0.4.4
82,off,243062,1777555625377551000,2026-04-30T16:27:05.461+03:00,200,,0.4.4
83,on,246209,1777555628526383000,2026-04-30T16:27:08.608+03:00,200,,0.4.4
84,off,249294,1777555631612331000,2026-04-30T16:27:11.733+03:00,200,,0.4.4
85,on,252391,1777555634709379000,2026-04-30T16:27:14.821+03:00,200,,0.4.4
86,off,255535,1777555637849149000,2026-04-30T16:27:17.958+03:00,200,,0.4.4
87,on,258360,1777555640678382000,2026-04-30T16:27:20.761+03:00,200,,0.4.4
88,off,261438,1777555643752599000,2026-04-30T16:27:23.846+03:00,200,,0.4.4
89,on,264404,1777555646722362000,2026-04-30T16:27:26.814+03:00,200,,0.4.4
90,off,267213,1777555649531339000,2026-04-30T16:27:29.611+03:00,200,,0.4.4
91,on,270324,1777555652639521000,2026-04-30T16:27:32.721+03:00,200,,0.4.4
92,off,273140,1777555655458411000,2026-04-30T16:27:35.542+03:00,200,,0.4.4
