pi_rx_time_ns,address,name,rssi,company_id,version,node_num,exp_code,seq,t_local_us,raw_hex,pipeline_version
1777646266019706000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,1,4441012,02015733424c01000000b4c34300,0.4.6
1777646268705184000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,2,7259003,02015733424c020000007bc36e00,0.4.6
1777646271990318000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-70,4660,2,1,W3BL,3,10458003,02015733424c0300000093939f00,0.4.6
1777646281292634000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,6,19807003,02015733424c060000001b3b2e01,0.4.6
1777646284305192000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,7,22734003,02015733424c07000000b3e45a01,0.4.6
1777646287004577000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,8,25509003,02015733424c080000008b3c8501,0.4.6
1777646289707001000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,9,28267003,02015733424c09000000fb51af01,0.4.6
1777646292713129000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,10,31231003,02015733424c0a0000001b8cdc01,0.4.6
1777646295393626000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,11,33992003,02015733424c0b00000043ad0602,0.4.6
1777646298385925000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,12,36944003,02015733424c0c00000083b83302,0.4.6
1777646301386712000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,13,40034003,02015733424c0d000000d3de6202,0.4.6
1777646304383031000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,14,42844004,02015733424c0e00000064bf8d02,0.4.6
1777646306986283000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,15,45633003,02015733424c0f000000eb4db802,0.4.6
1777646310326147000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,16,48757003,02015733424c100000000bf9e702,0.4.6
1777646313284455000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,17,51805003,02015733424c110000004b7b1603,0.4.6
1777646318994924000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,19,57641003,02015733424c130000002b886f03,0.4.6
1777646322003505000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,20,60507003,02015733424c140000007b439b03,0.4.6
1777646324729527000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,21,63329003,02015733424c15000000eb52c603,0.4.6
1777646327687065000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,22,66290003,02015733424c160000005381f303,0.4.6
1777646330731451000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,23,69152003,02015733424c17000000032d1f04,0.4.6
1777646333700581000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,24,72252003,02015733424c18000000637a4e04,0.4.6
1777646336725518000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,25,75234004,02015733424c19000000d4fa7b04,0.4.6
1777646339710536000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,26,78146003,02015733424c1a000000d369a804,0.4.6
1777646342701353000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,27,81218003,02015733424c1b000000d349d704,0.4.6
1777646345433624000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,28,84079004,02015733424c1c0000009cf10205,0.4.6
1777646348280319000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,29,86925003,02015733424c1d000000cb5e2e05,0.4.6
1777646351552331000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,30,90111004,02015733424c1e0000001cfc5e05,0.4.6
1777646354277732000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,31,92925004,02015733424c1f0000004cec8905,0.4.6
1777646357525554000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,32,95888003,02015733424c200000008322b705,0.4.6
1777646360255964000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,33,98726003,02015733424c210000007370e205,0.4.6
1777646363215797000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,34,101816003,02015733424c22000000c3961106,0.4.6
1777646366226883000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,35,104832004,02015733424c23000000049c3f06,0.4.6
1777646369546344000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,36,107971004,02015733424c24000000bc816f06,0.4.6
1777646372257996000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,37,110805004,02015733424c250000000cc09a06,0.4.6
1777646375246516000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,38,113637003,02015733424c260000008bf6c506,0.4.6
1777646377923152000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,39,116526004,02015733424c27000000b40bf206,0.4.6
1777646381217049000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,40,119728003,02015733424c2800000083e72207,0.4.6
1777646384280343000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,41,122654004,02015733424c29000000348d4f07,0.4.6
1777646386942737000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,42,125455004,02015733424c2a0000009c4a7a07,0.4.6
1777646389941715000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,43,128505003,02015733424c2b000000abd4a807,0.4.6
1777646392947299000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,44,131547003,02015733424c2c0000007b3fd707,0.4.6
1777646396549463000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,45,134756003,02015733424c2d000000a3360808,0.4.6
1777646399232735000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,46,137738003,02015733424c2e00000013b73508,0.4.6
1777646402528841000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,47,140959004,02015733424c2f0000001cdd6608,0.4.6
1777646405213382000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,48,143861003,02015733424c300000000b259308,0.4.6
1777646408239236000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,49,146708004,02015733424c310000002496be08,0.4.6
1777646410943277000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,50,149464003,02015733424c32000000c3a3e808,0.4.6
1777646413945751000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,51,152325004,02015733424c330000008c4b1409,0.4.6
1777646416923468000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,52,155394004,02015733424c34000000d41f4309,0.4.6
1777646419915537000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,53,158427003,02015733424c350000007b677109,0.4.6
