type,seq,exp,trigger,t_local_us,wifi_rssi
event,1,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,2000050,-46
event,2,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,4000049,-56
event,3,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,6000036,-56
event,4,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,8000082,-52
event,5,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,10000014,-55
event,6,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,12000065,-44
event,7,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,14000050,-49
event,8,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,16000014,-49
event,9,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,18000060,-49
event,10,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,20000024,-49
event,11,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,22000058,-35
event,12,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,24000085,-30
event,13,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,26000024,-30
event,14,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,28000014,-30
event,15,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,30000024,-36
event,16,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,32000086,-30
event,17,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,34000049,-30
event,18,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,36000024,-30
event,19,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,38000095,-30
event,20,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,40000014,-30
event,21,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,42000036,-30
event,22,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,44000095,-30
event,23,W2_wifi_periodic_2s_quiet_telemetry_v2,periodic,46000085,-30
