command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777807193681992000,2026-05-03T14:19:53.748+03:00,200,,0.4.7
2,off,3097,1777807196788738000,2026-05-03T14:19:56.873+03:00,200,,0.4.7
3,on,6209,1777807199897549000,2026-05-03T14:19:59.984+03:00,200,,0.4.7
4,off,9420,1777807203110959000,2026-05-03T14:20:03.191+03:00,200,,0.4.7
5,on,12215,1777807205907025000,2026-05-03T14:20:06.005+03:00,200,,0.4.7
6,off,15207,1777807208899011000,2026-05-03T14:20:08.983+03:00,200,,0.4.7
7,on,18358,1777807212047507000,2026-05-03T14:20:12.134+03:00,200,,0.4.7
8,off,21318,1777807215007815000,2026-05-03T14:20:15.092+03:00,200,,0.4.7
9,on,24231,1777807217921709000,2026-05-03T14:20:17.997+03:00,200,,0.4.7
10,off,27408,1777807221094382000,2026-05-03T14:20:21.178+03:00,200,,0.4.7
11,on,30598,1777807224286753000,2026-05-03T14:20:24.375+03:00,200,,0.4.7
12,off,33698,1777807227388579000,2026-05-03T14:20:27.489+03:00,200,,0.4.7
13,on,36615,1777807230303243000,2026-05-03T14:20:30.398+03:00,200,,0.4.7
14,off,39569,1777807233256221000,2026-05-03T14:20:33.334+03:00,200,,0.4.7
15,on,42763,1777807236454913000,2026-05-03T14:20:36.539+03:00,200,,0.4.7
16,off,45777,1777807239464079000,2026-05-03T14:20:39.561+03:00,200,,0.4.7
17,on,48921,1777807242612896000,2026-05-03T14:20:42.697+03:00,200,,0.4.7
18,off,51856,1777807245542928000,2026-05-03T14:20:45.639+03:00,200,,0.4.7
19,on,54817,1777807248506230000,2026-05-03T14:20:48.599+03:00,200,,0.4.7
20,off,57892,1777807251576788000,2026-05-03T14:20:51.703+03:00,200,,0.4.7
21,on,60868,1777807254553945000,2026-05-03T14:20:54.633+03:00,200,,0.4.7
22,off,63680,1777807257367599000,2026-05-03T14:20:57.447+03:00,200,,0.4.7
23,on,66524,1777807260206122000,2026-05-03T14:21:00.299+03:00,200,,0.4.7
24,off,69527,1777807263218865000,2026-05-03T14:21:03.292+03:00,200,,0.4.7
