command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777812063011079000,2026-05-03T15:41:03.083+03:00,200,,0.4.7
2,off,3177,1777812066193102000,2026-05-03T15:41:06.262+03:00,200,,0.4.7
3,on,6231,1777812069242668000,2026-05-03T15:41:09.333+03:00,200,,0.4.7
4,off,8987,1777812072003107000,2026-05-03T15:41:12.083+03:00,200,,0.4.7
5,on,11969,1777812074982713000,2026-05-03T15:41:15.064+03:00,200,,0.4.7
6,off,14873,1777812077885134000,2026-05-03T15:41:17.973+03:00,200,,0.4.7
7,on,17973,1777812080989070000,2026-05-03T15:41:21.085+03:00,200,,0.4.7
8,off,21017,1777812084029704000,2026-05-03T15:41:24.144+03:00,200,,0.4.7
9,on,24169,1777812087181925000,2026-05-03T15:41:27.263+03:00,200,,0.4.7
10,off,26949,1777812089961103000,2026-05-03T15:41:30.040+03:00,200,,0.4.7
11,on,29959,1777812092974519000,2026-05-03T15:41:33.051+03:00,200,,0.4.7
12,off,32808,1777812095823076000,2026-05-03T15:41:35.901+03:00,200,,0.4.7
13,on,35583,1777812098595648000,2026-05-03T15:41:38.684+03:00,200,,0.4.7
14,off,38681,1777812101697001000,2026-05-03T15:41:41.778+03:00,200,,0.4.7
15,on,41509,1777812104525008000,2026-05-03T15:41:44.606+03:00,200,,0.4.7
16,off,44527,1777812107540188000,2026-05-03T15:41:47.625+03:00,200,,0.4.7
17,on,47280,1777812110292853000,2026-05-03T15:41:50.372+03:00,200,,0.4.7
18,off,50308,1777812113322401000,2026-05-03T15:41:53.395+03:00,200,,0.4.7
19,on,53253,1777812116267223000,2026-05-03T15:41:56.354+03:00,200,,0.4.7
20,off,56317,1777812119332502000,2026-05-03T15:41:59.422+03:00,200,,0.4.7
21,on,59270,1777812122285758000,2026-05-03T15:42:02.379+03:00,200,,0.4.7
22,off,62310,1777812125323782000,2026-05-03T15:42:05.411+03:00,200,,0.4.7
23,on,65065,1777812128080919000,2026-05-03T15:42:08.176+03:00,200,,0.4.7
24,off,67844,1777812130858958000,2026-05-03T15:42:10.959+03:00,200,,0.4.7
25,on,70975,1777812133990156000,2026-05-03T15:42:14.072+03:00,200,,0.4.7
26,off,73891,1777812136904861000,2026-05-03T15:42:16.993+03:00,200,,0.4.7
27,on,77122,1777812140135331000,2026-05-03T15:42:20.212+03:00,200,,0.4.7
28,off,80051,1777812143065590000,2026-05-03T15:42:23.166+03:00,200,,0.4.7
29,on,83249,1777812146264854000,2026-05-03T15:42:26.341+03:00,200,,0.4.7
30,off,86051,1777812149063460000,2026-05-03T15:42:29.154+03:00,200,,0.4.7
31,on,88956,1777812151971757000,2026-05-03T15:42:32.049+03:00,200,,0.4.7
32,off,91978,1777812154993825000,2026-05-03T15:42:35.087+03:00,200,,0.4.7
33,on,94815,1777812157830072000,2026-05-03T15:42:37.912+03:00,200,,0.4.7
34,off,97610,1777812160621678000,2026-05-03T15:42:40.702+03:00,200,,0.4.7
35,on,100612,1777812163627827000,2026-05-03T15:42:43.741+03:00,200,,0.4.7
36,off,103639,1777812166651570000,2026-05-03T15:42:46.755+03:00,200,,0.4.7
37,on,106647,1777812169662787000,2026-05-03T15:42:49.779+03:00,200,,0.4.7
38,off,109796,1777812172808254000,2026-05-03T15:42:52.885+03:00,200,,0.4.7
39,on,113038,1777812176051679000,2026-05-03T15:42:56.142+03:00,200,,0.4.7
40,off,116250,1777812179265736000,2026-05-03T15:42:59.354+03:00,200,,0.4.7
41,on,119223,1777812182241274000,2026-05-03T15:43:07.454+03:00,200,,0.4.7
42,off,122123,1777812187454969000,2026-05-03T15:43:07.535+03:00,200,,0.4.7
43,on,125149,1777812188164190000,2026-05-03T15:43:08.241+03:00,200,,0.4.7
44,off,128164,1777812191175030000,2026-05-03T15:43:11.268+03:00,200,,0.4.7
45,on,130952,1777812193964596000,2026-05-03T15:43:14.039+03:00,200,,0.4.7
46,off,133790,1777812196808036000,2026-05-03T15:43:16.887+03:00,200,,0.4.7
47,on,136813,1777812199831301000,2026-05-03T15:43:19.923+03:00,200,,0.4.7
48,off,139728,1777812202746528000,2026-05-03T15:43:22.824+03:00,200,,0.4.7
49,on,142546,1777812205566642000,2026-05-03T15:43:25.652+03:00,200,,0.4.7
50,off,145767,1777812208780654000,2026-05-03T15:43:28.856+03:00,200,,0.4.7
51,on,148624,1777812211637239000,2026-05-03T15:43:31.714+03:00,200,,0.4.7
