pi_rx_time_ns,topic,type,node,protocol,exp,seq,trigger,t_local_us,wifi_rssi,rtt_us,old_state,new_state,ha_time,event_id,ha_context_id,mqtt_retain,pipeline_version,pi_time_s,ha_time_s,raw_delay_ms,norm_delay_ms
1774942728608295000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:38:48.627147+03:00,01KN1D9CBQCHRYV2GMBT0Q3TKC,01KN1D9CBQCHRYV2GMBT0Q3TKC,0,0.1.1,1774942728.608295,1774942728.627147,-18.85199546813965,12.045145034790039
1774942731900099000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:38:51.931252+03:00,01KN1D9FJWEJG6B1A4NB56KG92,01KN1D9FJWEJG6B1A4NB56KG92,0,0.1.1,1774942731.900099,1774942731.931252,-31.152963638305664,-0.25582313537597656
1774942735261418000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:38:55.281768+03:00,01KN1D9JVGDBBYR3GXGF98KTG0,01KN1D9JVGDBBYR3GXGF98KTG0,0,0.1.1,1774942735.2614179,1774942735.281768,-20.350217819213867,10.54692268371582
1774942737884626000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:38:57.916499+03:00,01KN1D9NDYG5TZC34M4ZSBKERX,01KN1D9NDYG5TZC34M4ZSBKERX,0,0.1.1,1774942737.884626,1774942737.916499,-31.872987747192383,-0.9758472442626953
1774942741055868000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:39:01.087456+03:00,01KN1D9RH0JNH9W6KKC9XMXB4S,01KN1D9RH0JNH9W6KKC9XMXB4S,0,0.1.1,1774942741.055868,1774942741.087456,-31.588077545166016,-0.6909370422363281
1774942744289454000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:39:04.321462+03:00,01KN1D9VP2TGXGPBQGHY2JCJE1,01KN1D9VP2TGXGPBQGHY2JCJE1,0,0.1.1,1774942744.289454,1774942744.321462,-32.00793266296387,-1.1107921600341797
1774942747796432000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:39:07.827850+03:00,01KN1D9Z3P9M6HG6979KRE6F0V,01KN1D9Z3P9M6HG6979KRE6F0V,0,0.1.1,1774942747.7964318,1774942747.82785,-31.418323516845703,-0.5211830139160156
1774942751373845000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:39:11.405664+03:00,01KN1DA2KF3DR9RR6M8QHGTK0X,01KN1DA2KF3DR9RR6M8QHGTK0X,0,0.1.1,1774942751.373845,1774942751.405664,-31.818866729736328,-0.9217262268066406
1774942754930392000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:39:14.952529+03:00,01KN1DA62BTG4PG51S544MAH0V,01KN1DA62BTG4PG51S544MAH0V,0,0.1.1,1774942754.930392,1774942754.952529,-22.136926651000977,8.760213851928711
1774942758315249000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:39:18.347416+03:00,01KN1DA9CAJHV62S9184N29QQ4,01KN1DA9CAJHV62S9184N29QQ4,0,0.1.1,1774942758.315249,1774942758.347416,-32.16695785522461,-1.2698173522949219
1774942761426299000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:39:21.457278+03:00,01KN1DACDFM0GASWHZFRB1TDDR,01KN1DACDFM0GASWHZFRB1TDDR,0,0.1.1,1774942761.4262989,1774942761.457278,-30.979156494140625,-0.0820159912109375
1774942764625944000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:39:24.655368+03:00,01KN1DAFHF95P8BKYWKKJ7X7JV,01KN1DAFHF95P8BKYWKKJ7X7JV,0,0.1.1,1774942764.6259441,1774942764.655368,-29.423952102661133,1.4731884002685547
1774942768759287000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:39:28.782548+03:00,01KN1DAKJETYK9V9CD5RCMGZW3,01KN1DAKJETYK9V9CD5RCMGZW3,0,0.1.1,1774942768.759287,1774942768.782548,-23.260831832885742,7.636308670043945
1774942773938938000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:39:33.971328+03:00,01KN1DARMK1H3YXNQXGWX3A67S,01KN1DARMK1H3YXNQXGWX3A67S,0,0.1.1,1774942773.9389381,1774942773.971328,-32.38987922668457,-1.4927387237548828
1774942778630706000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:39:38.662844+03:00,01KN1DAX77MAYE7869XSDJJZSY,01KN1DAX77MAYE7869XSDJJZSY,0,0.1.1,1774942778.6307058,1774942778.662844,-32.13810920715332,-1.2409687042236328
1774942782758630000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:39:42.790759+03:00,01KN1DB1883PBEEQV48TMMAATR,01KN1DB1883PBEEQV48TMMAATR,0,0.1.1,1774942782.7586298,1774942782.790759,-32.12928771972656,-1.232147216796875
1774942786232671000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:39:46.264801+03:00,01KN1DB4MT2433ZK1J80F8PCWG,01KN1DB4MT2433ZK1J80F8PCWG,0,0.1.1,1774942786.232671,1774942786.264801,-32.13000297546387,-1.2328624725341797
1774942789368543000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:39:49.391788+03:00,01KN1DB7PGR0CGBQ2AT8B7M1SA,01KN1DB7PGR0CGBQ2AT8B7M1SA,0,0.1.1,1774942789.368543,1774942789.391788,-23.24509620666504,7.652044296264648
1774942793062203000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:39:53.084049+03:00,01KN1DBB9XX91SNN632SQS9SEV,01KN1DBB9XX91SNN632SQS9SEV,0,0.1.1,1774942793.062203,1774942793.084049,-21.84605598449707,9.051084518432617
1774942796401505000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:39:56.433726+03:00,01KN1DBEJJVF8NNV0XR7WZD7RM,01KN1DBEJJVF8NNV0XR7WZD7RM,0,0.1.1,1774942796.401505,1774942796.433726,-32.221078872680664,-1.3239383697509766
1774942799756292000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:39:59.777484+03:00,01KN1DBHTQV4MCHB6JHXTWKZXW,01KN1DBHTQV4MCHB6JHXTWKZXW,0,0.1.1,1774942799.756292,1774942799.777484,-21.191835403442383,9.705305099487305
1774942803132445000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:40:03.164407+03:00,01KN1DBN4ZBGKGXQE1JEASP3R6,01KN1DBN4ZBGKGXQE1JEASP3R6,0,0.1.1,1774942803.1324449,1774942803.164407,-31.962156295776367,-1.0650157928466797
1774942805999000000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:40:06.031206+03:00,01KN1DBQYJEV8MEKVR33P0PH1Q,01KN1DBQYJEV8MEKVR33P0PH1Q,0,0.1.1,1774942805.999,1774942806.031206,-32.205820083618164,-1.3086795806884766
1774942809223064000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:40:09.249692+03:00,01KN1DBV32XEJNN2BEA29MXD8E,01KN1DBV32XEJNN2BEA29MXD8E,0,0.1.1,1774942809.223064,1774942809.249692,-26.62801742553711,4.269123077392578
1774942812081679000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:40:12.114095+03:00,01KN1DBXWNAQ4PDXP0S2W8BT9M,01KN1DBXWNAQ4PDXP0S2W8BT9M,0,0.1.1,1774942812.081679,1774942812.114095,-32.41586685180664,-1.5187263488769531
1774942814933291000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:40:14.949329+03:00,01KN1DC0N88KGMZ8MKH4T27T7A,01KN1DC0N88KGMZ8MKH4T27T7A,0,0.1.1,1774942814.933291,1774942814.949329,-16.037940979003906,14.859199523925781
1774942818027536000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:40:18.059016+03:00,01KN1DC3NE444KA4DVS25YGMP0,01KN1DC3NE444KA4DVS25YGMP0,0,0.1.1,1774942818.027536,1774942818.059016,-31.480073928833008,-0.5829334259033203
1774942820931053000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:40:20.962805+03:00,01KN1DC6H7M5Z53WA9MVHDG7EM,01KN1DC6H7M5Z53WA9MVHDG7EM,0,0.1.1,1774942820.9310532,1774942820.962805,-31.75187110900879,-0.8547306060791016
1774942824018998000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:40:24.038892+03:00,01KN1DC9H9NFHCZDXVG14AG7AX,01KN1DC9H9NFHCZDXVG14AG7AX,0,0.1.1,1774942824.018998,1774942824.038892,-19.894123077392578,11.00301742553711
1774942826948367000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:40:26.975866+03:00,01KN1DCCD2M0GBRNR1XRQ4D1RJ,01KN1DCCD2M0GBRNR1XRQ4D1RJ,0,0.1.1,1774942826.948367,1774942826.975866,-27.498960494995117,3.3981800079345703
1774942829634911000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:40:29.666882+03:00,01KN1DCF13ER1ZEX4G4D6YVHWV,01KN1DCF13ER1ZEX4G4D6YVHWV,0,0.1.1,1774942829.634911,1774942829.666882,-31.970977783203125,-1.0738372802734375
1774942832259709000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:40:32.289597+03:00,01KN1DCHK4SZYM9N57ZM5SVQCX,01KN1DCHK4SZYM9N57ZM5SVQCX,0,0.1.1,1774942832.259709,1774942832.289597,-29.888153076171875,1.0089874267578125
1774942835829633000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:40:35.862152+03:00,01KN1DCN2QQK7YSY2X6EFF04KC,01KN1DCN2QQK7YSY2X6EFF04KC,0,0.1.1,1774942835.829633,1774942835.862152,-32.51910209655762,-1.6219615936279297
1774942838595156000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:40:38.625115+03:00,01KN1DCQS4QQYK2MJPNYVJNY3S,01KN1DCQS4QQYK2MJPNYVJNY3S,0,0.1.1,1774942838.595156,1774942838.625115,-29.95896339416504,0.9381771087646484
1774942881778038000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:41:21.809648+03:00,01KN1DE1YNT54VPX4970QWMZ31,01KN1DE1YNT54VPX4970QWMZ31,0,0.1.1,1774942881.778038,1774942881.809648,-31.61001205444336,-0.7128715515136719
1774942884901727000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:41:24.920992+03:00,01KN1DE4YSKWMZE7Z33V9VNA7T,01KN1DE4YSKWMZE7Z33V9VNA7T,0,0.1.1,1774942884.901727,1774942884.920992,-19.264936447143555,11.632204055786133
1774942887762434000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:41:27.791853+03:00,01KN1DE7SM5QCKFWJVGNM93WTC,01KN1DE7SM5QCKFWJVGNM93WTC,0,0.1.1,1774942887.762434,1774942887.791853,-29.4189453125,1.4781951904296875
1774942890338583000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:41:30.370715+03:00,01KN1DEAA38CG8AQ1YDKH6NF0Q,01KN1DEAA38CG8AQ1YDKH6NF0Q,0,0.1.1,1774942890.338583,1774942890.370715,-32.13191032409668,-1.2347698211669922
1774942893519108000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:41:33.539028+03:00,01KN1DED8W7RW0VY18R42NE8P8,01KN1DED8W7RW0VY18R42NE8P8,0,0.1.1,1774942893.519108,1774942893.539028,-19.919872283935547,10.97726821899414
1774942896403520000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:41:36.435742+03:00,01KN1DEG7NKFRMQ82XZTFGQXPR,01KN1DEG7NKFRMQ82XZTFGQXPR,0,0.1.1,1774942896.40352,1774942896.435742,-32.22179412841797,-1.3246536254882812
1774942899361967000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:41:39.394417+03:00,01KN1DEK44Y2G8GR4VP5A8TTMW,01KN1DEK44Y2G8GR4VP5A8TTMW,0,0.1.1,1774942899.361967,1774942899.394417,-32.449960708618164,-1.5528202056884766
1774942902560668000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:41:42.592880+03:00,01KN1DEP83ZGKP38ZKP4CG2X77,01KN1DEP83ZGKP38ZKP4CG2X77,0,0.1.1,1774942902.560668,1774942902.59288,-32.212018966674805,-1.3148784637451172
1774942905481879000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:41:45.514010+03:00,01KN1DES3DB5M0GBN8TQM0A36Z,01KN1DES3DB5M0GBN8TQM0A36Z,0,0.1.1,1774942905.481879,1774942905.51401,-32.13095664978027,-1.233816146850586
1774942908241722000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:41:48.270455+03:00,01KN1DEVSK9P0V3H1QYVV8BN7J,01KN1DEVSK9P0V3H1QYVV8BN7J,0,0.1.1,1774942908.241722,1774942908.270455,-28.732776641845703,2.1643638610839844
1774942911126337000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:41:51.158250+03:00,01KN1DEYKP2YSCKPVQRXCXDEB9,01KN1DEYKP2YSCKPVQRXCXDEB9,0,0.1.1,1774942911.126337,1774942911.15825,-31.913042068481445,-1.0159015655517578
1774942913759768000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:41:53.791528+03:00,01KN1DF1610YRAX8G9PTWP9CC6,01KN1DF1610YRAX8G9PTWP9CC6,0,0.1.1,1774942913.759768,1774942913.791528,-31.759977340698242,-0.8628368377685547
1774942916249025000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:41:56.281039+03:00,01KN1DF3KV5GNCV7YAAC64EPPK,01KN1DF3KV5GNCV7YAAC64EPPK,0,0.1.1,1774942916.249025,1774942916.281039,-32.013893127441406,-1.1167526245117188
1774942918726494000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:41:58.755754+03:00,01KN1DF615FQC7E8C0KD321QJ9,01KN1DF615FQC7E8C0KD321QJ9,0,0.1.1,1774942918.7264938,1774942918.755754,-29.26015853881836,1.6369819641113281
1774942921190408000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:42:01.222787+03:00,01KN1DF8E8ZN1AAZZ3W7QFBKAE,01KN1DF8E8ZN1AAZZ3W7QFBKAE,0,0.1.1,1774942921.190408,1774942921.222787,-32.3789119720459,-1.481771469116211
1774942923895010000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:42:03.927206+03:00,01KN1DFB2SS8GMB9CMBSFH6ZKV,01KN1DFB2SS8GMB9CMBSFH6ZKV,0,0.1.1,1774942923.89501,1774942923.927206,-32.196044921875,-1.2989044189453125
1774942926769593000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:42:06.801884+03:00,01KN1DFDWMC9289H75S9FHAW9Z,01KN1DFDWMC9289H75S9FHAW9Z,0,0.1.1,1774942926.769593,1774942926.801884,-32.29093551635742,-1.3937950134277344
1774942929538640000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:42:09.570805+03:00,01KN1DFGK48Q5MFCYY8G877HDC,01KN1DFGK48Q5MFCYY8G877HDC,0,0.1.1,1774942929.5386398,1774942929.570805,-32.1652889251709,-1.268148422241211
1774942931998052000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:42:12.030065+03:00,01KN1DFJZXXN71E24JWAPGFQRS,01KN1DFJZXXN71E24JWAPGFQRS,0,0.1.1,1774942931.9980521,1774942932.030065,-32.012939453125,-1.1157989501953125
1774942934428585000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:42:14.450616+03:00,01KN1DFNBD3080VR94TK56Z828,01KN1DFNBD3080VR94TK56Z828,0,0.1.1,1774942934.428585,1774942934.450616,-22.03083038330078,8.866310119628906
1774942937173209000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,on,off,2026-03-31T10:42:17.205168+03:00,01KN1DFR1MGVY3G7WBBC2NCBC9,01KN1DFR1MGVY3G7WBBC2NCBC9,0,0.1.1,1774942937.1732092,1774942937.205168,-31.958818435668945,-1.0616779327392578
1774942940078961000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v3,0,state_changed,0,,,off,on,2026-03-31T10:42:20.111374+03:00,01KN1DFTWHB0E8P6MYKNJBSREP,01KN1DFTWHB0E8P6MYKNJBSREP,0,0.1.1,1774942940.078961,1774942940.111374,-32.41300582885742,-1.5158653259277344
