type,seq,exp,trigger,t_local_us,wifi_rssi
event,1,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3035991987,-36
event,2,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3045980798,-34
event,3,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3055980837,-34
event,4,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3065980422,-36
event,5,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3075980733,-39
event,6,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3085980763,-39
event,7,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3095980561,-34
event,8,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3105980799,-38
event,9,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3115980789,-37
event,10,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3125980830,-37
event,11,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3135980763,-36
event,12,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3145980332,-38
event,13,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3155980781,-40
event,14,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3165980757,-39
event,15,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3175980742,-38
event,16,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3185980808,-39
event,17,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3195980782,-33
event,18,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3205980789,-38
event,19,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3215980793,-40
event,20,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3225980762,-32
event,21,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3235980831,-35
event,22,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3245980826,-31
event,23,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3255980806,-39
event,24,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3265980793,-36
event,25,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3275980761,-35
event,26,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3285980813,-34
event,27,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3295980833,-36
event,28,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3305980840,-35
event,29,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3315980773,-37
event,30,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3325980846,-37
event,31,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3335980421,-36
event,32,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3345980347,-39
event,33,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3355980758,-38
event,34,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3365980795,-34
event,35,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3375980846,-34
event,36,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3385980383,-35
event,37,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3395980788,-35
event,38,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3405980811,-38
event,39,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3415980818,-37
event,40,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3425980789,-38
event,41,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3435980336,-39
event,42,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3445980784,-35
event,43,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3455980812,-37
event,44,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3465980739,-33
event,45,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3475980807,-36
event,46,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3485980760,-34
event,47,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3495980760,-33
event,48,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3505980760,-36
event,49,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3515980800,-33
event,50,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3525980775,-39
event,51,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3535980753,-35
event,52,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3545980790,-35
event,53,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3555980771,-37
event,54,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3565980796,-36
event,55,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3575980332,-35
event,56,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3585980791,-34
event,57,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3595980819,-35
event,58,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3605980779,-33
event,59,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3615980801,-38
event,60,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3625980839,-36
event,61,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3635980808,-36
event,62,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3645980778,-33
event,63,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3655980790,-35
event,64,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3665980822,-38
event,65,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3675980765,-35
event,66,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3685980781,-36
event,67,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3695980773,-35
event,68,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3705980753,-40
event,69,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3715980801,-36
event,70,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3725980797,-33
event,71,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3735980791,-38
event,72,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3745980767,-37
event,73,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3755980764,-40
event,74,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3765980415,-35
event,75,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3775980742,-38
event,76,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3785980822,-39
event,77,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3795980745,-39
event,78,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3805980735,-35
event,79,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3815980399,-34
event,80,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3825980802,-38
event,81,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3835980782,-38
event,82,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3845980747,-39
event,83,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3855980767,-35
event,84,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3865980778,-39
event,85,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3875980777,-38
event,86,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3885980786,-39
event,87,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3895980802,-34
event,88,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3905980815,-35
event,89,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3915980775,-35
event,90,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3925980758,-38
event,91,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3935980743,-36
event,92,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3945980747,-36
event,93,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3955980754,-35
event,94,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3965980803,-33
event,95,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3975980789,-40
event,96,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3985980738,-34
event,97,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,3995980814,-35
event,98,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,4005980410,-36
event,99,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,4015980770,-34
event,100,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,4025980808,-33
event,101,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,4035980762,-39
event,102,W2_wifi_periodic_10s_quiet_ctrl_v2_rep16,periodic,4045980772,-33
