command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777807923636848000,2026-05-03T14:32:03.726+03:00,200,,0.4.7
2,off,3097,1777807926738882000,2026-05-03T14:32:06.829+03:00,200,,0.4.7
3,on,6209,1777807929850876000,2026-05-03T14:32:09.928+03:00,200,,0.4.7
4,off,9420,1777807933058764000,2026-05-03T14:32:13.137+03:00,200,,0.4.7
5,on,12215,1777807935854716000,2026-05-03T14:32:15.930+03:00,200,,0.4.7
6,off,15207,1777807938848873000,2026-05-03T14:32:18.931+03:00,200,,0.4.7
7,on,18358,1777807941997925000,2026-05-03T14:32:22.072+03:00,200,,0.4.7
8,off,21318,1777807944959449000,2026-05-03T14:32:25.046+03:00,200,,0.4.7
9,on,24231,1777807947872565000,2026-05-03T14:32:27.949+03:00,200,,0.4.7
10,off,27408,1777807951049819000,2026-05-03T14:32:31.144+03:00,200,,0.4.7
11,on,30598,1777807954235922000,2026-05-03T14:32:34.332+03:00,200,,0.4.7
12,off,33698,1777807957339018000,2026-05-03T14:32:37.436+03:00,200,,0.4.7
13,on,36615,1777807960256207000,2026-05-03T14:32:40.349+03:00,200,,0.4.7
14,off,39569,1777807963209755000,2026-05-03T14:32:43.305+03:00,200,,0.4.7
15,on,42763,1777807966404770000,2026-05-03T14:32:46.483+03:00,200,,0.4.7
16,off,45777,1777807969415369000,2026-05-03T14:32:49.555+03:00,200,,0.4.7
17,on,48921,1777807972562111000,2026-05-03T14:32:52.661+03:00,200,,0.4.7
18,off,51856,1777807975496813000,2026-05-03T14:32:55.582+03:00,200,,0.4.7
19,on,54817,1777807978458746000,2026-05-03T14:32:58.540+03:00,200,,0.4.7
20,off,57892,1777807981533741000,2026-05-03T14:33:01.650+03:00,200,,0.4.7
21,on,60868,1777807984505587000,2026-05-03T14:33:04.576+03:00,200,,0.4.7
22,off,63680,1777807987318504000,2026-05-03T14:33:07.394+03:00,200,,0.4.7
23,on,66524,1777807990165736000,2026-05-03T14:33:10.257+03:00,200,,0.4.7
24,off,69527,1777807993164905000,2026-05-03T14:33:13.249+03:00,200,,0.4.7
25,on,72452,1777807996092566000,2026-05-03T14:33:16.186+03:00,200,,0.4.7
26,off,75669,1777807999308888000,2026-05-03T14:33:19.389+03:00,200,,0.4.7
27,on,78913,1777808002553257000,2026-05-03T14:33:22.645+03:00,200,,0.4.7
28,off,82031,1777808005672671000,2026-05-03T14:33:25.750+03:00,200,,0.4.7
29,on,84905,1777808008542450000,2026-05-03T14:33:28.623+03:00,200,,0.4.7
30,off,87703,1777808011340338000,2026-05-03T14:33:31.425+03:00,200,,0.4.7
31,on,90668,1777808014309675000,2026-05-03T14:33:34.384+03:00,200,,0.4.7
32,off,93850,1777808017488723000,2026-05-03T14:33:37.580+03:00,200,,0.4.7
33,on,96664,1777808020304977000,2026-05-03T14:33:40.394+03:00,200,,0.4.7
34,off,99808,1777808023445610000,2026-05-03T14:33:43.531+03:00,200,,0.4.7
35,on,103044,1777808026685624000,2026-05-03T14:33:46.761+03:00,200,,0.4.7
36,off,106268,1777808029909070000,2026-05-03T14:33:49.996+03:00,200,,0.4.7
37,on,109413,1777808033050794000,2026-05-03T14:33:53.132+03:00,200,,0.4.7
38,off,112605,1777808036245080000,2026-05-03T14:33:56.322+03:00,200,,0.4.7
39,on,115699,1777808039339186000,2026-05-03T14:33:59.428+03:00,200,,0.4.7
40,off,118460,1777808042096923000,2026-05-03T14:34:02.173+03:00,200,,0.4.7
41,on,121278,1777808044919610000,2026-05-03T14:34:04.999+03:00,200,,0.4.7
42,off,124215,1777808047854312000,2026-05-03T14:34:07.935+03:00,200,,0.4.7
43,on,127166,1777808050806162000,2026-05-03T14:34:10.896+03:00,200,,0.4.7
44,off,130134,1777808053772986000,2026-05-03T14:34:13.853+03:00,200,,0.4.7
45,on,133070,1777808056716571000,2026-05-03T14:34:16.789+03:00,200,,0.4.7
46,off,136093,1777808059738099000,2026-05-03T14:34:19.833+03:00,200,,0.4.7
47,on,139263,1777808062901704000,2026-05-03T14:34:22.986+03:00,200,,0.4.7
48,off,142257,1777808065897852000,2026-05-03T14:34:25.986+03:00,200,,0.4.7
49,on,145507,1777808069150981000,2026-05-03T14:34:29.239+03:00,200,,0.4.7
50,off,148393,1777808072039509000,2026-05-03T14:34:32.129+03:00,200,,0.4.7
51,on,151611,1777808075250797000,2026-05-03T14:34:35.328+03:00,200,,0.4.7
52,off,154603,1777808078243914000,2026-05-03T14:34:38.337+03:00,200,,0.4.7
53,on,157502,1777808081146317000,2026-05-03T14:34:41.233+03:00,200,,0.4.7
54,off,160272,1777808083918046000,2026-05-03T14:34:43.994+03:00,200,,0.4.7
55,on,163212,1777808086856825000,2026-05-03T14:34:46.946+03:00,200,,0.4.7
56,off,166295,1777808089941441000,2026-05-03T14:34:50.058+03:00,200,,0.4.7
57,on,169240,1777808092879890000,2026-05-03T14:34:52.961+03:00,200,,0.4.7
58,off,172490,1777808096129951000,2026-05-03T14:34:56.225+03:00,200,,0.4.7
59,on,175299,1777808098938860000,2026-05-03T14:34:59.032+03:00,200,,0.4.7
60,off,178392,1777808102028739000,2026-05-03T14:35:02.118+03:00,200,,0.4.7
61,on,181315,1777808104955904000,2026-05-03T14:35:05.049+03:00,200,,0.4.7
62,off,184127,1777808107765084000,2026-05-03T14:35:07.847+03:00,200,,0.4.7
63,on,186925,1777808110566463000,2026-05-03T14:35:10.646+03:00,200,,0.4.7
64,off,190084,1777808113724943000,2026-05-03T14:35:13.825+03:00,200,,0.4.7
65,on,193153,1777808116794882000,2026-05-03T14:35:16.883+03:00,200,,0.4.7
66,off,196024,1777808119664250000,2026-05-03T14:35:19.743+03:00,200,,0.4.7
67,on,198829,1777808122473534000,2026-05-03T14:35:22.559+03:00,200,,0.4.7
68,off,201698,1777808125343423000,2026-05-03T14:35:25.436+03:00,200,,0.4.7
69,on,204480,1777808128116515000,2026-05-03T14:35:28.207+03:00,200,,0.4.7
70,off,207302,1777808130943354000,2026-05-03T14:35:31.035+03:00,200,,0.4.7
71,on,210468,1777808134113075000,2026-05-03T14:35:34.189+03:00,200,,0.4.7
72,off,213496,1777808137135964000,2026-05-03T14:35:37.233+03:00,200,,0.4.7
73,on,216251,1777808139895006000,2026-05-03T14:35:39.982+03:00,200,,0.4.7
74,off,219399,1777808143044977000,2026-05-03T14:35:43.135+03:00,200,,0.4.7
75,on,222433,1777808146072439000,2026-05-03T14:35:46.171+03:00,200,,0.4.7
76,off,225631,1777808149268017000,2026-05-03T14:35:49.342+03:00,200,,0.4.7
77,on,228458,1777808152104295000,2026-05-03T14:35:52.188+03:00,200,,0.4.7
78,off,231652,1777808155296179000,2026-05-03T14:35:55.377+03:00,200,,0.4.7
79,on,234539,1777808158185314000,2026-05-03T14:35:58.275+03:00,200,,0.4.7
80,off,237380,1777808161024113000,2026-05-03T14:36:01.099+03:00,200,,0.4.7
81,on,240162,1777808163800267000,2026-05-03T14:36:03.886+03:00,200,,0.4.7
82,off,243250,1777808166888994000,2026-05-03T14:36:06.985+03:00,200,,0.4.7
83,on,246302,1777808169944610000,2026-05-03T14:36:10.040+03:00,200,,0.4.7
84,off,249230,1777808172872325000,2026-05-03T14:36:12.962+03:00,200,,0.4.7
85,on,252310,1777808175954531000,2026-05-03T14:36:16.049+03:00,200,,0.4.7
86,off,255108,1777808178750276000,2026-05-03T14:36:18.827+03:00,200,,0.4.7
87,on,258344,1777808181988256000,2026-05-03T14:36:22.071+03:00,200,,0.4.7
88,off,261353,1777808184994227000,2026-05-03T14:36:25.069+03:00,200,,0.4.7
89,on,264353,1777808187990042000,2026-05-03T14:36:28.068+03:00,200,,0.4.7
90,off,267279,1777808190924077000,2026-05-03T14:36:31.016+03:00,200,,0.4.7
91,on,270215,1777808193854556000,2026-05-03T14:36:33.943+03:00,200,,0.4.7
92,off,273014,1777808196656503000,2026-05-03T14:36:36.742+03:00,200,,0.4.7
93,on,275916,1777808199555553000,2026-05-03T14:36:39.642+03:00,200,,0.4.7
94,off,278981,1777808202622901000,2026-05-03T14:36:42.745+03:00,200,,0.4.7
95,on,282087,1777808205733160000,2026-05-03T14:36:45.862+03:00,200,,0.4.7
96,off,285031,1777808208667993000,2026-05-03T14:36:48.758+03:00,200,,0.4.7
97,on,288093,1777808211732082000,2026-05-03T14:36:51.809+03:00,200,,0.4.7
98,off,290846,1777808214483242000,2026-05-03T14:36:54.572+03:00,200,,0.4.7
99,on,293989,1777808217635111000,2026-05-03T14:36:57.724+03:00,200,,0.4.7
100,off,297167,1777808220807423000,2026-05-03T14:37:00.903+03:00,200,,0.4.7
