command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777552197255890000,2026-04-30T15:29:57.350+03:00,200,,0.4.3
2,off,3136,1777552200393577000,2026-04-30T15:30:00.471+03:00,200,,0.4.3
3,on,6194,1777552203452414000,2026-04-30T15:30:03.539+03:00,200,,0.4.3
4,off,9333,1777552206589407000,2026-04-30T15:30:06.692+03:00,200,,0.4.3
5,on,12408,1777552209666767000,2026-04-30T15:30:09.778+03:00,200,,0.4.3
6,off,15332,1777552212591003000,2026-04-30T15:30:12.681+03:00,200,,0.4.3
7,on,18140,1777552215400929000,2026-04-30T15:30:15.490+03:00,200,,0.4.3
8,off,20942,1777552218201873000,2026-04-30T15:30:18.288+03:00,200,,0.4.3
9,on,23883,1777552221143869000,2026-04-30T15:30:21.231+03:00,200,,0.4.3
10,off,26716,1777552223976899000,2026-04-30T15:30:24.074+03:00,200,,0.4.3
11,on,29661,1777552226918499000,2026-04-30T15:30:27.001+03:00,200,,0.4.3
12,off,32794,1777552230053155000,2026-04-30T15:30:30.177+03:00,200,,0.4.3
13,on,35843,1777552233101797000,2026-04-30T15:30:33.223+03:00,200,,0.4.3
14,off,38637,1777552235896689000,2026-04-30T15:30:35.990+03:00,200,,0.4.3
15,on,41819,1777552239079852000,2026-04-30T15:30:39.172+03:00,200,,0.4.3
16,off,44870,1777552242126756000,2026-04-30T15:30:42.256+03:00,200,,0.4.3
17,on,47911,1777552245168404000,2026-04-30T15:30:45.301+03:00,200,,0.4.3
18,off,50900,1777552248156492000,2026-04-30T15:30:48.255+03:00,200,,0.4.3
19,on,53792,1777552251048515000,2026-04-30T15:30:51.137+03:00,200,,0.4.3
20,off,56656,1777552253916046000,2026-04-30T15:30:54.005+03:00,200,,0.4.3
21,on,59746,1777552257004135000,2026-04-30T15:30:57.098+03:00,200,,0.4.3
22,off,62535,1777552259795762000,2026-04-30T15:30:59.895+03:00,200,,0.4.3
23,on,65388,1777552262647919000,2026-04-30T15:31:02.753+03:00,200,,0.4.3
24,off,68166,1777552265426692000,2026-04-30T15:31:05.504+03:00,200,,0.4.3
25,on,70965,1777552268222659000,2026-04-30T15:31:08.312+03:00,200,,0.4.3
26,off,74146,1777552271403747000,2026-04-30T15:31:11.494+03:00,200,,0.4.3
27,on,76960,1777552274215845000,2026-04-30T15:31:14.299+03:00,200,,0.4.3
28,off,79930,1777552277189156000,2026-04-30T15:31:17.279+03:00,200,,0.4.3
29,on,82900,1777552280156712000,2026-04-30T15:31:20.248+03:00,200,,0.4.3
30,off,85811,1777552283066962000,2026-04-30T15:31:23.157+03:00,200,,0.4.3
31,on,88820,1777552286080770000,2026-04-30T15:31:26.188+03:00,200,,0.4.3
32,off,91877,1777552289137810000,2026-04-30T15:31:29.245+03:00,200,,0.4.3
33,on,94895,1777552292155754000,2026-04-30T15:31:32.268+03:00,200,,0.4.3
34,off,98055,1777552295314974000,2026-04-30T15:31:35.394+03:00,200,,0.4.3
35,on,101004,1777552298264804000,2026-04-30T15:31:38.371+03:00,200,,0.4.3
36,off,103806,1777552301064960000,2026-04-30T15:31:41.155+03:00,200,,0.4.3
37,on,106632,1777552303892788000,2026-04-30T15:31:43.975+03:00,200,,0.4.3
38,off,109400,1777552306659780000,2026-04-30T15:31:46.748+03:00,200,,0.4.3
39,on,112420,1777552309680140000,2026-04-30T15:31:49.785+03:00,200,,0.4.3
40,off,115611,1777552312867206000,2026-04-30T15:31:52.949+03:00,200,,0.4.3
41,on,118788,1777552316047301000,2026-04-30T15:31:56.137+03:00,200,,0.4.3
42,off,121770,1777552319028729000,2026-04-30T15:31:59.125+03:00,200,,0.4.3
43,on,124814,1777552322073217000,2026-04-30T15:32:02.155+03:00,200,,0.4.3
44,off,127841,1777552325098276000,2026-04-30T15:32:05.209+03:00,200,,0.4.3
45,on,130674,1777552327934774000,2026-04-30T15:32:08.034+03:00,200,,0.4.3
46,off,133891,1777552331148185000,2026-04-30T15:32:11.230+03:00,200,,0.4.3
47,on,136672,1777552333930578000,2026-04-30T15:32:14.033+03:00,200,,0.4.3
48,off,139505,1777552336763406000,2026-04-30T15:32:16.861+03:00,200,,0.4.3
49,on,142409,1777552339664799000,2026-04-30T15:32:19.760+03:00,200,,0.4.3
