command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777806826217329000,2026-05-03T14:13:46.292+03:00,200,,0.4.7
2,off,3063,1777806829290402000,2026-05-03T14:13:49.391+03:00,200,,0.4.7
3,on,6155,1777806832381841000,2026-05-03T14:13:52.492+03:00,200,,0.4.7
4,off,9272,1777806835499365000,2026-05-03T14:13:55.628+03:00,200,,0.4.7
5,on,12123,1777806838350366000,2026-05-03T14:13:58.427+03:00,200,,0.4.7
6,off,15343,1777806841570349000,2026-05-03T14:14:01.648+03:00,200,,0.4.7
7,on,18503,1777806844730349000,2026-05-03T14:14:04.808+03:00,200,,0.4.7
8,off,21497,1777806847714602000,2026-05-03T14:14:07.805+03:00,200,,0.4.7
9,on,24683,1777806850903334000,2026-05-03T14:14:10.989+03:00,200,,0.4.7
10,off,27906,1777806854132846000,2026-05-03T14:14:14.207+03:00,200,,0.4.7
11,on,30923,1777806857140723000,2026-05-03T14:14:17.255+03:00,200,,0.4.7
12,off,34145,1777806860366050000,2026-05-03T14:14:20.445+03:00,200,,0.4.7
13,on,36906,1777806863125324000,2026-05-03T14:14:23.213+03:00,200,,0.4.7
14,off,40018,1777806866244740000,2026-05-03T14:14:26.325+03:00,200,,0.4.7
15,on,43242,1777806869469275000,2026-05-03T14:14:29.560+03:00,200,,0.4.7
16,off,46083,1777806872301763000,2026-05-03T14:14:32.382+03:00,200,,0.4.7
17,on,48956,1777806875183268000,2026-05-03T14:14:35.273+03:00,200,,0.4.7
18,off,51769,1777806877995421000,2026-05-03T14:14:38.077+03:00,200,,0.4.7
19,on,54896,1777806881114540000,2026-05-03T14:14:41.191+03:00,200,,0.4.7
20,off,58119,1777806884339004000,2026-05-03T14:14:44.617+03:00,200,,0.4.7
21,on,61017,1777806887243949000,2026-05-03T14:14:47.323+03:00,200,,0.4.7
22,off,63838,1777806890065028000,2026-05-03T14:14:50.155+03:00,200,,0.4.7
23,on,66716,1777806892941457000,2026-05-03T14:14:53.020+03:00,200,,0.4.7
24,off,69913,1777806896130512000,2026-05-03T14:14:56.207+03:00,200,,0.4.7
25,on,72772,1777806898999201000,2026-05-03T14:14:59.087+03:00,200,,0.4.7
26,off,75586,1777806901810119000,2026-05-03T14:15:01.888+03:00,200,,0.4.7
27,on,78700,1777806904927181000,2026-05-03T14:15:05.018+03:00,200,,0.4.7
28,off,81874,1777806908101182000,2026-05-03T14:15:08.189+03:00,200,,0.4.7
29,on,85067,1777806911288294000,2026-05-03T14:15:11.367+03:00,200,,0.4.7
30,off,88239,1777806914457090000,2026-05-03T14:15:14.535+03:00,200,,0.4.7
31,on,91276,1777806917503154000,2026-05-03T14:15:17.610+03:00,200,,0.4.7
32,off,94057,1777806920276357000,2026-05-03T14:15:20.352+03:00,200,,0.4.7
33,on,96826,1777806923048265000,2026-05-03T14:15:23.132+03:00,200,,0.4.7
34,off,99621,1777806925840378000,2026-05-03T14:15:25.930+03:00,200,,0.4.7
