type,seq,exp,trigger,t_local_us,wifi_rssi
event,1,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,6000020,-36
event,2,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,12000064,-30
event,3,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,18000060,-26
event,4,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,24000016,-25
event,5,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,30000076,-25
event,6,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,36000089,-25
event,7,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,42000075,-24
event,8,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,48000089,-26
event,9,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,54000020,-24
event,10,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,60000064,-25
event,11,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,66000018,-25
event,12,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,72000020,-24
event,13,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,78000023,-25
event,14,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,84000057,-24
event,15,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,90000076,-25
event,16,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,96000021,-25
event,17,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,102000082,-25
event,18,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,108000018,-26
event,19,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,114000033,-25
event,20,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,120000057,-25
event,21,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,126000078,-25
event,22,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,132000062,-25
event,23,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,138000066,-25
event,24,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,144000057,-25
event,25,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,150000076,-25
event,26,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,156000066,-25
event,27,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,162000039,-25
event,28,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,168000084,-25
event,29,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,174000062,-26
event,30,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,180000086,-24
event,31,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,186000053,-26
event,32,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,192000086,-25
event,33,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,198000053,-26
event,34,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,204000002,-25
event,35,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,210000057,-25
event,36,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,216000023,-26
event,37,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,222000087,-26
event,38,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,228000060,-26
event,39,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,234000057,-25
event,40,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,240000057,-25
event,41,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,246000089,-25
event,42,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,252000086,-24
event,43,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,258000060,-25
event,44,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,264000082,-25
event,45,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,270000003,-24
event,46,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,276000066,-25
event,47,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,282000095,-24
event,48,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,288000018,-26
event,49,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,294000062,-25
event,50,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,300000026,-25
event,51,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,306000065,-25
event,52,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,312000087,-25
event,53,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,318000031,-25
event,54,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,324000051,-25
event,55,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,330000051,-25
event,56,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,336000085,-25
event,57,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,342000038,-25
event,58,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,348000058,-26
event,59,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,354000064,-25
event,60,W2_wifi_periodic_6s_quiet_ctrl_v2,periodic,360000011,-26
