pi_rx_time_ns,topic,type,node,protocol,exp,seq,trigger,t_local_us,wifi_rssi,rtt_us,old_state,new_state,ha_time,event_id,ha_context_id,mqtt_retain,pipeline_version
1774871834416743000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,1,button,477863372.0,-44.0,,,,,,,0,0.1.1
1774871838295676000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,2,button,481871684.0,-44.0,,,,,,,0,0.1.1
1774871842190245000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,3,button,485763941.0,-39.0,,,,,,,0,0.1.1
1774871848012480000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,4,button,491586846.0,-43.0,,,,,,,0,0.1.1
1774871853593980000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,5,button,497171417.0,-44.0,,,,,,,0,0.1.1
1774871855322065000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,6,button,497381142.0,-44.0,,,,,,,0,0.1.1
1774871859602192000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,7,button,503176649.0,-45.0,,,,,,,0,0.1.1
1774871864861745000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,8,button,508439283.0,-44.0,,,,,,,0,0.1.1
1774871869763680000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,9,button,513341463.0,-40.0,,,,,,,0,0.1.1
1774871875223284000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,10,button,518801767.0,-45.0,,,,,,,0,0.1.1
1774871879610767000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,11,button,523188589.0,-44.0,,,,,,,0,0.1.1
1774871883619688000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,12,button,527191650.0,-45.0,,,,,,,0,0.1.1
1774871887696238000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,13,button,531240624.0,-44.0,,,,,,,0,0.1.1
1774871891336313000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,14,button,534880749.0,-44.0,,,,,,,0,0.1.1
1774871894587783000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,15,button,538166581.0,-36.0,,,,,,,0,0.1.1
1774871898251944000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,16,button,541829468.0,-40.0,,,,,,,0,0.1.1
1774871902386937000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,17,button,545865583.0,-47.0,,,,,,,0,0.1.1
1774871906361456000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,18,button,549938316.0,-43.0,,,,,,,0,0.1.1
1774871910160009000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,19,button,553738214.0,-44.0,,,,,,,0,0.1.1
1774871914386175000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,20,button,557963907.0,-43.0,,,,,,,0,0.1.1
1774871918181098000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,21,button,561735120.0,-45.0,,,,,,,0,0.1.1
1774871922905343000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,22,button,566483878.0,-45.0,,,,,,,0,0.1.1
1774871927535645000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,23,button,571079395.0,-44.0,,,,,,,0,0.1.1
1774871932015253000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,24,button,575592445.0,-46.0,,,,,,,0,0.1.1
1774871935924232000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,25,button,579448638.0,-43.0,,,,,,,0,0.1.1
1774871939610428000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,26,button,583177900.0,-46.0,,,,,,,0,0.1.1
1774871943611304000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,27,button,587187761.0,-44.0,,,,,,,0,0.1.1
1774871947226067000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,28,button,590782154.0,-46.0,,,,,,,0,0.1.1
1774871950923181000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,29,button,594498960.0,-47.0,,,,,,,0,0.1.1
1774871954456564000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,30,button,598033707.0,-46.0,,,,,,,0,0.1.1
1774871954629576000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,31,button,598207020.0,-44.0,,,,,,,0,0.1.1
1774871958052418000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,32,button,601630584.0,-44.0,,,,,,,0,0.1.1
1774871961389913000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,33,button,604966884.0,-45.0,,,,,,,0,0.1.1
1774871964975461000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,34,button,608549704.0,-45.0,,,,,,,0,0.1.1
1774871968571970000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,35,button,612126232.0,-45.0,,,,,,,0,0.1.1
1774871972279704000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,36,button,615856686.0,-43.0,,,,,,,0,0.1.1
1774871976271967000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,37,button,619847388.0,-41.0,,,,,,,0,0.1.1
1774871980022500000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,38,button,623588858.0,-46.0,,,,,,,0,0.1.1
1774871983938679000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,39,button,627506221.0,-44.0,,,,,,,0,0.1.1
1774871988173590000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,40,button,631750278.0,-46.0,,,,,,,0,0.1.1
1774871991725685000,iotbench/wifi/wifi01/event,event,wifi01,wifi,W1_wifi_near_quiet,41,button,635302233.0,-46.0,,,,,,,0,0.1.1
