command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777563626201137000,2026-04-30T18:40:26.274+03:00,200,,0.4.5
2,off,3136,1777563629337656000,2026-04-30T18:40:29.426+03:00,200,,0.4.5
3,on,6194,1777563632397419000,2026-04-30T18:40:32.524+03:00,200,,0.4.5
4,off,9333,1777563635537355000,2026-04-30T18:40:35.642+03:00,200,,0.4.5
5,on,12408,1777563638610771000,2026-04-30T18:40:38.726+03:00,200,,0.4.5
6,off,15332,1777563641533815000,2026-04-30T18:40:41.626+03:00,200,,0.4.5
7,on,18140,1777563644344001000,2026-04-30T18:40:44.431+03:00,200,,0.4.5
8,off,20942,1777563647146737000,2026-04-30T18:40:47.230+03:00,200,,0.4.5
9,on,23883,1777563650084336000,2026-04-30T18:40:50.177+03:00,200,,0.4.5
10,off,26716,1777563652919073000,2026-04-30T18:40:53.002+03:00,200,,0.4.5
11,on,29661,1777563655863933000,2026-04-30T18:40:55.956+03:00,200,,0.4.5
12,off,32794,1777563659000158000,2026-04-30T18:40:59.090+03:00,200,,0.4.5
13,on,35843,1777563662045737000,2026-04-30T18:41:02.166+03:00,200,,0.4.5
14,off,38637,1777563664843125000,2026-04-30T18:41:04.934+03:00,200,,0.4.5
15,on,41819,1777563668025138000,2026-04-30T18:41:08.110+03:00,200,,0.4.5
16,off,44870,1777563671076116000,2026-04-30T18:41:11.185+03:00,200,,0.4.5
17,on,47911,1777563674113747000,2026-04-30T18:41:14.363+03:00,200,,0.4.5
18,off,50900,1777563677101271000,2026-04-30T18:41:17.182+03:00,200,,0.4.5
19,on,53792,1777563679996611000,2026-04-30T18:41:20.082+03:00,200,,0.4.5
20,off,56656,1777563682861000000,2026-04-30T18:41:22.944+03:00,200,,0.4.5
21,on,59746,1777563685950166000,2026-04-30T18:41:26.034+03:00,200,,0.4.5
22,off,62535,1777563688738212000,2026-04-30T18:41:28.825+03:00,200,,0.4.5
23,on,65388,1777563691589265000,2026-04-30T18:41:31.672+03:00,200,,0.4.5
24,off,68166,1777563694367223000,2026-04-30T18:41:34.459+03:00,200,,0.4.5
25,on,70965,1777563697171030000,2026-04-30T18:41:37.254+03:00,200,,0.4.5
26,off,74146,1777563700352084000,2026-04-30T18:41:40.435+03:00,200,,0.4.5
27,on,76960,1777563703163999000,2026-04-30T18:41:43.254+03:00,200,,0.4.5
28,off,79930,1777563706136094000,2026-04-30T18:41:46.233+03:00,200,,0.4.5
29,on,82900,1777563709106052000,2026-04-30T18:41:49.198+03:00,200,,0.4.5
30,off,85811,1777563712017065000,2026-04-30T18:41:52.118+03:00,200,,0.4.5
31,on,88820,1777563715024747000,2026-04-30T18:41:55.153+03:00,200,,0.4.5
32,off,91877,1777563718079847000,2026-04-30T18:41:58.185+03:00,200,,0.4.5
33,on,94895,1777563721100620000,2026-04-30T18:42:01.222+03:00,200,,0.4.5
