command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777562773529928000,2026-04-30T18:26:13.613+03:00,200,,0.4.5
2,off,2907,1777562776441743000,2026-04-30T18:26:16.523+03:00,200,,0.4.5
3,on,5995,1777562779525659000,2026-04-30T18:26:19.604+03:00,200,,0.4.5
4,off,8978,1777562782508793000,2026-04-30T18:26:22.699+03:00,200,,0.4.5
5,on,11864,1777562785398632000,2026-04-30T18:26:25.482+03:00,200,,0.4.5
6,off,14688,1777562788220570000,2026-04-30T18:26:28.311+03:00,200,,0.4.5
7,on,17509,1777562791040123000,2026-04-30T18:26:31.121+03:00,200,,0.4.5
8,off,20453,1777562793988028000,2026-04-30T18:26:34.073+03:00,200,,0.4.5
9,on,23446,1777562796980964000,2026-04-30T18:26:37.075+03:00,200,,0.4.5
10,off,26384,1777562799917115000,2026-04-30T18:26:40.016+03:00,200,,0.4.5
11,on,29368,1777562802902970000,2026-04-30T18:26:42.997+03:00,200,,0.4.5
12,off,32615,1777562806149933000,2026-04-30T18:26:46.232+03:00,200,,0.4.5
13,on,35513,1777562809047316000,2026-04-30T18:26:49.131+03:00,200,,0.4.5
14,off,38526,1777562812058973000,2026-04-30T18:26:52.156+03:00,200,,0.4.5
15,on,41664,1777562815198572000,2026-04-30T18:26:55.281+03:00,200,,0.4.5
16,off,44593,1777562818127934000,2026-04-30T18:26:58.210+03:00,200,,0.4.5
17,on,47621,1777562821155924000,2026-04-30T18:27:01.246+03:00,200,,0.4.5
18,off,50691,1777562824224897000,2026-04-30T18:27:04.370+03:00,200,,0.4.5
19,on,53769,1777562827299706000,2026-04-30T18:27:07.416+03:00,200,,0.4.5
20,off,56766,1777562830300398000,2026-04-30T18:27:10.429+03:00,200,,0.4.5
21,on,59958,1777562833492205000,2026-04-30T18:27:13.575+03:00,200,,0.4.5
22,off,62910,1777562836442577000,2026-04-30T18:27:16.528+03:00,200,,0.4.5
