pi_rx_time_ns,address,name,rssi,company_id,version,node_num,exp_code,seq,t_local_us,raw_hex,pipeline_version
1777644606843942000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,1,3952013,02015733424c010000008d4d3c00,0.4.6
1777644610165986000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,2,6956004,02015733424c02000000e4236a00,0.4.6
1777644613166708000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,3,10187004,02015733424c03000000fc709b00,0.4.6
1777644616172813000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,4,13112004,02015733424c04000000c412c800,0.4.6
1777644618873965000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,5,15979004,02015733424c05000000fcd1f300,0.4.6
1777644622185699000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,6,19113004,02015733424c060000002ca42301,0.4.6
1777644625159240000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,7,22188004,02015733424c07000000e48f5201,0.4.6
1777644628455496000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,8,25425004,02015733424c080000006cf48301,0.4.6
1777644631491883000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,9,28518004,02015733424c090000007426b301,0.4.6
1777644634807557000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,10,31748004,02015733424c0a000000a46fe401,0.4.6
1777644638075677000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,11,34827004,02015733424c0b000000fc6a1302,0.4.6
1777644640782647000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,12,37884004,02015733424c0c00000064104202,0.4.6
1777644643773731000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,13,40687004,02015733424c0d0000009cd56c02,0.4.6
1777644650121288000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,15,46846003,02015733424c0f00000033d0ca02,0.4.6
1777644652508697000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,16,49661004,02015733424c100000004cc4f502,0.4.6
1777644655471216000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,17,52440004,02015733424c11000000c42b2003,0.4.6
1777644658189469000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,18,55241004,02015733424c120000002ce94a03,0.4.6
1777644661167524000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,19,58133004,02015733424c130000000c0a7703,0.4.6
1777644664196127000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,20,61299004,02015733424c140000003c59a703,0.4.6
1777644667157144000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W3BL,21,64132004,02015733424c15000000a493d203,0.4.6
1777644670191848000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,22,67255004,02015733424c16000000dc3a0204,0.4.6
1777644673158874000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,23,70183004,02015733424c170000005ce82e04,0.4.6
1777644676189476000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,24,73195004,02015733424c18000000fcdd5c04,0.4.6
1777644679470477000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,25,76409004,02015733424c19000000ace88d04,0.4.6
1777644682475103000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,26,79434004,02015733424c1a0000001411bc04,0.4.6
1777644685367701000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,27,82375004,02015733424c1b0000005cf1e804,0.4.6
1777644688368860000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,28,85432003,02015733424c1c000000c3961705,0.4.6
1777644691365297000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,29,88336004,02015733424c1d00000084e64305,0.4.6
1777644694463200000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,30,91522004,02015733424c1e000000d4837405,0.4.6
1777644697484125000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,31,94498003,02015733424c1f000000d3eca105,0.4.6
1777644700199085000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,32,97349004,02015733424c200000008c6dcd05,0.4.6
1777644703468003000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,33,100394004,02015733424c2100000014e4fb05,0.4.6
1777644706162150000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,34,103172004,02015733424c22000000a4472606,0.4.6
1777644709205012000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,35,106355004,02015733424c230000003cd95606,0.4.6
1777644712464169000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,36,109348004,02015733424c24000000a4848406,0.4.6
1777644715492829000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,37,112463004,02015733424c250000009c0cb406,0.4.6
1777644718219841000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,38,115232004,02015733424c26000000044dde06,0.4.6
1777644721502935000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,39,118291003,02015733424c270000003bfa0c07,0.4.6
1777644724499088000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,40,121507004,02015733424c28000000bc0c3e07,0.4.6
