pi_rx_time_ns,topic,type,node,protocol,exp,t_local_us,bus_v,current_mA,power_mW,wifi_rssi,mqtt_retain,pipeline_version
1776100514343737000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,43808523,5.04125,65.27023,327.3282,-27,0,0.2.1
1776100514443307000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,43908488,5.04375,65.17252,332.2137,-27,0,0.2.1
1776100514545755000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,44008530,5.04375,65.46564,332.2137,-27,0,0.2.1
1776100514638710000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,44108521,5.0375,78.7542,395.7252,-28,0,0.2.1
1776100514739096000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,44208508,5.0425,65.17252,320,-28,0,0.2.1
1776100514838789000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,44308544,5.04375,65.66106,332.2137,-28,0,0.2.1
1776100514938750000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,44408488,4.91875,65.66106,324.8855,-27,0,0.2.1
1776100515038926000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,44508470,5.04375,65.36794,327.3282,-27,0,0.2.1
1776100515138740000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,44608508,5.0425,65.17252,332.2137,-28,0,0.2.1
1776100515238980000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,44708545,5.04625,65.46564,332.2137,-27,0,0.2.1
1776100515338947000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,44808534,5.04375,65.46564,332.2137,-27,0,0.2.1
1776100515439005000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,44908470,5.0425,65.27023,332.2137,-27,0,0.2.1
1776100515538218000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,45008521,5.0425,65.56336,332.2137,-27,0,0.2.1
1776100515639451000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,45108501,5.0375,74.65038,376.1832,-27,0,0.2.1
1776100515749518000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,45208530,5.0425,65.36794,315.1145,-27,0,0.2.1
1776100515839009000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,45308495,5.0425,65.56336,332.2137,-28,0,0.2.1
1776100515939106000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,45408521,4.87375,148.9099,725.4962,-27,0,0.2.1
1776100516038940000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,45508492,5.04375,65.36794,327.3282,-28,0,0.2.1
1776100516138988000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,45608548,5.0425,65.27023,332.2137,-28,0,0.2.1
1776100516238907000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,45708468,5.0425,65.56336,332.2137,-28,0,0.2.1
1776100516345954000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,45808544,5.04375,65.56336,332.2137,-28,0,0.2.1
1776100516438954000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,45908506,5.0425,65.36794,327.3282,-27,0,0.2.1
1776100516539684000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,46008481,5.0425,65.66106,332.2137,-28,0,0.2.1
1776100516638688000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,46108482,5.0425,65.56336,332.2137,-27,0,0.2.1
1776100516738759000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,46208493,5.04125,65.46564,327.3282,-27,0,0.2.1
1776100516838882000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,46308523,5.0425,65.66106,332.2137,-27,0,0.2.1
1776100516945419000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,46408519,4.88875,144.6107,708.3969,-27,0,0.2.1
1776100517038987000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,46508468,5.0425,65.56336,332.2137,-28,0,0.2.1
1776100517138777000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,46608514,5.0425,65.46564,332.2137,-28,0,0.2.1
1776100517238766000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,46708478,5.0425,65.66106,332.2137,-28,0,0.2.1
1776100517338745000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,46808482,5.04125,65.56336,332.2137,-33,0,0.2.1
1776100517438837000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,46908515,5.0425,65.36794,320,-27,0,0.2.1
1776100517538010000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,47008470,5.04375,65.75877,332.2137,-27,0,0.2.1
1776100517640421000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,47108533,5.0425,65.66106,332.2137,-28,0,0.2.1
1776100517737443000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,47208480,4.85,172.1649,835.4199,-28,0,0.2.1
1776100517839002000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,47308484,4.875,146.174,713.2824,-27,0,0.2.1
1776100517949212000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,47408511,4.89,140.5069,688.8549,-27,0,0.2.1
1776100518038925000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,47508535,5.0425,65.85648,332.2137,-27,0,0.2.1
1776100518141101000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,47608480,5.0425,65.56336,332.2137,-28,0,0.2.1
1776100518238946000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,47708503,5.04375,65.75877,332.2137,-27,0,0.2.1
1776100518339215000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,47808532,5.0425,65.66106,332.2137,-27,0,0.2.1
1776100518438696000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,47908515,5.0425,65.56336,312.6718,-27,0,0.2.1
1776100518542609000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,48008532,5.0425,65.66106,332.2137,-27,0,0.2.1
1776100518648469000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,48108531,5.04375,65.56336,332.2137,-27,0,0.2.1
1776100518745749000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,48208496,5.0425,65.66106,332.2137,-28,0,0.2.1
1776100518846965000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,48308488,5.04125,65.56336,332.2137,-27,0,0.2.1
1776100518950680000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,48408523,4.885,119.4992,600.916,-27,0,0.2.1
1776100519040092000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,48508488,5.0425,65.66106,332.2137,-28,0,0.2.1
1776100519141520000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,48608519,5.0425,65.56336,324.8855,-28,0,0.2.1
1776100519239014000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,48708570,5.0425,65.85648,327.3282,-28,0,0.2.1
1776100519339119000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,48808492,5.0425,65.66106,332.2137,-27,0,0.2.1
1776100519440159000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,48908522,5.0425,65.56336,332.2137,-28,0,0.2.1
1776100519538988000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,49008479,5.04125,65.75877,332.2137,-27,0,0.2.1
1776100519642875000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,49108529,5.045,65.66106,332.2137,-27,0,0.2.1
1776100519739873000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,49208536,5.04125,65.75877,332.2137,-28,0,0.2.1
1776100519838545000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,49308534,5.0425,65.66106,332.2137,-28,0,0.2.1
1776100519938771000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,49408487,5.025,65.75877,332.2137,-28,0,0.2.1
1776100520039055000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,49508494,5.04125,65.66106,332.2137,-28,0,0.2.1
1776100520138827000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,49608483,5.04125,65.56336,315.1145,-27,0,0.2.1
1776100520238786000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,49708496,5.01625,150.7664,735.2672,-28,0,0.2.1
1776100520339019000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,49808490,5.04375,65.66106,332.2137,-28,0,0.2.1
1776100520438903000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,49908484,5.04125,65.66106,332.2137,-28,0,0.2.1
1776100520539067000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,50008549,5.0425,65.56336,332.2137,-28,0,0.2.1
1776100520638930000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,50108494,5.0475,65.75877,332.2137,-28,0,0.2.1
1776100520739002000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,50208501,5.0425,65.85648,332.2137,-28,0,0.2.1
1776100520843079000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,50308476,5.0425,65.66106,327.3282,-27,0,0.2.1
1776100520939319000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,50408511,5.04,65.66106,332.2137,-27,0,0.2.1
1776100521038976000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,50508474,5.0425,65.66106,332.2137,-33,0,0.2.1
1776100521139540000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,50608539,5.04125,65.66106,315.1145,-28,0,0.2.1
1776100521239179000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,50708535,4.87125,148.6168,727.9389,-28,0,0.2.1
1776100521339016000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,50808501,5.045,65.66106,332.2137,-28,0,0.2.1
1776100521441249000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,50908476,5.04125,65.66106,332.2137,-27,0,0.2.1
1776100521539151000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,51008540,5.04125,65.66106,332.2137,-28,0,0.2.1
1776100521639001000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,51108477,5.04125,65.66106,332.2137,-33,0,0.2.1
1776100521738935000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,51208515,5.0425,65.75877,332.2137,-27,0,0.2.1
1776100521840855000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,51308539,5.0425,65.66106,324.8855,-28,0,0.2.1
1776100521949342000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,51408490,5.04,65.95419,332.2137,-27,0,0.2.1
1776100522044101000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,51508523,5.04375,65.66106,332.2137,-27,0,0.2.1
1776100522139022000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,51608539,5.0425,65.75877,332.2137,-27,0,0.2.1
1776100522238959000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,51708541,4.87625,140.7023,688.8549,-27,0,0.2.1
1776100522343311000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,51808501,5.04625,65.75877,332.2137,-28,0,0.2.1
1776100522438953000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,51908477,5.0425,65.75877,332.2137,-27,0,0.2.1
1776100522538986000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,52008488,5.0425,65.75877,332.2137,-27,0,0.2.1
1776100522639002000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,52108483,5.0425,65.66106,332.2137,-28,0,0.2.1
1776100522738583000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,52208531,5.04125,65.75877,332.2137,-27,0,0.2.1
1776100522839551000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,52308484,5.0425,65.66106,315.1145,-27,0,0.2.1
1776100522941989000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,52408487,5.04125,65.75877,332.2137,-28,0,0.2.1
1776100523047258000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,52508524,5.04125,65.75877,332.2137,-27,0,0.2.1
1776100523138810000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,52608475,5.0425,65.75877,332.2137,-28,0,0.2.1
1776100523238915000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,52708496,4.88375,140.4091,547.1756,-28,0,0.2.1
1776100523340988000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,52808521,5.0475,65.66106,332.2137,-28,0,0.2.1
1776100523439049000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,52908542,5.0425,65.75877,332.2137,-28,0,0.2.1
1776100523538975000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,53008538,5.0425,65.75877,324.8855,-28,0,0.2.1
1776100523638888000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,53108540,5.04375,65.75877,332.2137,-27,0,0.2.1
1776100523739020000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,53208530,5.04375,65.75877,332.2137,-28,0,0.2.1
1776100523839372000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,53308468,5.0425,65.75877,332.2137,-27,0,0.2.1
1776100523938662000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,53408483,5.0425,65.75877,332.2137,-27,0,0.2.1
1776100524040333000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,53508474,5.04625,65.66106,332.2137,-28,0,0.2.1
1776100524138740000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,53608497,5.0425,65.66106,332.2137,-34,0,0.2.1
1776100524238882000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,53708484,5.01875,135.9145,332.2137,-27,0,0.2.1
1776100524339006000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,53808539,5.0425,65.75877,332.2137,-27,0,0.2.1
1776100524439104000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,53908522,5.04125,65.75877,332.2137,-28,0,0.2.1
1776100524538721000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,54008468,5.03,65.66106,696.1832,-27,0,0.2.1
1776100524639266000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,54108494,5.0425,65.75877,332.2137,-28,0,0.2.1
1776100524743348000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,54208519,5.0425,65.75877,332.2137,-27,0,0.2.1
1776100524855810000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,54308469,5.0425,65.75877,332.2137,-27,0,0.2.1
1776100524939248000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,54408532,5.01875,146.0763,332.2137,-27,0,0.2.1
1776100525038968000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,54508523,5.04625,65.75877,332.2137,-28,0,0.2.1
1776100525141262000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,54608546,5.0425,65.95419,332.2137,-28,0,0.2.1
1776100525238989000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,54708501,5.03875,65.75877,332.2137,-28,0,0.2.1
1776100525366443000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,54808511,5.0425,65.66106,332.2137,-34,0,0.2.1
1776100525440097000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,54908545,4.8825,143.0473,701.0687,-28,0,0.2.1
1776100525544065000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,55008515,4.87125,117.7405,713.2824,-27,0,0.2.1
1776100525639063000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,55108543,5.0425,65.75877,332.2137,-27,0,0.2.1
1776100525740649000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,55208492,5.04375,65.56336,332.2137,-27,0,0.2.1
1776100525840636000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,55308488,5.0425,65.75877,332.2137,-27,0,0.2.1
1776100525938903000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,55408501,5.0425,65.75877,332.2137,-27,0,0.2.1
1776100526039721000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,55508494,5.0425,65.75877,332.2137,-28,0,0.2.1
1776100526139579000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,55608508,5.0425,65.75877,332.2137,-34,0,0.2.1
1776100526239076000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,55708468,5.04,65.75877,320,-33,0,0.2.1
1776100526339113000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,55808482,5.0425,65.95419,332.2137,-27,0,0.2.1
1776100526439134000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,55908540,5.0425,65.75877,332.2137,-28,0,0.2.1
1776100526539534000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,56008491,4.875,145.7832,713.2824,-27,0,0.2.1
1776100526639150000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,56108542,5.04125,65.66106,332.2137,-28,0,0.2.1
1776100526738948000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,56208490,5.0475,65.66106,332.2137,-29,0,0.2.1
1776100526838922000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,56308484,5.0425,65.75877,332.2137,-28,0,0.2.1
1776100526938979000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,56408511,5.04125,65.75877,332.2137,-28,0,0.2.1
1776100527038976000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,56508540,5.0425,65.75877,332.2137,-28,0,0.2.1
1776100527141050000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,56608497,5.0425,65.85648,332.2137,-28,0,0.2.1
1776100527243338000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,56708523,5.04125,65.75877,315.1145,-28,0,0.2.1
1776100527350031000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,56808532,5.04125,65.66106,332.2137,-29,0,0.2.1
1776100527439226000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,56908492,5.0425,65.66106,332.2137,-28,0,0.2.1
1776100527539431000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,57008549,4.88625,140.5069,688.8549,-30,0,0.2.1
1776100527639206000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,57108529,5.04125,65.66106,332.2137,-31,0,0.2.1
1776100527739195000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,57208549,5.0475,65.75877,332.2137,-37,0,0.2.1
1776100527839285000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,57308524,5.0425,65.75877,332.2137,-31,0,0.2.1
1776100527939138000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,57408532,5.0425,65.66106,327.3282,-31,0,0.2.1
1776100528038922000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,57508476,5.0425,65.85648,332.2137,-29,0,0.2.1
1776100528138516000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,57608519,5.0425,65.85648,332.2137,-28,0,0.2.1
1776100528239172000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,57708456,5.0425,65.75877,332.2137,-36,0,0.2.1
1776100528343537000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,57808475,5.04125,65.85648,332.2137,-29,0,0.2.1
1776100528438782000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,57908492,5.04625,65.56336,332.2137,-39,0,0.2.1
1776100528538840000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,58008504,4.97875,146.9557,732.8245,-39,0,0.2.1
1776100528657726000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,58108509,5.04125,65.85648,332.2137,-39,0,0.2.1
1776100528739250000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,58208508,4.85,148.5191,725.4962,-38,0,0.2.1
1776100528839228000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,58308542,5.03625,65.85648,332.2137,-38,0,0.2.1
1776100528968194000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,58408483,5.0425,65.56336,315.1145,-38,0,0.2.1
1776100529038903000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,58508500,4.86625,148.3237,725.4962,-38,0,0.2.1
1776100529138951000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,58608490,5.0425,65.66106,332.2137,-31,0,0.2.1
1776100529239174000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,58708540,5.0425,65.66106,332.2137,-30,0,0.2.1
1776100529339874000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,58808462,5.0425,65.56336,332.2137,-28,0,0.2.1
1776100529439397000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,58908511,5.045,66.14961,332.2137,-29,0,0.2.1
1776100529539033000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,59008521,5.0375,66.54046,337.0992,-29,0,0.2.1
1776100529639294000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,59108511,5.0425,65.95419,327.3282,-28,0,0.2.1
1776100529741305000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,59208511,5.0425,65.75877,332.2137,-28,0,0.2.1
1776100529841014000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,59308468,4.87375,111.8779,544.7328,-28,0,0.2.1
1776100529939401000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,59408540,5.04125,65.75877,312.6718,-27,0,0.2.1
1776100530038970000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,59508474,5.0425,65.75877,332.2137,-26,0,0.2.1
1776100530139105000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,59608501,5.045,65.66106,332.2137,-26,0,0.2.1
1776100530239202000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,59708515,5.04375,65.36794,327.3282,-27,0,0.2.1
1776100530344453000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,59808475,5.0425,65.66106,332.2137,-28,0,0.2.1
1776100530442550000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,59908534,5.04125,66.14961,332.2137,-27,0,0.2.1
1776100530539371000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,60008529,5.03875,65.95419,332.2137,-26,0,0.2.1
1776100530639139000,iotbench/power/wifi01_power/sample,power,wifi01_power,wifi,W2_wifi_idle_quiet_v1,60108494,5.04125,66.24732,320,-31,0,0.2.1
