command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,off,0,1777548389884335000,2026-04-30T14:26:29.956+03:00,200,,0.4.2
2,on,2965,1777548392854398000,2026-04-30T14:26:32.930+03:00,200,,0.4.2
3,off,5835,1777548395721574000,2026-04-30T14:26:35.801+03:00,200,,0.4.2
4,on,9084,1777548398973371000,2026-04-30T14:26:39.059+03:00,200,,0.4.2
5,off,11859,1777548401747586000,2026-04-30T14:26:41.834+03:00,200,,0.4.2
6,on,14787,1777548404676392000,2026-04-30T14:26:44.755+03:00,200,,0.4.2
7,off,17696,1777548407581554000,2026-04-30T14:26:47.660+03:00,200,,0.4.2
8,on,20492,1777548410381302000,2026-04-30T14:26:50.468+03:00,200,,0.4.2
9,off,23390,1777548413277466000,2026-04-30T14:26:53.355+03:00,200,,0.4.2
10,on,26351,1777548416239261000,2026-04-30T14:26:56.317+03:00,200,,0.4.2
11,off,29164,1777548419053290000,2026-04-30T14:26:59.131+03:00,200,,0.4.2
12,on,31950,1777548421838863000,2026-04-30T14:27:01.929+03:00,200,,0.4.2
13,off,35033,1777548424922278000,2026-04-30T14:27:05.039+03:00,200,,0.4.2
14,on,37997,1777548427886252000,2026-04-30T14:27:07.963+03:00,200,,0.4.2
15,off,40987,1777548430872592000,2026-04-30T14:27:10.952+03:00,200,,0.4.2
16,on,43763,1777548433647839000,2026-04-30T14:27:13.734+03:00,200,,0.4.2
17,off,46979,1777548436866065000,2026-04-30T14:27:16.945+03:00,200,,0.4.2
18,on,50193,1777548440081498000,2026-04-30T14:27:20.161+03:00,200,,0.4.2
19,off,53216,1777548443101573000,2026-04-30T14:27:23.235+03:00,200,,0.4.2
20,on,56425,1777548446313205000,2026-04-30T14:27:26.392+03:00,200,,0.4.2
21,off,59218,1777548449107193000,2026-04-30T14:27:29.194+03:00,200,,0.4.2
22,on,62319,1777548452208198000,2026-04-30T14:27:32.283+03:00,200,,0.4.2
23,off,65244,1777548455133207000,2026-04-30T14:27:35.209+03:00,200,,0.4.2
24,on,68001,1777548457889006000,2026-04-30T14:27:37.968+03:00,200,,0.4.2
25,off,71239,1777548461123236000,2026-04-30T14:27:41.200+03:00,200,,0.4.2
26,on,74348,1777548464237153000,2026-04-30T14:27:44.318+03:00,200,,0.4.2
27,off,77373,1777548467259792000,2026-04-30T14:27:47.403+03:00,200,,0.4.2
28,on,80435,1777548470322236000,2026-04-30T14:27:50.416+03:00,200,,0.4.2
29,off,83310,1777548473194469000,2026-04-30T14:27:53.273+03:00,200,,0.4.2
30,on,86279,1777548476164817000,2026-04-30T14:27:56.242+03:00,200,,0.4.2
31,off,89518,1777548479405582000,2026-04-30T14:27:59.483+03:00,200,,0.4.2
32,on,92684,1777548482572185000,2026-04-30T14:28:02.649+03:00,200,,0.4.2
33,off,95434,1777548485322180000,2026-04-30T14:28:05.402+03:00,200,,0.4.2
34,on,98336,1777548488221369000,2026-04-30T14:28:08.298+03:00,200,,0.4.2
35,off,101446,1777548491334629000,2026-04-30T14:28:11.410+03:00,200,,0.4.2
36,on,104306,1777548494190877000,2026-04-30T14:28:14.271+03:00,200,,0.4.2
37,off,107340,1777548497225918000,2026-04-30T14:28:17.305+03:00,200,,0.4.2
38,on,110363,1777548500247956000,2026-04-30T14:28:20.343+03:00,200,,0.4.2
39,off,113503,1777548503387976000,2026-04-30T14:28:23.468+03:00,200,,0.4.2
40,on,116393,1777548506281030000,2026-04-30T14:28:26.357+03:00,200,,0.4.2
41,off,119215,1777548509101186000,2026-04-30T14:28:29.180+03:00,200,,0.4.2
42,on,122280,1777548512167853000,2026-04-30T14:28:32.289+03:00,200,,0.4.2
43,off,125043,1777548514927848000,2026-04-30T14:28:35.016+03:00,200,,0.4.2
44,on,128137,1777548518021963000,2026-04-30T14:28:38.098+03:00,200,,0.4.2
45,off,130944,1777548520828800000,2026-04-30T14:28:40.910+03:00,200,,0.4.2
46,on,133791,1777548523679989000,2026-04-30T14:28:43.768+03:00,200,,0.4.2
47,off,136561,1777548526446968000,2026-04-30T14:28:46.524+03:00,200,,0.4.2
48,on,139323,1777548529207243000,2026-04-30T14:28:49.285+03:00,200,,0.4.2
49,off,142562,1777548532446936000,2026-04-30T14:28:52.528+03:00,200,,0.4.2
50,on,145319,1777548535207907000,2026-04-30T14:28:55.296+03:00,200,,0.4.2
51,off,148350,1777548538238555000,2026-04-30T14:29:03.487+03:00,200,,0.4.2
52,on,151472,1777548543488801000,2026-04-30T14:29:03.568+03:00,200,,0.4.2
53,off,154656,1777548544544888000,2026-04-30T14:29:04.625+03:00,200,,0.4.2
54,on,157646,1777548547533372000,2026-04-30T14:29:07.623+03:00,200,,0.4.2
55,off,160692,1777548550580866000,2026-04-30T14:29:10.676+03:00,200,,0.4.2
56,on,163759,1777548553644161000,2026-04-30T14:29:13.737+03:00,200,,0.4.2
57,off,166629,1777548556513477000,2026-04-30T14:29:16.588+03:00,200,,0.4.2
58,on,169726,1777548559612336000,2026-04-30T14:29:19.693+03:00,200,,0.4.2
59,off,172848,1777548562732949000,2026-04-30T14:29:22.832+03:00,200,,0.4.2
60,on,175848,1777548565736805000,2026-04-30T14:29:25.855+03:00,200,,0.4.2
61,off,178634,1777548568518243000,2026-04-30T14:29:28.606+03:00,200,,0.4.2
62,on,181760,1777548571648785000,2026-04-30T14:29:31.736+03:00,200,,0.4.2
63,off,184791,1777548574679781000,2026-04-30T14:29:34.790+03:00,200,,0.4.2
64,on,187987,1777548577872354000,2026-04-30T14:29:37.950+03:00,200,,0.4.2
65,off,190872,1777548580757127000,2026-04-30T14:29:40.829+03:00,200,,0.4.2
66,on,193743,1777548583628463000,2026-04-30T14:29:43.706+03:00,200,,0.4.2
67,off,196683,1777548586571270000,2026-04-30T14:29:46.664+03:00,200,,0.4.2
68,on,199762,1777548589648355000,2026-04-30T14:29:49.726+03:00,200,,0.4.2
69,off,202561,1777548592445666000,2026-04-30T14:29:52.523+03:00,200,,0.4.2
70,on,205744,1777548595632687000,2026-04-30T14:29:55.710+03:00,200,,0.4.2
71,off,208708,1777548598596724000,2026-04-30T14:29:58.674+03:00,200,,0.4.2
72,on,211555,1777548601440016000,2026-04-30T14:30:01.519+03:00,200,,0.4.2
