command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777556369578361000,2026-04-30T16:39:29.673+03:00,200,,0.4.4
2,off,2977,1777556372557009000,2026-04-30T16:39:32.637+03:00,200,,0.4.4
3,on,6037,1777556375615447000,2026-04-30T16:39:35.694+03:00,200,,0.4.4
4,off,8966,1777556378549336000,2026-04-30T16:39:38.631+03:00,200,,0.4.4
5,on,12142,1777556381725399000,2026-04-30T16:39:41.824+03:00,200,,0.4.4
6,off,15069,1777556384652403000,2026-04-30T16:39:44.734+03:00,200,,0.4.4
7,on,17839,1777556387420556000,2026-04-30T16:39:47.503+03:00,200,,0.4.4
8,off,21046,1777556390628418000,2026-04-30T16:39:50.715+03:00,200,,0.4.4
9,on,24138,1777556393720086000,2026-04-30T16:39:53.847+03:00,200,,0.4.4
10,off,27058,1777556396636611000,2026-04-30T16:39:56.719+03:00,200,,0.4.4
11,on,29870,1777556399453415000,2026-04-30T16:39:59.537+03:00,200,,0.4.4
12,off,32620,1777556402203375000,2026-04-30T16:40:02.285+03:00,200,,0.4.4
13,on,35434,1777556405017698000,2026-04-30T16:40:05.118+03:00,200,,0.4.4
14,off,38234,1777556407816678000,2026-04-30T16:40:07.913+03:00,200,,0.4.4
15,on,41247,1777556410830280000,2026-04-30T16:40:10.923+03:00,200,,0.4.4
16,off,44185,1777556413763568000,2026-04-30T16:40:13.855+03:00,200,,0.4.4
17,on,47337,1777556416916810000,2026-04-30T16:40:17.005+03:00,200,,0.4.4
18,off,50177,1777556419755397000,2026-04-30T16:40:19.838+03:00,200,,0.4.4
19,on,53141,1777556422720992000,2026-04-30T16:40:22.814+03:00,200,,0.4.4
20,off,56267,1777556425849300000,2026-04-30T16:40:25.931+03:00,200,,0.4.4
21,on,59073,1777556428654793000,2026-04-30T16:40:28.741+03:00,200,,0.4.4
22,off,62286,1777556431866541000,2026-04-30T16:40:31.950+03:00,200,,0.4.4
23,on,65260,1777556434842298000,2026-04-30T16:40:34.934+03:00,200,,0.4.4
24,off,68134,1777556437715758000,2026-04-30T16:40:37.806+03:00,200,,0.4.4
25,on,71365,1777556440948313000,2026-04-30T16:40:41.031+03:00,200,,0.4.4
26,off,74156,1777556443739307000,2026-04-30T16:40:43.829+03:00,200,,0.4.4
27,on,77340,1777556446919686000,2026-04-30T16:40:47.013+03:00,200,,0.4.4
28,off,80358,1777556449936617000,2026-04-30T16:40:50.048+03:00,200,,0.4.4
29,on,83289,1777556452871756000,2026-04-30T16:40:52.959+03:00,200,,0.4.4
30,off,86322,1777556455905113000,2026-04-30T16:40:55.986+03:00,200,,0.4.4
31,on,89256,1777556458837988000,2026-04-30T16:40:58.921+03:00,200,,0.4.4
32,off,92176,1777556461759299000,2026-04-30T16:41:01.842+03:00,200,,0.4.4
33,on,95099,1777556464678699000,2026-04-30T16:41:04.774+03:00,200,,0.4.4
34,off,97949,1777556467532295000,2026-04-30T16:41:07.620+03:00,200,,0.4.4
35,on,100705,1777556470287974000,2026-04-30T16:41:10.390+03:00,200,,0.4.4
36,off,103679,1777556473262279000,2026-04-30T16:41:13.353+03:00,200,,0.4.4
37,on,106902,1777556476482267000,2026-04-30T16:41:16.574+03:00,200,,0.4.4
38,off,110043,1777556479625074000,2026-04-30T16:41:19.712+03:00,200,,0.4.4
39,on,112922,1777556482500420000,2026-04-30T16:41:22.585+03:00,200,,0.4.4
40,off,116112,1777556485694724000,2026-04-30T16:41:25.779+03:00,200,,0.4.4
41,on,119270,1777556488851274000,2026-04-30T16:41:28.937+03:00,200,,0.4.4
42,off,122190,1777556491768988000,2026-04-30T16:41:31.848+03:00,200,,0.4.4
43,on,125368,1777556494951246000,2026-04-30T16:41:35.043+03:00,200,,0.4.4
44,off,128121,1777556497704230000,2026-04-30T16:41:37.803+03:00,200,,0.4.4
45,on,131070,1777556500649059000,2026-04-30T16:41:40.740+03:00,200,,0.4.4
46,off,134251,1777556503834234000,2026-04-30T16:41:43.919+03:00,200,,0.4.4
47,on,137306,1777556506885407000,2026-04-30T16:41:46.994+03:00,200,,0.4.4
48,off,140316,1777556509899221000,2026-04-30T16:41:49.990+03:00,200,,0.4.4
49,on,143355,1777556512937308000,2026-04-30T16:41:53.015+03:00,200,,0.4.4
50,off,146302,1777556515882448000,2026-04-30T16:41:55.968+03:00,200,,0.4.4
51,on,149169,1777556518752227000,2026-04-30T16:41:58.835+03:00,200,,0.4.4
52,off,152107,1777556521686705000,2026-04-30T16:42:01.770+03:00,200,,0.4.4
53,on,155099,1777556524677362000,2026-04-30T16:42:04.759+03:00,200,,0.4.4
54,off,158288,1777556527866330000,2026-04-30T16:42:07.948+03:00,200,,0.4.4
55,on,161160,1777556530738535000,2026-04-30T16:42:10.834+03:00,200,,0.4.4
56,off,164257,1777556533835696000,2026-04-30T16:42:13.930+03:00,200,,0.4.4
57,on,167078,1777556536661198000,2026-04-30T16:42:16.747+03:00,200,,0.4.4
58,off,170261,1777556539844168000,2026-04-30T16:42:19.927+03:00,200,,0.4.4
59,on,173109,1777556542692207000,2026-04-30T16:42:22.792+03:00,200,,0.4.4
60,off,176181,1777556545762684000,2026-04-30T16:42:25.857+03:00,200,,0.4.4
61,on,179192,1777556548775176000,2026-04-30T16:42:28.928+03:00,200,,0.4.4
62,off,182333,1777556551916195000,2026-04-30T16:42:32.049+03:00,200,,0.4.4
63,on,185088,1777556554671158000,2026-04-30T16:42:34.778+03:00,200,,0.4.4
64,off,188237,1777556557816761000,2026-04-30T16:42:37.897+03:00,200,,0.4.4
65,on,191399,1777556560979867000,2026-04-30T16:42:41.070+03:00,200,,0.4.4
66,off,194470,1777556564053145000,2026-04-30T16:42:44.189+03:00,200,,0.4.4
67,on,197464,1777556567047161000,2026-04-30T16:42:47.133+03:00,200,,0.4.4
68,off,200558,1777556570140286000,2026-04-30T16:42:50.224+03:00,200,,0.4.4
69,on,203543,1777556573123615000,2026-04-30T16:42:53.207+03:00,200,,0.4.4
70,off,206602,1777556576185148000,2026-04-30T16:42:56.263+03:00,200,,0.4.4
71,on,209525,1777556579108113000,2026-04-30T16:42:59.200+03:00,200,,0.4.4
72,off,212527,1777556582106031000,2026-04-30T16:43:02.187+03:00,200,,0.4.4
73,on,215751,1777556585334098000,2026-04-30T16:43:05.416+03:00,200,,0.4.4
74,off,218727,1777556588307529000,2026-04-30T16:43:08.408+03:00,200,,0.4.4
75,on,221679,1777556591262080000,2026-04-30T16:43:11.344+03:00,200,,0.4.4
76,off,224664,1777556594244833000,2026-04-30T16:43:14.326+03:00,200,,0.4.4
77,on,227815,1777556597393922000,2026-04-30T16:43:17.475+03:00,200,,0.4.4
78,off,230842,1777556600425062000,2026-04-30T16:43:20.560+03:00,200,,0.4.4
79,on,233882,1777556603460725000,2026-04-30T16:43:23.580+03:00,200,,0.4.4
80,off,236937,1777556606516735000,2026-04-30T16:43:26.628+03:00,200,,0.4.4
81,on,239985,1777556609565118000,2026-04-30T16:43:29.680+03:00,200,,0.4.4
82,off,242893,1777556612473777000,2026-04-30T16:43:32.567+03:00,200,,0.4.4
83,on,245892,1777556615472158000,2026-04-30T16:43:35.557+03:00,200,,0.4.4
84,off,249142,1777556618724692000,2026-04-30T16:43:38.832+03:00,200,,0.4.4
85,on,252327,1777556621910060000,2026-04-30T16:43:41.993+03:00,200,,0.4.4
86,off,255145,1777556624728053000,2026-04-30T16:43:44.813+03:00,200,,0.4.4
87,on,257947,1777556627528896000,2026-04-30T16:43:47.615+03:00,200,,0.4.4
88,off,260843,1777556630426041000,2026-04-30T16:43:50.508+03:00,200,,0.4.4
89,on,263803,1777556633386050000,2026-04-30T16:43:53.470+03:00,200,,0.4.4
90,off,266654,1777556636235936000,2026-04-30T16:43:56.317+03:00,200,,0.4.4
91,on,269774,1777556639356716000,2026-04-30T16:43:59.448+03:00,200,,0.4.4
92,off,272930,1777556642511859000,2026-04-30T16:44:02.610+03:00,200,,0.4.4
93,on,275970,1777556645553031000,2026-04-30T16:44:05.649+03:00,200,,0.4.4
94,off,278834,1777556648415009000,2026-04-30T16:44:08.501+03:00,200,,0.4.4
95,on,282008,1777556651587305000,2026-04-30T16:44:11.682+03:00,200,,0.4.4
96,off,285104,1777556654685284000,2026-04-30T16:44:14.809+03:00,200,,0.4.4
97,on,288215,1777556657798013000,2026-04-30T16:44:17.934+03:00,200,,0.4.4
98,off,291248,1777556660826359000,2026-04-30T16:44:20.908+03:00,200,,0.4.4
99,on,294147,1777556663730004000,2026-04-30T16:44:23.819+03:00,200,,0.4.4
100,off,297341,1777556666928895000,2026-04-30T16:44:27.019+03:00,200,,0.4.4
