command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777554956616507000,2026-04-30T16:15:56.696+03:00,200,,0.4.4
2,off,2965,1777554959586583000,2026-04-30T16:15:59.664+03:00,200,,0.4.4
3,on,5835,1777554962455366000,2026-04-30T16:16:02.537+03:00,200,,0.4.4
4,off,9084,1777554965705561000,2026-04-30T16:16:05.790+03:00,200,,0.4.4
5,on,11859,1777554968475947000,2026-04-30T16:16:08.569+03:00,200,,0.4.4
6,off,14787,1777554971408581000,2026-04-30T16:16:11.495+03:00,200,,0.4.4
7,on,17696,1777554974314525000,2026-04-30T16:16:14.398+03:00,200,,0.4.4
8,off,20492,1777554977113548000,2026-04-30T16:16:17.198+03:00,200,,0.4.4
9,on,23390,1777554980011534000,2026-04-30T16:16:20.099+03:00,200,,0.4.4
10,off,26351,1777554982971971000,2026-04-30T16:16:23.057+03:00,200,,0.4.4
11,on,29164,1777554985781784000,2026-04-30T16:16:25.863+03:00,200,,0.4.4
12,off,31950,1777554988571226000,2026-04-30T16:16:28.655+03:00,200,,0.4.4
13,on,35033,1777554991651952000,2026-04-30T16:16:31.775+03:00,200,,0.4.4
14,off,37997,1777554994618160000,2026-04-30T16:16:34.701+03:00,200,,0.4.4
15,on,40987,1777554997604888000,2026-04-30T16:16:37.688+03:00,200,,0.4.4
16,off,43763,1777555000381192000,2026-04-30T16:16:40.470+03:00,200,,0.4.4
17,on,46979,1777555003600500000,2026-04-30T16:16:43.682+03:00,200,,0.4.4
18,off,50193,1777555006814488000,2026-04-30T16:16:46.903+03:00,200,,0.4.4
19,on,53216,1777555009834937000,2026-04-30T16:16:49.940+03:00,200,,0.4.4
20,off,56425,1777555013046124000,2026-04-30T16:16:53.138+03:00,200,,0.4.4
21,on,59218,1777555015839530000,2026-04-30T16:16:55.924+03:00,200,,0.4.4
22,off,62319,1777555018937679000,2026-04-30T16:16:59.024+03:00,200,,0.4.4
23,on,65244,1777555021865476000,2026-04-30T16:17:01.955+03:00,200,,0.4.4
24,off,68001,1777555024621821000,2026-04-30T16:17:04.715+03:00,200,,0.4.4
25,on,71239,1777555027860489000,2026-04-30T16:17:07.942+03:00,200,,0.4.4
26,off,74348,1777555030969481000,2026-04-30T16:17:11.067+03:00,200,,0.4.4
27,on,77373,1777555033994470000,2026-04-30T16:17:14.104+03:00,200,,0.4.4
28,off,80435,1777555037054406000,2026-04-30T16:17:17.156+03:00,200,,0.4.4
29,on,83310,1777555039926858000,2026-04-30T16:17:20.018+03:00,200,,0.4.4
30,off,86279,1777555042900446000,2026-04-30T16:17:22.987+03:00,200,,0.4.4
31,on,89518,1777555046139457000,2026-04-30T16:17:26.225+03:00,200,,0.4.4
32,off,92684,1777555049305052000,2026-04-30T16:17:29.396+03:00,200,,0.4.4
33,on,95434,1777555052055140000,2026-04-30T16:17:32.136+03:00,200,,0.4.4
34,off,98336,1777555054955288000,2026-04-30T16:17:35.038+03:00,200,,0.4.4
35,on,101446,1777555058066581000,2026-04-30T16:17:38.164+03:00,200,,0.4.4
36,off,104306,1777555060927423000,2026-04-30T16:17:41.009+03:00,200,,0.4.4
37,on,107340,1777555063958694000,2026-04-30T16:17:44.041+03:00,200,,0.4.4
38,off,110363,1777555066983254000,2026-04-30T16:17:47.092+03:00,200,,0.4.4
39,on,113503,1777555070121673000,2026-04-30T16:17:50.215+03:00,200,,0.4.4
40,off,116393,1777555073009631000,2026-04-30T16:17:53.095+03:00,200,,0.4.4
41,on,119215,1777555075831584000,2026-04-30T16:17:55.937+03:00,200,,0.4.4
42,off,122280,1777555078900767000,2026-04-30T16:17:58.996+03:00,200,,0.4.4
43,on,125043,1777555081659690000,2026-04-30T16:18:01.789+03:00,200,,0.4.4
44,off,128137,1777555084753398000,2026-04-30T16:18:04.836+03:00,200,,0.4.4
45,on,130944,1777555087562307000,2026-04-30T16:18:07.655+03:00,200,,0.4.4
46,off,133791,1777555090409258000,2026-04-30T16:18:10.492+03:00,200,,0.4.4
47,on,136561,1777555093180542000,2026-04-30T16:18:13.262+03:00,200,,0.4.4
48,off,139323,1777555095943686000,2026-04-30T16:18:16.029+03:00,200,,0.4.4
49,on,142562,1777555099183273000,2026-04-30T16:18:19.265+03:00,200,,0.4.4
50,off,145319,1777555101940410000,2026-04-30T16:18:22.031+03:00,200,,0.4.4
51,on,148350,1777555104971237000,2026-04-30T16:18:25.053+03:00,200,,0.4.4
52,off,151472,1777555108088351000,2026-04-30T16:18:28.184+03:00,200,,0.4.4
53,on,154656,1777555111275295000,2026-04-30T16:18:31.358+03:00,200,,0.4.4
54,off,157646,1777555114263572000,2026-04-30T16:18:34.357+03:00,200,,0.4.4
55,on,160692,1777555117313151000,2026-04-30T16:18:37.399+03:00,200,,0.4.4
56,off,163759,1777555120380353000,2026-04-30T16:18:40.522+03:00,200,,0.4.4
57,on,166629,1777555123249717000,2026-04-30T16:18:43.330+03:00,200,,0.4.4
58,off,169726,1777555126342494000,2026-04-30T16:18:46.428+03:00,200,,0.4.4
59,on,172848,1777555129467840000,2026-04-30T16:18:49.610+03:00,200,,0.4.4
60,off,175848,1777555132465353000,2026-04-30T16:18:52.545+03:00,200,,0.4.4
61,on,178634,1777555135254752000,2026-04-30T16:18:55.337+03:00,200,,0.4.4
62,off,181760,1777555138377624000,2026-04-30T16:18:58.464+03:00,200,,0.4.4
