command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777565050435460000,2026-04-30T19:04:10.520+03:00,200,,0.4.5
2,off,2977,1777565053417557000,2026-04-30T19:04:13.507+03:00,200,,0.4.5
3,on,6037,1777565056473927000,2026-04-30T19:04:16.564+03:00,200,,0.4.5
4,off,8966,1777565059402912000,2026-04-30T19:04:19.496+03:00,200,,0.4.5
5,on,12142,1777565062577698000,2026-04-30T19:04:22.662+03:00,200,,0.4.5
6,off,15069,1777565065509566000,2026-04-30T19:04:25.620+03:00,200,,0.4.5
7,on,17839,1777565068279567000,2026-04-30T19:04:28.374+03:00,200,,0.4.5
8,off,21046,1777565071485767000,2026-04-30T19:04:31.577+03:00,200,,0.4.5
9,on,24138,1777565074576664000,2026-04-30T19:04:34.691+03:00,200,,0.4.5
10,off,27058,1777565077497456000,2026-04-30T19:04:37.595+03:00,200,,0.4.5
11,on,29870,1777565080310477000,2026-04-30T19:04:40.395+03:00,200,,0.4.5
12,off,32620,1777565083060500000,2026-04-30T19:04:43.156+03:00,200,,0.4.5
13,on,35434,1777565085874492000,2026-04-30T19:04:45.959+03:00,200,,0.4.5
14,off,38234,1777565088670189000,2026-04-30T19:04:48.751+03:00,200,,0.4.5
15,on,41247,1777565091683646000,2026-04-30T19:04:51.767+03:00,200,,0.4.5
16,off,44185,1777565094625451000,2026-04-30T19:04:54.718+03:00,200,,0.4.5
17,on,47337,1777565097774384000,2026-04-30T19:04:57.860+03:00,200,,0.4.5
18,off,50177,1777565100616255000,2026-04-30T19:05:00.698+03:00,200,,0.4.5
19,on,53141,1777565103580245000,2026-04-30T19:05:03.665+03:00,200,,0.4.5
20,off,56267,1777565106707462000,2026-04-30T19:05:08.401+03:00,200,,0.4.5
21,on,59073,1777565109513476000,2026-04-30T19:05:09.598+03:00,200,,0.4.5
22,off,62286,1777565112726440000,2026-04-30T19:05:12.822+03:00,200,,0.4.5
23,on,65260,1777565115700438000,2026-04-30T19:05:15.795+03:00,200,,0.4.5
24,off,68134,1777565118571169000,2026-04-30T19:05:18.658+03:00,200,,0.4.5
25,on,71365,1777565121800860000,2026-04-30T19:05:21.892+03:00,200,,0.4.5
26,off,74156,1777565124592197000,2026-04-30T19:05:24.701+03:00,200,,0.4.5
27,on,77340,1777565127777511000,2026-04-30T19:05:27.861+03:00,200,,0.4.5
28,off,80358,1777565130793706000,2026-04-30T19:05:30.915+03:00,200,,0.4.5
