pi_rx_time_ns,address,name,rssi,company_id,version,node_num,exp_code,seq,t_local_us,raw_hex,pipeline_version
1777624675253389000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,1,4421012,02015733424c0100000094754300,0.4.6
1777624678286895000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,2,7449002,02015733424c02000000aaa97100,0.4.6
1777624681582942000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,3,10658003,02015733424c03000000d3a0a200,0.4.6
1777624684254943000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,4,13470003,02015733424c040000003389cd00,0.4.6
1777624687312575000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,5,16484003,02015733424c05000000a386fb00,0.4.6
1777624690300090000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,6,19466003,02015733424c0600000013072901,0.4.6
1777624693297137000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,7,22555003,02015733424c070000007b295801,0.4.6
1777624696269323000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,8,25483003,02015733424c08000000fbd68401,0.4.6
1777624699252363000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,9,28326003,02015733424c090000007338b001,0.4.6
1777624702250655000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,10,31509003,02015733424c0a0000000bcae001,0.4.6
1777624705578245000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,11,34658003,02015733424c0b000000d3d61002,0.4.6
1777624711278385000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,13,40493003,02015733424c0d000000cbdf6902,0.4.6
1777624714587018000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,14,43719002,02015733424c0e0000005a199b02,0.4.6
1777624717580308000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,15,46746002,02015733424c0f0000009249c902,0.4.6
1777624723858419000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,17,52887002,02015733424c11000000dafd2603,0.4.6
1777624726556142000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,18,55729003,02015733424c120000006b5b5203,0.4.6
1777624729572956000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,19,58747002,02015733424c130000007a688003,0.4.6
1777624732558231000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,20,61587003,02015733424c140000003bbeab03,0.4.6
1777624735259656000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,21,64383003,02015733424c150000001b68d603,0.4.6
1777624738292760000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,22,67414003,02015733424c16000000f3a70404,0.4.6
1777624740958174000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,23,70213002,02015733424c170000008a5d2f04,0.4.6
1777624744269170000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,24,73307002,02015733424c180000007a935e04,0.4.6
1777624747264257000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,25,76470002,02015733424c19000000f2d68e04,0.4.6
1777624750572437000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,26,79697002,02015733424c1a0000006a14c004,0.4.6
1777624753582622000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W3BL,27,82748003,02015733424c1b00000063a2ee04,0.4.6
1777624756874313000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W3BL,28,85997003,02015733424c1c000000cb352005,0.4.6
