command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777810965631593000,2026-05-03T15:22:45.720+03:00,200,,0.4.7
2,off,2831,1777810968467666000,2026-05-03T15:22:48.537+03:00,200,,0.4.7
3,on,5689,1777810971325708000,2026-05-03T15:22:51.393+03:00,200,,0.4.7
4,off,8472,1777810974106243000,2026-05-03T15:22:54.185+03:00,200,,0.4.7
5,on,11511,1777810977146397000,2026-05-03T15:22:57.226+03:00,200,,0.4.7
6,off,14502,1777810980138022000,2026-05-03T15:23:00.218+03:00,200,,0.4.7
7,on,17690,1777810983321784000,2026-05-03T15:23:03.401+03:00,200,,0.4.7
8,off,20895,1777810986531593000,2026-05-03T15:23:06.610+03:00,200,,0.4.7
9,on,23917,1777810989553594000,2026-05-03T15:23:09.653+03:00,200,,0.4.7
10,off,26947,1777810992580060000,2026-05-03T15:23:17.811+03:00,200,,0.4.7
11,on,29833,1777810997812754000,2026-05-03T15:23:17.894+03:00,200,,0.4.7
12,off,33005,1777810998641561000,2026-05-03T15:23:18.718+03:00,200,,0.4.7
13,on,35840,1777811001476545000,2026-05-03T15:23:21.550+03:00,200,,0.4.7
14,off,38984,1777811004620090000,2026-05-03T15:23:24.693+03:00,200,,0.4.7
15,on,41796,1777811007432519000,2026-05-03T15:23:27.520+03:00,200,,0.4.7
16,off,44804,1777811010440527000,2026-05-03T15:23:30.532+03:00,200,,0.4.7
17,on,47566,1777811013200376000,2026-05-03T15:23:33.281+03:00,200,,0.4.7
18,off,50688,1777811016327647000,2026-05-03T15:23:36.406+03:00,200,,0.4.7
19,on,53521,1777811019159329000,2026-05-03T15:23:39.237+03:00,200,,0.4.7
20,off,56327,1777811021968479000,2026-05-03T15:23:42.046+03:00,200,,0.4.7
21,on,59423,1777811025061102000,2026-05-03T15:23:45.159+03:00,200,,0.4.7
22,off,62653,1777811028292502000,2026-05-03T15:23:48.374+03:00,200,,0.4.7
23,on,65795,1777811031434600000,2026-05-03T15:23:51.510+03:00,200,,0.4.7
24,off,68700,1777811034332440000,2026-05-03T15:23:54.423+03:00,200,,0.4.7
25,on,71949,1777811037584089000,2026-05-03T15:23:57.663+03:00,200,,0.4.7
26,off,74859,1777811040492554000,2026-05-03T15:24:00.571+03:00,200,,0.4.7
27,on,78093,1777811043726069000,2026-05-03T15:24:03.804+03:00,200,,0.4.7
28,off,81086,1777811046725595000,2026-05-03T15:24:06.844+03:00,200,,0.4.7
29,on,84224,1777811049860573000,2026-05-03T15:24:09.952+03:00,200,,0.4.7
30,off,87079,1777811052720386000,2026-05-03T15:24:12.796+03:00,200,,0.4.7
31,on,89910,1777811055541895000,2026-05-03T15:24:15.616+03:00,200,,0.4.7
32,off,93136,1777811058775507000,2026-05-03T15:24:18.862+03:00,200,,0.4.7
33,on,96314,1777811061949794000,2026-05-03T15:24:22.028+03:00,200,,0.4.7
34,off,99095,1777811064736324000,2026-05-03T15:24:24.825+03:00,200,,0.4.7
35,on,102181,1777811067822331000,2026-05-03T15:24:27.899+03:00,200,,0.4.7
36,off,105026,1777811070667312000,2026-05-03T15:24:30.754+03:00,200,,0.4.7
37,on,108233,1777811073871181000,2026-05-03T15:24:33.957+03:00,200,,0.4.7
