type,seq,exp,trigger,t_local_us,wifi_rssi
event,1,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,371244527,-39
event,2,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,371732697,-43
event,3,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,372233056,-36
event,4,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,372733077,-36
event,5,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,373233130,-44
event,6,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,373733079,-39
event,7,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,374233079,-44
event,8,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,374733096,-35
event,9,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,375233098,-44
event,10,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,375733039,-44
event,11,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,376233098,-36
event,12,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,376733115,-44
event,13,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,377233133,-44
event,14,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,377733114,-36
event,15,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,378233073,-43
event,16,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,378733112,-41
event,17,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,379233073,-36
event,18,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,379733086,-44
event,19,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,380233115,-40
event,20,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,380733081,-41
event,21,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,381233075,-40
event,22,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,381733114,-43
event,23,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,382233056,-43
event,24,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,382733117,-45
event,25,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,383233113,-44
event,26,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,383733063,-39
event,27,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,384233053,-36
event,28,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,384733113,-37
event,29,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,385233062,-36
event,30,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,385733086,-39
event,31,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,386233076,-44
event,32,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,386733115,-43
event,33,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,387233132,-35
event,34,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,387733057,-44
event,35,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,388233095,-44
event,36,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,388733068,-36
event,37,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,389233094,-41
event,38,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,389733057,-41
event,39,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,390233089,-34
event,40,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,390733055,-40
event,41,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,391233093,-40
event,42,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,391733071,-39
event,43,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,392233108,-45
event,44,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,392733092,-34
event,45,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,393232680,-41
event,46,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,393733060,-43
event,47,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,394232714,-43
event,48,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,394733061,-45
event,49,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,395232658,-36
event,50,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,395733081,-33
event,51,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,396233083,-38
event,52,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,396733070,-43
event,53,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,397233092,-44
event,54,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,397733110,-44
event,55,W2_wifi_periodic_500ms_quiet_telemetry_v2_rep3,periodic,398233093,-44
