command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777809505695507000,2026-05-03T14:58:25.783+03:00,200,,0.4.7
2,off,2831,1777809508529199000,2026-05-03T14:58:28.607+03:00,200,,0.4.7
3,on,5689,1777809511389579000,2026-05-03T14:58:31.463+03:00,200,,0.4.7
4,off,8472,1777809514172560000,2026-05-03T14:58:34.243+03:00,200,,0.4.7
5,on,11511,1777809517208352000,2026-05-03T14:58:37.302+03:00,200,,0.4.7
6,off,14502,1777809520201687000,2026-05-03T14:58:40.289+03:00,200,,0.4.7
7,on,17690,1777809523390136000,2026-05-03T14:58:43.476+03:00,200,,0.4.7
8,off,20895,1777809526594405000,2026-05-03T14:58:46.673+03:00,200,,0.4.7
9,on,23917,1777809529613604000,2026-05-03T14:58:49.741+03:00,200,,0.4.7
10,off,26947,1777809532642772000,2026-05-03T14:58:52.734+03:00,200,,0.4.7
11,on,29833,1777809535529189000,2026-05-03T14:58:55.607+03:00,200,,0.4.7
12,off,33005,1777809538702948000,2026-05-03T14:58:58.779+03:00,200,,0.4.7
13,on,35840,1777809541540065000,2026-05-03T14:59:01.645+03:00,200,,0.4.7
14,off,38984,1777809544684400000,2026-05-03T14:59:04.763+03:00,200,,0.4.7
15,on,41796,1777809547496174000,2026-05-03T14:59:07.583+03:00,200,,0.4.7
16,off,44804,1777809550501000000,2026-05-03T14:59:10.578+03:00,200,,0.4.7
17,on,47566,1777809553266400000,2026-05-03T14:59:13.356+03:00,200,,0.4.7
18,off,50688,1777809556385808000,2026-05-03T14:59:16.465+03:00,200,,0.4.7
19,on,53521,1777809559221426000,2026-05-03T14:59:19.297+03:00,200,,0.4.7
20,off,56327,1777809562025934000,2026-05-03T14:59:22.113+03:00,200,,0.4.7
21,on,59423,1777809565123390000,2026-05-03T14:59:25.215+03:00,200,,0.4.7
22,off,62653,1777809568353379000,2026-05-03T14:59:28.433+03:00,200,,0.4.7
23,on,65795,1777809571492499000,2026-05-03T14:59:31.592+03:00,200,,0.4.7
24,off,68700,1777809574396103000,2026-05-03T14:59:34.474+03:00,200,,0.4.7
25,on,71949,1777809577647478000,2026-05-03T14:59:37.737+03:00,200,,0.4.7
26,off,74859,1777809580556570000,2026-05-03T14:59:40.633+03:00,200,,0.4.7
27,on,78093,1777809583790863000,2026-05-03T14:59:43.870+03:00,200,,0.4.7
28,off,81086,1777809586786300000,2026-05-03T14:59:46.866+03:00,200,,0.4.7
29,on,84224,1777809589922741000,2026-05-03T14:59:50.002+03:00,200,,0.4.7
30,off,87079,1777809592777053000,2026-05-03T14:59:52.853+03:00,200,,0.4.7
31,on,89910,1777809595607176000,2026-05-03T14:59:55.696+03:00,200,,0.4.7
32,off,93136,1777809598836266000,2026-05-03T14:59:58.914+03:00,200,,0.4.7
33,on,96314,1777809602013167000,2026-05-03T15:00:02.092+03:00,200,,0.4.7
34,off,99095,1777809604792786000,2026-05-03T15:00:04.880+03:00,200,,0.4.7
35,on,102181,1777809607880701000,2026-05-03T15:00:07.972+03:00,200,,0.4.7
36,off,105026,1777809610725654000,2026-05-03T15:00:10.806+03:00,200,,0.4.7
37,on,108233,1777809613933212000,2026-05-03T15:00:14.013+03:00,200,,0.4.7
38,off,111258,1777809616958199000,2026-05-03T15:00:17.052+03:00,200,,0.4.7
39,on,114128,1777809619827137000,2026-05-03T15:00:19.917+03:00,200,,0.4.7
40,off,116930,1777809622630184000,2026-05-03T15:00:22.709+03:00,200,,0.4.7
41,on,119907,1777809625607220000,2026-05-03T15:00:25.690+03:00,200,,0.4.7
42,off,123154,1777809628854196000,2026-05-03T15:00:28.931+03:00,200,,0.4.7
