pi_rx_time_ns,topic,type,node,protocol,exp,boot_id,seq,trigger,t_local_us,wifi_rssi,rtt_us,old_state,new_state,ha_time,event_id,ha_context_id,mqtt_retain,pipeline_version
1777809505784217000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_baseline_ch9,,0,state_changed,0,,,off,on,2026-05-03T14:52:15.921266+03:00,01KQPTX676G5NMTJC8RRY0W1ZN,01KQPTX676G5NMTJC8RRY0W1ZN,0,0.4.7
1777809508604653000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_baseline_ch9,,0,state_changed,0,,,on,off,2026-05-03T14:52:18.746989+03:00,01KQPTX8ZV50QDFVG8C5S3SKJR,01KQPTX8ZV50QDFVG8C5S3SKJR,0,0.4.7
1777809511462490000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_baseline_ch9,,0,state_changed,0,,,off,on,2026-05-03T14:52:21.600862+03:00,01KQPTXBS66B24X19KV7F2168D,01KQPTXBS66B24X19KV7F2168D,0,0.4.7
1777809514242080000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_baseline_ch9,,0,state_changed,0,,,on,off,2026-05-03T14:52:24.380865+03:00,01KQPTXEG5QK8HKCJKP7B4F7ZQ,01KQPTXEG5QK8HKCJKP7B4F7ZQ,0,0.4.7
1777809517300179000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_baseline_ch9,,0,state_changed,0,,,off,on,2026-05-03T14:52:27.431411+03:00,01KQPTXHF2Q8RKRTVZ62R8PDYX,01KQPTXHF2Q8RKRTVZ62R8PDYX,0,0.4.7
1777809520287338000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_baseline_ch9,,0,state_changed,0,,,on,off,2026-05-03T14:52:30.420242+03:00,01KQPTXMCK48YYPYXZF9WB43JF,01KQPTXMCK48YYPYXZF9WB43JF,0,0.4.7
1777809523474495000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_baseline_ch9,,0,state_changed,0,,,off,on,2026-05-03T14:52:33.607392+03:00,01KQPTXQG7FYQ17YY3G4NN8TQR,01KQPTXQG7FYQ17YY3G4NN8TQR,0,0.4.7
1777809526670169000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_baseline_ch9,,0,state_changed,0,,,on,off,2026-05-03T14:52:36.810238+03:00,01KQPTXTMCQ5VS5KSB822DNGDC,01KQPTXTMCQ5VS5KSB822DNGDC,0,0.4.7
1777809529733074000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_baseline_ch9,,0,state_changed,0,,,off,on,2026-05-03T14:52:39.869106+03:00,01KQPTXXJPQ7WMKWRQ5HBC17NW,01KQPTXXJPQ7WMKWRQ5HBC17NW,0,0.4.7
1777809532731011000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_baseline_ch9,,0,state_changed,0,,,on,off,2026-05-03T14:52:42.861906+03:00,01KQPTY0HCS9XWTF19P20DRVES,01KQPTY0HCS9XWTF19P20DRVES,0,0.4.7
1777809535603912000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_baseline_ch9,,0,state_changed,0,,,off,on,2026-05-03T14:52:45.746454+03:00,01KQPTY3BMJQWK6JKW194MSYX4,01KQPTY3BMJQWK6JKW194MSYX4,0,0.4.7
