type,seq,exp,t_local_us,bus_v,shunt_mV,current_mA,power_mW,wifi_rssi
power_sample,811,W2_wifi_idle_quiet_ctrl_v1,83280482,5.051250,5.125000,64.293121,324.885498,-27
power_sample,812,W2_wifi_idle_quiet_ctrl_v1,83380434,5.048750,5.720000,64.293121,324.885498,-27
power_sample,813,W2_wifi_idle_quiet_ctrl_v1,83480454,4.957500,14.785000,64.195419,725.496155,-29
power_sample,814,W2_wifi_idle_quiet_ctrl_v1,83580503,5.050000,5.202500,64.488548,324.885498,-29
power_sample,815,W2_wifi_idle_quiet_ctrl_v1,83680503,5.048750,5.460000,64.390839,324.885498,-27
power_sample,816,W2_wifi_idle_quiet_ctrl_v1,83780503,5.050000,6.300000,64.293121,320.000000,-27
power_sample,817,W2_wifi_idle_quiet_ctrl_v1,83880453,5.050000,4.940000,64.879387,327.328247,-29
power_sample,818,W2_wifi_idle_quiet_ctrl_v1,83980447,5.047500,5.010000,64.488548,324.885498,-27
power_sample,819,W2_wifi_idle_quiet_ctrl_v1,84080481,5.048750,5.887500,64.293121,324.885498,-27
power_sample,820,W2_wifi_idle_quiet_ctrl_v1,84180451,5.042500,5.080000,75.138924,327.328247,-29
power_sample,821,W2_wifi_idle_quiet_ctrl_v1,84280422,5.052500,5.085000,64.683968,327.328247,-29
power_sample,822,W2_wifi_idle_quiet_ctrl_v1,84380484,5.048750,5.765000,64.488548,324.885498,-29
power_sample,823,W2_wifi_idle_quiet_ctrl_v1,84480497,4.883750,14.349999,148.909912,703.511414,-28
power_sample,824,W2_wifi_idle_quiet_ctrl_v1,84580433,5.050000,5.095000,64.781670,327.328247,-28
power_sample,825,W2_wifi_idle_quiet_ctrl_v1,84680464,5.048750,5.350000,64.586258,324.885498,-28
power_sample,826,W2_wifi_idle_quiet_ctrl_v1,84780434,5.047500,6.172500,64.488548,312.671753,-27
power_sample,827,W2_wifi_idle_quiet_ctrl_v1,84880482,5.048750,5.082500,65.074806,327.328247,-29
power_sample,828,W2_wifi_idle_quiet_ctrl_v1,84980465,5.047500,4.955000,64.879387,327.328247,-29
power_sample,829,W2_wifi_idle_quiet_ctrl_v1,85080488,5.048750,5.887500,64.683968,327.328247,-29
power_sample,830,W2_wifi_idle_quiet_ctrl_v1,85180503,5.047500,5.147500,64.488548,332.213715,-27
power_sample,831,W2_wifi_idle_quiet_ctrl_v1,85280476,5.053750,5.090000,65.074806,327.328247,-30
power_sample,832,W2_wifi_idle_quiet_ctrl_v1,85380424,5.047500,5.500000,65.172516,327.328247,-27
power_sample,833,W2_wifi_idle_quiet_ctrl_v1,85480479,4.895000,13.905000,147.835098,688.854919,-28
power_sample,834,W2_wifi_idle_quiet_ctrl_v1,85580423,5.047500,5.077500,65.367935,332.213715,-27
power_sample,835,W2_wifi_idle_quiet_ctrl_v1,85680426,5.048750,5.152500,65.074806,327.328247,-29
power_sample,836,W2_wifi_idle_quiet_ctrl_v1,85780440,5.046250,6.000000,64.879387,327.328247,-30
power_sample,837,W2_wifi_idle_quiet_ctrl_v1,85880502,5.048750,5.205000,65.465645,332.213715,-27
power_sample,838,W2_wifi_idle_quiet_ctrl_v1,85980490,5.048750,5.080000,65.172516,327.328247,-29
power_sample,839,W2_wifi_idle_quiet_ctrl_v1,86080503,5.047500,5.745000,65.074806,327.328247,-29
power_sample,840,W2_wifi_idle_quiet_ctrl_v1,86180412,5.047500,6.532500,64.879387,332.213715,-27
power_sample,841,W2_wifi_idle_quiet_ctrl_v1,86280449,5.048750,5.197500,65.465645,332.213715,-29
power_sample,842,W2_wifi_idle_quiet_ctrl_v1,86380434,5.047500,5.477500,65.367935,327.328247,-27
power_sample,843,W2_wifi_idle_quiet_ctrl_v1,86480477,4.895000,14.387500,141.972519,725.496155,-29
power_sample,844,W2_wifi_idle_quiet_ctrl_v1,86580434,5.048750,4.960000,65.563362,332.213715,-27
power_sample,845,W2_wifi_idle_quiet_ctrl_v1,86680446,5.047500,5.072500,65.367935,327.328247,-28
power_sample,846,W2_wifi_idle_quiet_ctrl_v1,86780453,5.048750,6.022500,65.367935,327.328247,-29
power_sample,847,W2_wifi_idle_quiet_ctrl_v1,86880422,5.047500,5.137500,65.270226,332.213715,-29
power_sample,848,W2_wifi_idle_quiet_ctrl_v1,86980502,5.050000,5.212500,65.367935,327.328247,-30
power_sample,849,W2_wifi_idle_quiet_ctrl_v1,87080464,5.048750,5.780000,65.367935,327.328247,-30
power_sample,850,W2_wifi_idle_quiet_ctrl_v1,87180447,5.047500,6.515000,65.367935,332.213715,-27
power_sample,851,W2_wifi_idle_quiet_ctrl_v1,87280470,5.048750,5.165000,65.367935,332.213715,-27
power_sample,852,W2_wifi_idle_quiet_ctrl_v1,87380447,5.048750,5.382500,65.367935,327.328247,-33
power_sample,853,W2_wifi_idle_quiet_ctrl_v1,87480418,5.038750,6.177500,111.487015,312.671753,-27
power_sample,854,W2_wifi_idle_quiet_ctrl_v1,87580427,5.048750,5.147500,65.367935,332.213715,-29
power_sample,855,W2_wifi_idle_quiet_ctrl_v1,87680502,5.047500,5.042500,65.367935,327.328247,-27
power_sample,856,W2_wifi_idle_quiet_ctrl_v1,87780447,4.992500,14.117499,65.367935,327.328247,-30
power_sample,857,W2_wifi_idle_quiet_ctrl_v1,87880415,5.047500,5.200000,65.367935,332.213715,-27
power_sample,858,W2_wifi_idle_quiet_ctrl_v1,87980503,5.051250,5.132500,65.367935,332.213715,-27
power_sample,859,W2_wifi_idle_quiet_ctrl_v1,88080433,5.047500,5.587500,65.563362,332.213715,-27
power_sample,860,W2_wifi_idle_quiet_ctrl_v1,88180471,5.047500,6.527500,65.367935,332.213715,-29
power_sample,861,W2_wifi_idle_quiet_ctrl_v1,88280448,5.048750,5.107500,65.465645,332.213715,-27
power_sample,862,W2_wifi_idle_quiet_ctrl_v1,88380426,5.047500,5.165000,65.367935,327.328247,-29
power_sample,863,W2_wifi_idle_quiet_ctrl_v1,88480453,5.040000,6.115000,100.152664,312.671753,-27
power_sample,864,W2_wifi_idle_quiet_ctrl_v1,88580427,5.048750,5.162500,65.465645,332.213715,-28
power_sample,865,W2_wifi_idle_quiet_ctrl_v1,88680464,5.048750,5.122500,65.270226,327.328247,-29
power_sample,866,W2_wifi_idle_quiet_ctrl_v1,88780483,4.882500,13.637500,141.972519,691.297729,-27
power_sample,867,W2_wifi_idle_quiet_ctrl_v1,88880445,5.048750,6.560000,65.367935,332.213715,-27
power_sample,868,W2_wifi_idle_quiet_ctrl_v1,88980434,5.048750,5.217500,65.465645,332.213715,-29
power_sample,869,W2_wifi_idle_quiet_ctrl_v1,89080445,5.047500,5.490000,65.465645,332.213715,-29
power_sample,870,W2_wifi_idle_quiet_ctrl_v1,89180446,5.046250,6.332500,65.367935,320.000000,-27
power_sample,871,W2_wifi_idle_quiet_ctrl_v1,89280433,5.047500,4.965000,65.661064,332.213715,-29
power_sample,872,W2_wifi_idle_quiet_ctrl_v1,89380477,5.048750,5.142500,65.661064,332.213715,-27
power_sample,873,W2_wifi_idle_quiet_ctrl_v1,89480479,5.045000,6.002500,65.465645,332.213715,-27
power_sample,874,W2_wifi_idle_quiet_ctrl_v1,89580424,5.047500,5.060000,65.661064,332.213715,-29
power_sample,875,W2_wifi_idle_quiet_ctrl_v1,89680502,5.048750,5.200000,65.563362,332.213715,-29
power_sample,876,W2_wifi_idle_quiet_ctrl_v1,89780479,4.891250,13.235000,148.421356,725.496155,-29
power_sample,877,W2_wifi_idle_quiet_ctrl_v1,89880445,5.047500,6.550000,65.465645,332.213715,-35
power_sample,878,W2_wifi_idle_quiet_ctrl_v1,89980434,5.047500,5.147500,65.465645,332.213715,-29
power_sample,879,W2_wifi_idle_quiet_ctrl_v1,90080415,5.047500,5.350000,65.465645,332.213715,-27
power_sample,880,W2_wifi_idle_quiet_ctrl_v1,90180434,5.047500,6.245000,65.270226,315.114502,-29
power_sample,881,W2_wifi_idle_quiet_ctrl_v1,90280502,5.046250,4.932500,65.465645,332.213715,-29
power_sample,882,W2_wifi_idle_quiet_ctrl_v1,90380465,5.047500,4.950000,65.465645,332.213715,-29
power_sample,883,W2_wifi_idle_quiet_ctrl_v1,90480477,5.047500,5.882500,65.465645,332.213715,-29
power_sample,884,W2_wifi_idle_quiet_ctrl_v1,90580427,5.047500,5.110000,65.465645,332.213715,-29
power_sample,885,W2_wifi_idle_quiet_ctrl_v1,90680464,5.051250,5.042500,65.465645,332.213715,-35
power_sample,886,W2_wifi_idle_quiet_ctrl_v1,90780504,4.895000,13.182500,143.829010,703.511414,-27
power_sample,887,W2_wifi_idle_quiet_ctrl_v1,90880445,5.047500,6.507500,65.465645,332.213715,-27
power_sample,888,W2_wifi_idle_quiet_ctrl_v1,90980446,5.047500,5.065000,65.563362,332.213715,-29
power_sample,889,W2_wifi_idle_quiet_ctrl_v1,91080516,5.047500,5.332500,65.465645,332.213715,-27
power_sample,890,W2_wifi_idle_quiet_ctrl_v1,91180471,5.047500,6.150000,65.465645,312.671753,-29
power_sample,891,W2_wifi_idle_quiet_ctrl_v1,91280446,5.047500,5.120000,65.465645,332.213715,-27
power_sample,892,W2_wifi_idle_quiet_ctrl_v1,91380503,5.047500,4.915000,65.563362,332.213715,-27
power_sample,893,W2_wifi_idle_quiet_ctrl_v1,91480503,5.047500,5.802500,65.563362,332.213715,-27
power_sample,894,W2_wifi_idle_quiet_ctrl_v1,91580484,5.047500,5.120000,65.465645,332.213715,-27
power_sample,895,W2_wifi_idle_quiet_ctrl_v1,91680423,5.047500,5.132500,65.465645,332.213715,-27
power_sample,896,W2_wifi_idle_quiet_ctrl_v1,91780485,5.033750,5.475000,126.241219,637.557251,-27
power_sample,897,W2_wifi_idle_quiet_ctrl_v1,91880426,5.047500,6.302500,65.661064,320.000000,-28
power_sample,898,W2_wifi_idle_quiet_ctrl_v1,91980424,5.046250,4.900000,65.367935,332.213715,-30
power_sample,899,W2_wifi_idle_quiet_ctrl_v1,92080550,4.868750,13.505000,147.932816,720.610657,-27
power_sample,900,W2_wifi_idle_quiet_ctrl_v1,92180488,4.877500,14.327499,148.812210,703.511414,-29
power_sample,901,W2_wifi_idle_quiet_ctrl_v1,92280484,5.048750,5.080000,65.172516,332.213715,-29
power_sample,902,W2_wifi_idle_quiet_ctrl_v1,92380478,5.051250,5.120000,65.270226,327.328247,-29
power_sample,903,W2_wifi_idle_quiet_ctrl_v1,92480454,5.047500,5.705000,65.563362,332.213715,-27
power_sample,904,W2_wifi_idle_quiet_ctrl_v1,92580478,5.047500,6.490000,65.661064,327.328247,-29
power_sample,905,W2_wifi_idle_quiet_ctrl_v1,92680454,5.047500,5.112500,65.172516,327.328247,-27
power_sample,906,W2_wifi_idle_quiet_ctrl_v1,92780414,5.037500,5.325000,117.447327,591.145020,-29
power_sample,907,W2_wifi_idle_quiet_ctrl_v1,92880454,5.047500,6.167500,65.465645,312.671753,-29
power_sample,908,W2_wifi_idle_quiet_ctrl_v1,92980448,5.047500,4.892500,65.172516,327.328247,-27
power_sample,909,W2_wifi_idle_quiet_ctrl_v1,93080480,4.885000,12.929999,125.557243,613.129761,-35
power_sample,910,W2_wifi_idle_quiet_ctrl_v1,93180427,5.048750,5.765000,65.270226,327.328247,-30
power_sample,911,W2_wifi_idle_quiet_ctrl_v1,93280503,5.047500,4.992500,65.563362,327.328247,-28
power_sample,912,W2_wifi_idle_quiet_ctrl_v1,93380465,5.053750,5.010000,64.879387,327.328247,-27
power_sample,913,W2_wifi_idle_quiet_ctrl_v1,93480454,5.048750,5.607500,65.172516,327.328247,-27
power_sample,914,W2_wifi_idle_quiet_ctrl_v1,93580447,5.050000,6.427500,65.367935,327.328247,-27
power_sample,915,W2_wifi_idle_quiet_ctrl_v1,93680464,5.048750,4.992500,64.683968,327.328247,-27
power_sample,916,W2_wifi_idle_quiet_ctrl_v1,93780473,5.048750,5.242500,64.977097,327.328247,-27
power_sample,917,W2_wifi_idle_quiet_ctrl_v1,93880433,5.048750,6.050000,65.270226,307.786255,-27
power_sample,918,W2_wifi_idle_quiet_ctrl_v1,93980427,5.050000,5.085000,64.586258,327.328247,-29
power_sample,919,W2_wifi_idle_quiet_ctrl_v1,94080439,4.891250,12.472500,147.737396,725.496155,-27
power_sample,920,W2_wifi_idle_quiet_ctrl_v1,94180465,5.048750,5.717500,64.977097,327.328247,-27
power_sample,921,W2_wifi_idle_quiet_ctrl_v1,94280465,5.050000,5.100000,65.270226,327.328247,-29
power_sample,922,W2_wifi_idle_quiet_ctrl_v1,94380434,5.048750,5.077500,64.586258,327.328247,-27
power_sample,923,W2_wifi_idle_quiet_ctrl_v1,94480412,5.048750,5.392500,64.879387,327.328247,-29
power_sample,924,W2_wifi_idle_quiet_ctrl_v1,94580466,5.050000,6.330000,64.977097,320.000000,-28
power_sample,925,W2_wifi_idle_quiet_ctrl_v1,94680426,5.048750,4.935000,64.390839,324.885498,-29
power_sample,926,W2_wifi_idle_quiet_ctrl_v1,94780424,5.048750,4.997500,64.488548,324.885498,-35
power_sample,927,W2_wifi_idle_quiet_ctrl_v1,94880464,5.048750,5.935000,64.683968,300.458008,-29
power_sample,928,W2_wifi_idle_quiet_ctrl_v1,94980459,5.048750,5.065000,64.293121,324.885498,-27
power_sample,929,W2_wifi_idle_quiet_ctrl_v1,95080444,4.898750,12.562500,143.340454,701.068726,-29
power_sample,930,W2_wifi_idle_quiet_ctrl_v1,95180465,5.050000,5.642500,64.586258,324.885498,-29
power_sample,931,W2_wifi_idle_quiet_ctrl_v1,95280449,5.047500,6.427500,64.781670,327.328247,-29
power_sample,932,W2_wifi_idle_quiet_ctrl_v1,95380432,5.048750,5.072500,64.293121,324.885498,-29
power_sample,933,W2_wifi_idle_quiet_ctrl_v1,95480425,5.050000,5.340000,64.390839,324.885498,-29
power_sample,934,W2_wifi_idle_quiet_ctrl_v1,95580500,5.050000,6.255000,64.586258,315.114502,-29
power_sample,935,W2_wifi_idle_quiet_ctrl_v1,95680465,5.048750,4.857500,64.488548,327.328247,-27
power_sample,936,W2_wifi_idle_quiet_ctrl_v1,95780478,5.050000,4.997500,64.293121,324.885498,-27
power_sample,937,W2_wifi_idle_quiet_ctrl_v1,95880426,5.050000,5.765000,64.488548,324.885498,-29
power_sample,938,W2_wifi_idle_quiet_ctrl_v1,95980427,5.050000,5.020000,64.683968,324.885498,-29
power_sample,939,W2_wifi_idle_quiet_ctrl_v1,96080464,5.023750,5.037500,138.454956,696.183228,-27
power_sample,940,W2_wifi_idle_quiet_ctrl_v1,96180460,5.051250,5.615000,64.390839,324.885498,-27
power_sample,941,W2_wifi_idle_quiet_ctrl_v1,96280447,5.050000,6.392500,64.488548,324.885498,-29
power_sample,942,W2_wifi_idle_quiet_ctrl_v1,96380446,5.050000,12.969999,64.195419,324.885498,-27
power_sample,943,W2_wifi_idle_quiet_ctrl_v1,96480415,5.050000,5.155000,64.293121,324.885498,-27
power_sample,944,W2_wifi_idle_quiet_ctrl_v1,96580484,5.050000,6.107500,64.293121,307.786255,-29
power_sample,945,W2_wifi_idle_quiet_ctrl_v1,96680445,5.050000,5.035000,64.195419,324.885498,-27
power_sample,946,W2_wifi_idle_quiet_ctrl_v1,96780427,5.050000,4.962500,64.293121,324.885498,-29
power_sample,947,W2_wifi_idle_quiet_ctrl_v1,96880470,5.050000,5.732500,64.293121,324.885498,-29
power_sample,948,W2_wifi_idle_quiet_ctrl_v1,96980466,5.051250,5.080000,64.390839,324.885498,-35
power_sample,949,W2_wifi_idle_quiet_ctrl_v1,97080490,4.880000,13.292500,150.668701,735.267151,-29
power_sample,950,W2_wifi_idle_quiet_ctrl_v1,97180474,5.048750,5.522500,64.488548,324.885498,-29
power_sample,951,W2_wifi_idle_quiet_ctrl_v1,97280503,5.051250,6.420000,64.293121,324.885498,-29
power_sample,952,W2_wifi_idle_quiet_ctrl_v1,97380427,5.050000,13.047500,107.578621,527.633606,-35
power_sample,953,W2_wifi_idle_quiet_ctrl_v1,97480502,5.051250,5.192500,64.195419,324.885498,-29
power_sample,954,W2_wifi_idle_quiet_ctrl_v1,97580427,5.050000,5.920000,64.293121,324.885498,-29
power_sample,955,W2_wifi_idle_quiet_ctrl_v1,97680426,5.050000,5.035000,64.195419,324.885498,-27
power_sample,956,W2_wifi_idle_quiet_ctrl_v1,97780471,5.051250,5.025000,63.999996,324.885498,-33
power_sample,957,W2_wifi_idle_quiet_ctrl_v1,97880426,5.050000,5.662500,64.195419,324.885498,-29
power_sample,958,W2_wifi_idle_quiet_ctrl_v1,97980434,5.050000,6.417500,64.293121,324.885498,-27
power_sample,959,W2_wifi_idle_quiet_ctrl_v1,98080498,5.045000,5.060000,64.195419,324.885498,-29
power_sample,960,W2_wifi_idle_quiet_ctrl_v1,98180450,5.050000,5.357500,64.195419,324.885498,-29
power_sample,961,W2_wifi_idle_quiet_ctrl_v1,98280433,5.051250,6.165000,64.293121,312.671753,-34
power_sample,962,W2_wifi_idle_quiet_ctrl_v1,98380434,4.902500,12.304999,147.444260,725.496155,-30
power_sample,963,W2_wifi_idle_quiet_ctrl_v1,98480430,5.050000,4.920000,64.195419,324.885498,-29
power_sample,964,W2_wifi_idle_quiet_ctrl_v1,98580459,5.050000,5.807500,64.195419,324.885498,-27
power_sample,965,W2_wifi_idle_quiet_ctrl_v1,98680415,5.050000,5.022500,64.488548,324.885498,-29
power_sample,966,W2_wifi_idle_quiet_ctrl_v1,98780465,5.052500,5.055000,64.195419,324.885498,-27
power_sample,967,W2_wifi_idle_quiet_ctrl_v1,98880445,5.048750,5.650000,64.195419,324.885498,-29
power_sample,968,W2_wifi_idle_quiet_ctrl_v1,98980447,5.050000,6.415000,64.195419,324.885498,-29
power_sample,969,W2_wifi_idle_quiet_ctrl_v1,99080411,5.045000,5.020000,64.195419,324.885498,-27
power_sample,970,W2_wifi_idle_quiet_ctrl_v1,99180447,5.050000,5.260000,64.195419,324.885498,-27
power_sample,971,W2_wifi_idle_quiet_ctrl_v1,99280433,5.048750,6.102500,63.999996,307.786255,-29
power_sample,972,W2_wifi_idle_quiet_ctrl_v1,99380452,4.886250,12.497499,143.047318,701.068726,-28
power_sample,973,W2_wifi_idle_quiet_ctrl_v1,99480433,5.050000,4.887500,64.195419,324.885498,-29
power_sample,974,W2_wifi_idle_quiet_ctrl_v1,99580478,5.050000,5.767500,64.195419,324.885498,-27
power_sample,975,W2_wifi_idle_quiet_ctrl_v1,99680445,5.051250,5.087500,64.195419,324.885498,-27
power_sample,976,W2_wifi_idle_quiet_ctrl_v1,99780503,5.055000,5.030000,64.195419,324.885498,-27
power_sample,977,W2_wifi_idle_quiet_ctrl_v1,99880470,5.050000,5.547500,64.390839,324.885498,-27
power_sample,978,W2_wifi_idle_quiet_ctrl_v1,99980471,5.051250,6.400000,64.195419,324.885498,-27
power_sample,979,W2_wifi_idle_quiet_ctrl_v1,100080485,5.048750,5.005000,64.195419,324.885498,-28
power_sample,980,W2_wifi_idle_quiet_ctrl_v1,100180503,5.048750,5.222500,64.195419,324.885498,-29
power_sample,981,W2_wifi_idle_quiet_ctrl_v1,100280477,5.050000,6.030000,64.195419,305.343506,-27
power_sample,982,W2_wifi_idle_quiet_ctrl_v1,100380432,4.898750,5.100000,142.558762,715.725159,-29
power_sample,983,W2_wifi_idle_quiet_ctrl_v1,100480423,5.052500,5.105000,63.999996,324.885498,-29
power_sample,984,W2_wifi_idle_quiet_ctrl_v1,100580483,5.051250,5.660000,64.195419,324.885498,-27
power_sample,985,W2_wifi_idle_quiet_ctrl_v1,100680453,5.048750,6.422500,64.195419,324.885498,-29
power_sample,986,W2_wifi_idle_quiet_ctrl_v1,100780426,5.050000,5.122500,64.195419,324.885498,-29
power_sample,987,W2_wifi_idle_quiet_ctrl_v1,100880489,5.050000,5.407500,64.195419,324.885498,-27
power_sample,988,W2_wifi_idle_quiet_ctrl_v1,100980490,5.050000,6.312500,64.195419,320.000000,-28
power_sample,989,W2_wifi_idle_quiet_ctrl_v1,101080451,5.050000,4.897500,64.390839,324.885498,-29
power_sample,990,W2_wifi_idle_quiet_ctrl_v1,101180503,5.051250,5.052500,64.195419,324.885498,-30
power_sample,991,W2_wifi_idle_quiet_ctrl_v1,101280503,5.050000,5.930000,64.195419,300.458008,-28
power_sample,992,W2_wifi_idle_quiet_ctrl_v1,101380447,4.897500,5.012500,141.093124,720.610657,-29
power_sample,993,W2_wifi_idle_quiet_ctrl_v1,101480426,5.055000,5.072500,64.195419,324.885498,-30
power_sample,994,W2_wifi_idle_quiet_ctrl_v1,101580503,5.050000,5.665000,64.195419,324.885498,-27
power_sample,995,W2_wifi_idle_quiet_ctrl_v1,101680503,5.050000,8.702499,64.195419,427.480896,-27
power_sample,996,W2_wifi_idle_quiet_ctrl_v1,101780465,5.050000,5.125000,64.293121,324.885498,-29
power_sample,997,W2_wifi_idle_quiet_ctrl_v1,101880426,5.050000,5.287500,64.195419,324.885498,-29
power_sample,998,W2_wifi_idle_quiet_ctrl_v1,101980424,5.050000,6.115000,63.902290,312.671753,-27
power_sample,999,W2_wifi_idle_quiet_ctrl_v1,102080468,5.050000,4.922500,64.390839,324.885498,-27
power_sample,1000,W2_wifi_idle_quiet_ctrl_v1,102180416,5.050000,4.925000,64.195419,324.885498,-29
power_sample,1001,W2_wifi_idle_quiet_ctrl_v1,102280483,5.050000,5.785000,64.195419,324.885498,-27
power_sample,1002,W2_wifi_idle_quiet_ctrl_v1,102380447,5.043750,5.082500,75.334351,327.328247,-27
power_sample,1003,W2_wifi_idle_quiet_ctrl_v1,102480415,5.050000,5.072500,64.293121,324.885498,-29
power_sample,1004,W2_wifi_idle_quiet_ctrl_v1,102580427,5.050000,5.547500,64.390839,324.885498,-27
power_sample,1005,W2_wifi_idle_quiet_ctrl_v1,102680482,4.935000,14.747499,64.195419,725.496155,-29
power_sample,1006,W2_wifi_idle_quiet_ctrl_v1,102780483,5.051250,5.052500,64.390839,324.885498,-27
power_sample,1007,W2_wifi_idle_quiet_ctrl_v1,102880433,5.048750,5.165000,64.293121,324.885498,-27
power_sample,1008,W2_wifi_idle_quiet_ctrl_v1,102980424,5.051250,5.990000,64.293121,305.343506,-29
power_sample,1009,W2_wifi_idle_quiet_ctrl_v1,103080445,5.050000,5.162500,64.390839,324.885498,-27
power_sample,1010,W2_wifi_idle_quiet_ctrl_v1,103180466,5.048750,4.982500,64.293121,324.885498,-27
power_sample,1011,W2_wifi_idle_quiet_ctrl_v1,103280464,5.050000,5.692500,64.293121,324.885498,-29
power_sample,1012,W2_wifi_idle_quiet_ctrl_v1,103380477,5.045000,5.197500,65.954193,327.328247,-27
power_sample,1013,W2_wifi_idle_quiet_ctrl_v1,103480477,5.050000,5.097500,64.390839,324.885498,-29
power_sample,1014,W2_wifi_idle_quiet_ctrl_v1,103580500,5.048750,5.527500,64.293121,324.885498,-29
power_sample,1015,W2_wifi_idle_quiet_ctrl_v1,103680502,4.885000,14.264999,147.639694,701.068726,-29
power_sample,1016,W2_wifi_idle_quiet_ctrl_v1,103780416,5.050000,4.975000,64.488548,327.328247,-27
power_sample,1017,W2_wifi_idle_quiet_ctrl_v1,103880464,5.048750,5.080000,64.390839,324.885498,-30
power_sample,1018,W2_wifi_idle_quiet_ctrl_v1,103980465,5.048750,5.960000,64.293121,324.885498,-27
power_sample,1019,W2_wifi_idle_quiet_ctrl_v1,104080498,5.051250,5.205000,64.586258,327.328247,-28
power_sample,1020,W2_wifi_idle_quiet_ctrl_v1,104180434,5.052500,5.170000,64.488548,324.885498,-29
power_sample,1021,W2_wifi_idle_quiet_ctrl_v1,104280426,5.048750,5.730000,64.293121,324.885498,-29
power_sample,1022,W2_wifi_idle_quiet_ctrl_v1,104380434,5.048750,6.477500,64.293121,327.328247,-27
power_sample,1023,W2_wifi_idle_quiet_ctrl_v1,104480426,5.050000,5.172500,64.586258,327.328247,-29
power_sample,1024,W2_wifi_idle_quiet_ctrl_v1,104580503,5.050000,5.450000,64.390839,324.885498,-27
power_sample,1025,W2_wifi_idle_quiet_ctrl_v1,104680429,4.891250,14.007500,146.564865,696.183228,-33
power_sample,1026,W2_wifi_idle_quiet_ctrl_v1,104780424,5.048750,5.060000,64.879387,327.328247,-27
power_sample,1027,W2_wifi_idle_quiet_ctrl_v1,104880477,5.048750,5.060000,64.488548,324.885498,-29
power_sample,1028,W2_wifi_idle_quiet_ctrl_v1,104980493,5.048750,5.860000,64.390839,324.885498,-27
power_sample,1029,W2_wifi_idle_quiet_ctrl_v1,105080470,5.050000,5.082500,64.293121,327.328247,-27
power_sample,1030,W2_wifi_idle_quiet_ctrl_v1,105180484,5.051250,5.152500,64.683968,327.328247,-29
power_sample,1031,W2_wifi_idle_quiet_ctrl_v1,105280464,5.047500,5.705000,64.683968,327.328247,-27
power_sample,1032,W2_wifi_idle_quiet_ctrl_v1,105380471,5.048750,6.482500,64.390839,327.328247,-28
power_sample,1033,W2_wifi_idle_quiet_ctrl_v1,105480449,5.050000,5.087500,64.781670,327.328247,-29
power_sample,1034,W2_wifi_idle_quiet_ctrl_v1,105580427,5.050000,5.252500,64.683968,327.328247,-27
power_sample,1035,W2_wifi_idle_quiet_ctrl_v1,105680514,4.896250,13.684999,142.363358,683.969421,-29
power_sample,1036,W2_wifi_idle_quiet_ctrl_v1,105780427,5.048750,5.180000,64.977097,327.328247,-27
power_sample,1037,W2_wifi_idle_quiet_ctrl_v1,105880483,5.047500,4.965000,64.781670,327.328247,-30
power_sample,1038,W2_wifi_idle_quiet_ctrl_v1,105980479,5.050000,6.615000,64.586258,324.885498,-27
power_sample,1039,W2_wifi_idle_quiet_ctrl_v1,106080499,5.047500,5.182500,64.390839,332.213715,-28
power_sample,1040,W2_wifi_idle_quiet_ctrl_v1,106180459,5.050000,5.132500,64.879387,327.328247,-27
power_sample,1041,W2_wifi_idle_quiet_ctrl_v1,106280446,5.047500,5.507500,64.879387,327.328247,-30
power_sample,1042,W2_wifi_idle_quiet_ctrl_v1,106380460,5.048750,6.410000,64.586258,324.885498,-27
power_sample,1043,W2_wifi_idle_quiet_ctrl_v1,106480426,5.050000,5.037500,65.074806,327.328247,-27
power_sample,1044,W2_wifi_idle_quiet_ctrl_v1,106580459,5.047500,5.135000,64.879387,327.328247,-29
power_sample,1045,W2_wifi_idle_quiet_ctrl_v1,106680418,5.037500,5.975000,117.056480,588.702271,-29
power_sample,1046,W2_wifi_idle_quiet_ctrl_v1,106780427,5.048750,5.117500,65.367935,332.213715,-27
power_sample,1047,W2_wifi_idle_quiet_ctrl_v1,106880483,5.048750,5.137500,64.879387,327.328247,-29
power_sample,1048,W2_wifi_idle_quiet_ctrl_v1,106980419,4.965000,14.067500,64.781670,320.000000,-30
power_sample,1049,W2_wifi_idle_quiet_ctrl_v1,107080529,4.877500,13.552500,148.128235,727.938904,-35
power_sample,1050,W2_wifi_idle_quiet_ctrl_v1,107180450,4.877500,13.520000,148.421356,725.496155,-27
power_sample,1051,W2_wifi_idle_quiet_ctrl_v1,107280465,5.047500,5.465000,64.977097,327.328247,-28
power_sample,1052,W2_wifi_idle_quiet_ctrl_v1,107380447,5.048750,6.282500,64.781670,320.000000,-29
power_sample,1053,W2_wifi_idle_quiet_ctrl_v1,107480464,5.048750,4.972500,65.661064,332.213715,-27
power_sample,1054,W2_wifi_idle_quiet_ctrl_v1,107580447,5.047500,5.022500,65.074806,327.328247,-29
power_sample,1055,W2_wifi_idle_quiet_ctrl_v1,107680443,5.043750,5.880000,70.546562,356.641205,-29
power_sample,1056,W2_wifi_idle_quiet_ctrl_v1,107780502,5.048750,5.137500,65.465645,332.213715,-27
power_sample,1057,W2_wifi_idle_quiet_ctrl_v1,107880464,5.050000,5.145000,65.270226,327.328247,-27
power_sample,1058,W2_wifi_idle_quiet_ctrl_v1,107980434,4.882500,13.634999,148.128235,725.496155,-27
