command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777783389486247000,2026-05-03T07:43:09.552+03:00,200,,0.4.7
2,off,3097,1777783392589718000,2026-05-03T07:43:12.659+03:00,200,,0.4.7
3,on,6209,1777783395705279000,2026-05-03T07:43:15.785+03:00,200,,0.4.7
4,off,9420,1777783398915633000,2026-05-03T07:43:18.996+03:00,200,,0.4.7
5,on,12215,1777783401703955000,2026-05-03T07:43:21.791+03:00,200,,0.4.7
6,off,15207,1777783404697700000,2026-05-03T07:43:24.778+03:00,200,,0.4.7
7,on,18358,1777783407852009000,2026-05-03T07:43:27.928+03:00,200,,0.4.7
8,off,21318,1777783410812990000,2026-05-03T07:43:30.888+03:00,200,,0.4.7
9,on,24231,1777783413723765000,2026-05-03T07:43:33.803+03:00,200,,0.4.7
10,off,27408,1777783416897941000,2026-05-03T07:43:36.973+03:00,200,,0.4.7
11,on,30598,1777783420086160000,2026-05-03T07:43:40.171+03:00,200,,0.4.7
12,off,33698,1777783423193510000,2026-05-03T07:43:43.273+03:00,200,,0.4.7
13,on,36615,1777783426105892000,2026-05-03T07:43:46.181+03:00,200,,0.4.7
14,off,39569,1777783429055309000,2026-05-03T07:43:49.145+03:00,200,,0.4.7
15,on,42763,1777783432259198000,2026-05-03T07:43:52.347+03:00,200,,0.4.7
16,off,45777,1777783435272575000,2026-05-03T07:43:55.380+03:00,200,,0.4.7
17,on,48921,1777783438417139000,2026-05-03T07:43:58.494+03:00,200,,0.4.7
18,off,51856,1777783441348798000,2026-05-03T07:44:01.453+03:00,200,,0.4.7
19,on,54817,1777783444308383000,2026-05-03T07:44:04.389+03:00,200,,0.4.7
20,off,57892,1777783447381929000,2026-05-03T07:44:07.502+03:00,200,,0.4.7
21,on,60868,1777783450356315000,2026-05-03T07:44:10.445+03:00,200,,0.4.7
22,off,63680,1777783453175604000,2026-05-03T07:44:13.251+03:00,200,,0.4.7
23,on,66524,1777783456010884000,2026-05-03T07:44:16.089+03:00,200,,0.4.7
24,off,69527,1777783459013496000,2026-05-03T07:44:19.092+03:00,200,,0.4.7
25,on,72452,1777783461940887000,2026-05-03T07:44:22.019+03:00,200,,0.4.7
26,off,75669,1777783465157882000,2026-05-03T07:44:25.233+03:00,200,,0.4.7
27,on,78913,1777783468406343000,2026-05-03T07:44:28.484+03:00,200,,0.4.7
28,off,82031,1777783471526952000,2026-05-03T07:44:31.602+03:00,200,,0.4.7
29,on,84905,1777783474393428000,2026-05-03T07:44:34.479+03:00,200,,0.4.7
30,off,87703,1777783477196705000,2026-05-03T07:44:37.296+03:00,200,,0.4.7
31,on,90668,1777783480163542000,2026-05-03T07:44:40.243+03:00,200,,0.4.7
32,off,93850,1777783483342230000,2026-05-03T07:44:43.431+03:00,200,,0.4.7
33,on,96664,1777783486159946000,2026-05-03T07:44:46.242+03:00,200,,0.4.7
34,off,99808,1777783489303535000,2026-05-03T07:44:49.388+03:00,200,,0.4.7
35,on,103044,1777783492539964000,2026-05-03T07:44:52.625+03:00,200,,0.4.7
36,off,106268,1777783495761291000,2026-05-03T07:44:55.846+03:00,200,,0.4.7
37,on,109413,1777783498905743000,2026-05-03T07:44:58.993+03:00,200,,0.4.7
38,off,112605,1777783502091009000,2026-05-03T07:45:02.176+03:00,200,,0.4.7
39,on,115699,1777783505194189000,2026-05-03T07:45:05.287+03:00,200,,0.4.7
40,off,118460,1777783507955602000,2026-05-03T07:45:08.034+03:00,200,,0.4.7
41,on,121278,1777783510765403000,2026-05-03T07:45:10.853+03:00,200,,0.4.7
42,off,124215,1777783513709677000,2026-05-03T07:45:13.797+03:00,200,,0.4.7
43,on,127166,1777783516655566000,2026-05-03T07:45:16.740+03:00,200,,0.4.7
44,off,130134,1777783519625411000,2026-05-03T07:45:19.718+03:00,200,,0.4.7
45,on,133070,1777783522565044000,2026-05-03T07:45:22.649+03:00,200,,0.4.7
