pi_rx_time_ns,topic,type,node,protocol,exp,boot_id,seq,trigger,t_local_us,wifi_rssi,rtt_us,old_state,new_state,ha_time,event_id,ha_context_id,mqtt_retain,pipeline_version
1777563187352230000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,off,on,2026-04-30T18:33:07.444713+03:00,01KQFGBE5SM5J33AGDFHW42K6N,01KQFGBE5SM5J33AGDFHW42K6N,0,0.4.5
1777563190350076000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,on,off,2026-04-30T18:33:10.438679+03:00,01KQFGBH31HABNZM8HBWQRMGWK,01KQFGBH31HABNZM8HBWQRMGWK,0,0.4.5
1777563193403574000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,off,on,2026-04-30T18:33:13.501846+03:00,01KQFGBM2Q9YBTV8GR1NK5R70X,01KQFGBM2Q9YBTV8GR1NK5R70X,0,0.4.5
1777563196327352000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,on,off,2026-04-30T18:33:16.425806+03:00,01KQFGBPY5AFJJ475WVJHYKEY4,01KQFGBPY5AFJJ475WVJHYKEY4,0,0.4.5
1777563199498835000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,off,on,2026-04-30T18:33:19.595058+03:00,01KQFGBT1C8E5E0Y4CS8ADE02G,01KQFGBT1C8E5E0Y4CS8ADE02G,0,0.4.5
1777563202442343000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,on,off,2026-04-30T18:33:22.538927+03:00,01KQFGBWX4TS69EE1JTSF3AZBW,01KQFGBWX4TS69EE1JTSF3AZBW,0,0.4.5
1777563205215298000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,off,on,2026-04-30T18:33:25.303130+03:00,01KQFGBZKJPJ51Q5PGFZ7NJQ76,01KQFGBZKJPJ51Q5PGFZ7NJQ76,0,0.4.5
1777563208415469000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,on,off,2026-04-30T18:33:28.514178+03:00,01KQFGC2QWZ83XCWDHZ41R7P46,01KQFGC2QWZ83XCWDHZ41R7P46,0,0.4.5
1777563211547757000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,off,on,2026-04-30T18:33:31.634211+03:00,01KQFGC5RJM7YAHZ3J04P4BC0P,01KQFGC5RJM7YAHZ3J04P4BC0P,0,0.4.5
1777563214421184000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,on,off,2026-04-30T18:33:34.520075+03:00,01KQFGC8KF2B557172JHJP7Q54,01KQFGC8KF2B557172JHJP7Q54,0,0.4.5
1777563217232978000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,off,on,2026-04-30T18:33:37.331281+03:00,01KQFGCBBG0530F3MN8NQZH8YZ,01KQFGCBBG0530F3MN8NQZH8YZ,0,0.4.5
1777563219996695000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,on,off,2026-04-30T18:33:40.085002+03:00,01KQFGCE1CR3WVVQZXD4CPKCDP,01KQFGCE1CR3WVVQZXD4CPKCDP,0,0.4.5
1777563222800664000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,off,on,2026-04-30T18:33:42.899524+03:00,01KQFGCGSCQ9Q589M9MKA96299,01KQFGCGSCQ9Q589M9MKA96299,0,0.4.5
1777563225597790000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,on,off,2026-04-30T18:33:45.694206+03:00,01KQFGCKGRFDW19DQFBGB6TA8E,01KQFGCKGRFDW19DQFBGB6TA8E,0,0.4.5
1777563228610224000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,off,on,2026-04-30T18:33:48.703707+03:00,01KQFGCPEX7QZEW5RNEZDVS8GP,01KQFGCPEX7QZEW5RNEZDVS8GP,0,0.4.5
1777563231553188000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,on,off,2026-04-30T18:33:51.650924+03:00,01KQFGCSAVH16GVZKVH7N0A4J3,01KQFGCSAVH16GVZKVH7N0A4J3,0,0.4.5
1777563234701319000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,off,on,2026-04-30T18:33:54.795266+03:00,01KQFGCWD9FVBP79BDKF8CVF37,01KQFGCWD9FVBP79BDKF8CVF37,0,0.4.5
1777563237538251000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,on,off,2026-04-30T18:33:57.634833+03:00,01KQFGCZ5Y2KGEWDD34B38V81Y,01KQFGCZ5Y2KGEWDD34B38V81Y,0,0.4.5
1777563240506725000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,off,on,2026-04-30T18:34:00.605246+03:00,01KQFGD22KBHH88683RW45M702,01KQFGD22KBHH88683RW45M702,0,0.4.5
1777563243645250000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,on,off,2026-04-30T18:34:03.744035+03:00,01KQFGD5484196AKBQQPF8TEC9,01KQFGD5484196AKBQQPF8TEC9,0,0.4.5
1777563246454138000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,off,on,2026-04-30T18:34:06.549213+03:00,01KQFGD7VZX6GH7RCM0Y1CF10H,01KQFGD7VZX6GH7RCM0Y1CF10H,0,0.4.5
1777563249655859000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,on,off,2026-04-30T18:34:09.754576+03:00,01KQFGDB0F74FBCYEAX2ZS8AAR,01KQFGDB0F74FBCYEAX2ZS8AAR,0,0.4.5
1777563252623749000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,off,on,2026-04-30T18:34:12.722579+03:00,01KQFGDDXEQ05K4HD9AQ64BYXK,01KQFGDDXEQ05K4HD9AQ64BYXK,0,0.4.5
1777563255499133000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W3_zigbee_auto_moderate,,0,state_changed,0,,,on,off,2026-04-30T18:34:15.592157+03:00,01KQFGDGQ415BKEZN61P7NGET1,01KQFGDGQ415BKEZN61P7NGET1,0,0.4.5
