command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777812425469538000,2026-05-03T15:47:05.559+03:00,200,,0.4.7
2,off,2831,1777812428303971000,2026-05-03T15:47:08.388+03:00,200,,0.4.7
3,on,5689,1777812431168600000,2026-05-03T15:47:11.240+03:00,200,,0.4.7
4,off,8472,1777812433949746000,2026-05-03T15:47:14.030+03:00,200,,0.4.7
5,on,11511,1777812436990468000,2026-05-03T15:47:17.067+03:00,200,,0.4.7
6,off,14502,1777812439977667000,2026-05-03T15:47:20.055+03:00,200,,0.4.7
7,on,17690,1777812443159622000,2026-05-03T15:47:23.247+03:00,200,,0.4.7
8,off,20895,1777812446371158000,2026-05-03T15:47:26.499+03:00,200,,0.4.7
9,on,23917,1777812449388206000,2026-05-03T15:47:29.465+03:00,200,,0.4.7
10,off,26947,1777812452425751000,2026-05-03T15:47:32.539+03:00,200,,0.4.7
11,on,29833,1777812455311671000,2026-05-03T15:47:35.388+03:00,200,,0.4.7
12,off,33005,1777812458475660000,2026-05-03T15:47:38.550+03:00,200,,0.4.7
13,on,35840,1777812461313148000,2026-05-03T15:47:41.397+03:00,200,,0.4.7
14,off,38984,1777812464458113000,2026-05-03T15:47:44.539+03:00,200,,0.4.7
15,on,41796,1777812467275474000,2026-05-03T15:47:47.371+03:00,200,,0.4.7
16,off,44804,1777812470283454000,2026-05-03T15:47:50.364+03:00,200,,0.4.7
17,on,47566,1777812473042251000,2026-05-03T15:47:53.119+03:00,200,,0.4.7
18,off,50688,1777812476166038000,2026-05-03T15:47:56.240+03:00,200,,0.4.7
19,on,53521,1777812478999021000,2026-05-03T15:47:59.070+03:00,200,,0.4.7
20,off,56327,1777812481806438000,2026-05-03T15:48:01.877+03:00,200,,0.4.7
21,on,59423,1777812484899441000,2026-05-03T15:48:04.993+03:00,200,,0.4.7
22,off,62653,1777812488132333000,2026-05-03T15:48:08.222+03:00,200,,0.4.7
23,on,65795,1777812491274399000,2026-05-03T15:48:11.349+03:00,200,,0.4.7
24,off,68700,1777812494177161000,2026-05-03T15:48:14.251+03:00,200,,0.4.7
25,on,71949,1777812497428362000,2026-05-03T15:48:17.504+03:00,200,,0.4.7
26,off,74859,1777812500331189000,2026-05-03T15:48:20.410+03:00,200,,0.4.7
