command_index,target_state,planned_offset_ms,sent_time_ns,sent_at_local,status_code,error,pipeline_version
1,on,0,1777810235656739000,2026-05-03T15:10:35.747+03:00,200,,0.4.7
2,off,2831,1777810238497691000,2026-05-03T15:10:38.570+03:00,200,,0.4.7
3,on,5689,1777810241355807000,2026-05-03T15:10:41.428+03:00,200,,0.4.7
4,off,8472,1777810244138817000,2026-05-03T15:10:44.212+03:00,200,,0.4.7
5,on,11511,1777810247176878000,2026-05-03T15:10:47.254+03:00,200,,0.4.7
6,off,14502,1777810250168785000,2026-05-03T15:10:50.248+03:00,200,,0.4.7
7,on,17690,1777810253350139000,2026-05-03T15:10:53.430+03:00,200,,0.4.7
8,off,20895,1777810256553587000,2026-05-03T15:10:56.648+03:00,200,,0.4.7
9,on,23917,1777810259583768000,2026-05-03T15:10:59.677+03:00,200,,0.4.7
10,off,26947,1777810262612860000,2026-05-03T15:11:02.719+03:00,200,,0.4.7
11,on,29833,1777810265492003000,2026-05-03T15:11:05.570+03:00,200,,0.4.7
12,off,33005,1777810268669467000,2026-05-03T15:11:08.747+03:00,200,,0.4.7
13,on,35840,1777810271506683000,2026-05-03T15:11:11.587+03:00,200,,0.4.7
14,off,38984,1777810274650663000,2026-05-03T15:11:14.736+03:00,200,,0.4.7
15,on,41796,1777810277462690000,2026-05-03T15:11:17.541+03:00,200,,0.4.7
16,off,44804,1777810280469963000,2026-05-03T15:11:20.557+03:00,200,,0.4.7
17,on,47566,1777810283227477000,2026-05-03T15:11:23.304+03:00,200,,0.4.7
18,off,50688,1777810286351185000,2026-05-03T15:11:26.434+03:00,200,,0.4.7
19,on,53521,1777810289182085000,2026-05-03T15:11:29.261+03:00,200,,0.4.7
20,off,56327,1777810291984088000,2026-05-03T15:11:32.072+03:00,200,,0.4.7
21,on,59423,1777810295084561000,2026-05-03T15:11:35.174+03:00,200,,0.4.7
22,off,62653,1777810298315049000,2026-05-03T15:11:38.395+03:00,200,,0.4.7
23,on,65795,1777810301453978000,2026-05-03T15:11:41.530+03:00,200,,0.4.7
24,off,68700,1777810304356697000,2026-05-03T15:11:44.430+03:00,200,,0.4.7
