pi_rx_time_ns,topic,type,node,protocol,exp,seq,trigger,t_local_us,wifi_rssi,rtt_us,old_state,new_state,ha_time,event_id,ha_context_id,mqtt_retain,pipeline_version,pi_time_s,ha_time_s,raw_delay_ms,norm_delay_ms
1774880006374536000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,on,off,2026-03-30T17:13:26.389728+03:00,01KMZHF85QDCHM2WQCBZ9H8SZQ,01KMZHF85QDCHM2WQCBZ9H8SZQ,0,0.1.1,1774880006.374536,1774880006.389728,-15.192031860351562,9.623885154724121
1774880008844802000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,off,on,2026-03-30T17:13:28.876185+03:00,01KMZHFAKC5J1FM5WJ607NXGSD,01KMZHFAKC5J1FM5WJ607NXGSD,0,0.1.1,1774880008.8448021,1774880008.876185,-31.38279914855957,-6.566882133483887
1774880011162139000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,on,off,2026-03-30T17:13:31.182154+03:00,01KMZHFCVJXCHWHCVYFJSAZKMV,01KMZHFCVJXCHWHCVYFJSAZKMV,0,0.1.1,1774880011.162139,1774880011.182154,-20.01500129699707,4.800915718078613
1774880064194023000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,off,on,2026-03-30T17:14:24.220954+03:00,01KMZHH0MX6C00Q0STMY4AZ2WP,01KMZHH0MX6C00Q0STMY4AZ2WP,0,0.1.1,1774880064.194023,1774880064.220954,-26.931047439575195,-2.1151304244995117
1774880067859217000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,on,off,2026-03-30T17:14:27.890140+03:00,01KMZHH47MHD0P5K3Z563EJ6B4,01KMZHH47MHD0P5K3Z563EJ6B4,0,0.1.1,1774880067.859217,1774880067.89014,-30.923128128051758,-6.107211112976074
1774880070825006000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,off,on,2026-03-30T17:14:30.842809+03:00,01KMZHH73TCRBP0J5A0N8R5KAJ,01KMZHH73TCRBP0J5A0N8R5KAJ,0,0.1.1,1774880070.825006,1774880070.842809,-17.802953720092773,7.01296329498291
1774880073425072000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,on,off,2026-03-30T17:14:33.445227+03:00,01KMZHH9N25K6HTKTDDW18NWC7,01KMZHH9N25K6HTKTDDW18NWC7,0,0.1.1,1774880073.4250722,1774880073.445227,-20.154714584350586,4.661202430725098
1774880076259509000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,off,on,2026-03-30T17:14:36.286780+03:00,01KMZHHCE20T1PVKQFQ1SMJTGK,01KMZHHCE20T1PVKQFQ1SMJTGK,0,0.1.1,1774880076.259509,1774880076.28678,-27.271032333374023,-2.45511531829834
1774880078722445000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,on,off,2026-03-30T17:14:38.731005+03:00,01KMZHHETE8GE6BK3FTZVDF4F8,01KMZHHETE8GE6BK3FTZVDF4F8,0,0.1.1,1774880078.722445,1774880078.731005,-8.559942245483398,16.255974769592285
1774880081116680000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,off,on,2026-03-30T17:14:41.137904+03:00,01KMZHHH5NMJD2ECPPQZAXMFHX,01KMZHHH5NMJD2ECPPQZAXMFHX,0,0.1.1,1774880081.11668,1774880081.137904,-21.224021911621094,3.59189510345459
1774880093249725000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,on,off,2026-03-30T17:14:53.275695+03:00,01KMZHHX0M883JNKQ89TZHRSC9,01KMZHHX0M883JNKQ89TZHRSC9,0,0.1.1,1774880093.2497249,1774880093.275695,-25.9702205657959,-1.1543035507202148
1774880100308475000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,on,off,2026-03-30T17:15:00.329238+03:00,01KMZHJ3X9SCDYFN5JW7S5KR8Z,01KMZHJ3X9SCDYFN5JW7S5KR8Z,0,0.1.1,1774880100.3084748,1774880100.329238,-20.763158798217773,4.05275821685791
1774880102687631000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,off,on,2026-03-30T17:15:02.706796+03:00,01KMZHJ67FC4Y991JTRQPDZAV9,01KMZHJ67FC4Y991JTRQPDZAV9,0,0.1.1,1774880102.6876311,1774880102.706796,-19.1648006439209,5.651116371154785
1774880105246730000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,on,off,2026-03-30T17:15:05.263037+03:00,01KMZHJ8QFP9CD1TDMJQACRV66,01KMZHJ8QFP9CD1TDMJQACRV66,0,0.1.1,1774880105.24673,1774880105.263037,-16.30687713623047,8.509039878845215
1774880107857059000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,off,on,2026-03-30T17:15:07.802898+03:00,01KMZHJB5X8C7E6933EJE3SSYP,01KMZHJB5X8C7E6933EJE3SSYP,0,0.1.1,1774880107.857059,1774880107.802898,54.16107177734375,78.97698879241943
1774880109956224000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,on,off,2026-03-30T17:15:09.936274+03:00,01KMZHJD9QJ1HJ8JJ5VSRZ9TWY,01KMZHJD9QJ1HJ8JJ5VSRZ9TWY,0,0.1.1,1774880109.956224,1774880109.936274,19.949913024902344,44.76583003997803
1774880112340921000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,off,on,2026-03-30T17:15:12.368969+03:00,01KMZHJFNQHVF0Q1MD3A88HE3X,01KMZHJFNQHVF0Q1MD3A88HE3X,0,0.1.1,1774880112.3409212,1774880112.368969,-28.047800064086914,-3.2318830490112305
1774880116044973000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,on,off,2026-03-30T17:15:16.075795+03:00,01KMZHJK9MT0RPP46BXYS0NJAF,01KMZHJK9MT0RPP46BXYS0NJAF,0,0.1.1,1774880116.0449731,1774880116.075795,-30.821800231933594,-6.00588321685791
1774880119177585000,iotbench/zigbee/event,event,light.benchmark_device,zigbee,W1_zigbee_near_quiet_v2,0,state_changed,0,,,off,on,2026-03-30T17:15:19.191881+03:00,01KMZHJP9SWY0ECSDXY6C8MT9K,01KMZHJP9SWY0ECSDXY6C8MT9K,0,0.1.1,1774880119.177585,1774880119.191881,-14.29605484008789,10.519862174987793
