pi_rx_time_ns,address,name,rssi,company_id,version,node_num,exp_code,seq,t_local_us,raw_hex,pipeline_version
1777648476904831000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,1,4450012,02015733424c01000000dce64300,0.4.6
1777648479888011000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,2,7620003,02015733424c02000000a3457400,0.4.6
1777648483211152000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-70,4660,2,1,W3BL,3,10858003,02015733424c0300000013aea500,0.4.6
1777648486508670000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,4,14065005,02015733424c040000006d9dd600,0.4.6
1777648489214840000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,5,16946003,02015733424c0500000053930201,0.4.6
1777648492203101000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,6,19755003,02015733424c06000000fb6f2d01,0.4.6
1777648494890567000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,7,22619004,02015733424c070000007c235901,0.4.6
1777648497922810000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,8,25657003,02015733424c08000000ab7e8701,0.4.6
1777648501202075000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,9,28740003,02015733424c09000000a389b601,0.4.6
1777648504200689000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,10,31753003,02015733424c0a0000002b83e401,0.4.6
1777648507198080000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,11,34888005,02015733424c0b00000045591402,0.4.6
1777648510173136000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,12,37672003,02015733424c0c00000043d43e02,0.4.6
1777648513202291000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,13,40709004,02015733424c0d0000008c2b6d02,0.4.6
1777648516199676000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,14,43886003,02015733424c0e000000b3a59d02,0.4.6
1777648522201795000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W3BL,16,49801004,02015733424c100000002ce7f702,0.4.6
1777648525182692000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,17,52816005,02015733424c1100000085e82503,0.4.6
1777648528170328000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,18,55626003,02015733424c1200000013c95003,0.4.6
1777648530889520000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,19,58430003,02015733424c1300000033927b03,0.4.6
1777648533877276000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-74,4660,2,1,W3BL,20,61609002,02015733424c140000002a14ac03,0.4.6
1777648537476821000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,21,64854003,02015733424c15000000f397dd03,0.4.6
1777648540490264000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,22,67986004,02015733424c1600000054620d04,0.4.6
1777648543479117000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,23,71040003,02015733424c1700000003fc3b04,0.4.6
1777648546791838000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,24,74250004,02015733424c1800000014f76c04,0.4.6
1777648549485191000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,25,77078005,02015733424c19000000f51d9804,0.4.6
1777648552532623000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,26,80264003,02015733424c1a00000043bbc804,0.4.6
1777648555780997000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,27,83513003,02015733424c1b000000ab4efa04,0.4.6
1777648559093471000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W3BL,28,86648004,02015733424c1c000000c4242a05,0.4.6
1777648562078516000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W3BL,29,89766003,02015733424c1d00000073b85905,0.4.6
